galaxy,split,original_split_sha256,excluded_split_sha256,duplicate_of,calibration_pixels,validation_pixels,removed_calibration_pixels,removed_validation_pixels,validation_quadrant_counts,support_gates,sufficient_support,diagnostic_pass,status,mean_square,channel_lag1,quadrant_min,quadrant_max,failed_gates
NGC5055,9062032-reverse,98aa5b6040ba62c5f53e26939dcd1662868b765c43303f77908f65f79bfe954d,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,355,38,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062033-forward,6630f79740ac33cdcae41a0a9517a56dacf976ee6ac3a412facb7fc6a16b69f8,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,326,42,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062033-reverse,c2f71acef46c8eeb956edd6dd1d6a9a658a7afd45e2fa43471b230ea544a1c46,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,397,36,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062034-forward,6bc283c6e1062870df4d24cf4d813c1796d7d48d294f138bef5fee62b200cd51,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,332,38,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062034-reverse,0c5c1363e37234bbabc1cfefb563c2dd85c51fd8b864863aceeab9c3edf0db4e,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,391,40,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062035-forward,741c4b39c98a37ce6cbf5f1c0ee27cc66401af7fc1aa26529892783bbb99a4aa,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,390,36,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC5055,9062035-reverse,c30e249416343e884f712dfc4ef4c900696ad73bb4b5dbbb7da16af03650a4bf,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,333,42,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062028-forward,2430b07fc44db105903e48ab2a0bea4901338c4c23b608ae5698896ad18259e5,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,,0,0,370,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062028-reverse,b6090a110ba9ff8d922dab9518f3246cae042de2f31007082bcc40455890204c,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,359,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062029-forward,de3cb323acfe10f8167c0d65eff5afa16232585cefed6075bdf14ef55ec4266a,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,367,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062029-reverse,a579ae81b390a5448c3dd8d20d270f5a2e90430c7cd6b1d929b7661c4576ebe2,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,362,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062030-forward,d60606057646019ddd1ecedd8ce0ac89fac412f2970ee609804291d22fa89d0d,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,378,42,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062030-reverse,5e099f2f984f8fd04e9a8ec0c0cbb566ce9148b0ecff696a3685ea76fcb10b52,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,351,38,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062031-forward,d8516a635beb6157f8304d267bc6e8d4d672413e19336b7631e78d8bc9b5ac69,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,387,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062031-reverse,744582a92dc787a3fb7db0e484f1620711287cda5dc68e2076a47064256905a3,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,342,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062032-forward,8c48961fb4af5ab0212f01cbcfcdb2f166d6337f1b08f86e658d59bcd5356d8d,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,380,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062032-reverse,fb5546626ab72217ab1dcf6cfcad7454da84254b9b27d2ae4177f357bf4ae89e,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,349,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062033-forward,5d1efc3f112d92275b94e3ae0de8f2344937d95f33e5d0adcac00a0bad75c10f,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,394,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062033-reverse,595ca4629417c28ee02ade2696861f6f67487386aa902cab860870e5840ee8d1,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,335,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062034-forward,b5e70c707a022a625ed5243f455b4420d04ffad190f7cf7af25cc5e427d70b89,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,331,41,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062034-reverse,d1047f84564e42e280a175626ee9673784b0122bb57290695d67030bef8f9f99,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,398,39,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062035-forward,0fc5b672e69e8e5fb4eb964c74c226b27632cc37c4a9d8553efa1a8a15d1b5cd,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,364,40,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC6946,9062035-reverse,1f08664c45503dc7b774f0c14d0097223a711a806528201e9a09fcc6d982fe2e,c35020473aed1b4642cd726cad727b63fff2824ad68cedd7ffb73c7cbd890479,9062028-forward,0,0,365,40,"[0, 0, 0, 0]","{'calibration_pixels': False, 'validation_pixels': False, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
NGC7331,9062028-forward,9ba5b927c2970397949618067b270bf1b3941614740e5709056435774c05d63a,16807bf279561d6a51cdef63c77de0077b6cba78ea7997666ac82ea578c2a097,,378,30,21,6,"[8, 8, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8408702105054717,-0.07916096122672252,0.79303295484078,0.9032712559620154,
NGC7331,9062028-reverse,2c799f186b200ec12106cc83ad0709156c198774d29cac99aafc968fc605452e,ced3c708e442ab7b73309356b23fbb49ff8c3fe6da21c7fb252976717b2e6854,,255,33,63,2,"[9, 9, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9659559279150299,0.06878870695461663,0.8901118596570733,1.0526143764889286,
NGC7331,9062029-forward,f64a7e9b02143173801ceaa83adba6f7e96e05a103005779199a89afbb223d2c,ab2c88cc68cef45baa35a2b89eabb09327a8b25aae9cbcc909edde8a1b4a7b10,,315,29,33,5,"[9, 6, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.957934150486157,0.044759998343548144,0.9008885502986971,1.0045193397242875,
NGC7331,9062029-reverse,32ec6284dfbf6b09a82b4f1e8870555b2f73f0b8936b351b7b98b246e59c98bc,d8cfacde126b42f34de13d851f1119474cb88beab470a4da23592e8dceee8389,,318,34,51,3,"[8, 11, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8560892558631171,-0.09127904264161339,0.8268432802660981,0.9042143898949341,
NGC7331,9062030-forward,d552de290ddc9a3a32bc3bc998b103af2f6c3e830b6f97760e0743dd2f3187fb,9fd3561e1bb5ab9eded39a1638c16ed3d8bf9e0b57361d155f8be32b89ff5837,,302,32,63,2,"[8, 10, 5, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.922639055730182,-0.07001539508464819,0.8611076589685254,1.064471325200354,
NGC7331,9062030-reverse,d8a0890140f9ecd03aaf5443baf68591295059b736fe5e94c29f7cd87b37d5c9,4a60ecc7d05303fb69756f5491d0a6a5bc0feef50bbb21c405cc1a049f96556b,,331,31,21,6,"[9, 7, 7, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8842355805549678,-0.0008280969266234316,0.8079826863218734,0.9741992432550827,
NGC7331,9062031-forward,7cd227b01c4a54e3dba712d0be6ad3e6865baa2134125c82ac3588b87e134bb6,ff9c41390557ba00198ffc1cbc25e046c039cc3c33b7c531c1c2c10a7dd2ff13,,316,29,39,5,"[8, 7, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9376705855408156,0.016455650939185267,0.8758911705777982,1.037882935427859,
NGC7331,9062031-reverse,bae0c16b8b92923b9fc9daee951afc5aa587557fb1e49fa939d2d9d0fa230e76,9b150a20c2f67bb580da1fc7e0d5a4a6b2c8ee634d3be831ca5399c76e444800,,317,34,45,3,"[9, 10, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8505452302863625,-0.06405752039584069,0.8134082691530293,0.9382181982653542,
NGC7331,9062032-forward,0b7f252feb9a168247598d11fc313e11d7c8aa44ca788226a2a3ca85476a22db,6e66ee8b968664f78efbbecddf29702618be8ca864dd51af0de3ba2437673d18,,313,32,62,2,"[9, 9, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8721667377103836,0.025293687034788927,0.8369570211831823,0.9306854068594204,
NGC7331,9062032-reverse,bc6de72f82d7f957f1ca16382c0852797867b27cbc779e4b5c39870255c74d32,c4baaaa36e05bdc6a808eabe6c0090c9d81c6784cd04f685ed97421c214ad7a4,,320,31,22,6,"[8, 8, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8949300649310801,-0.08871464751251429,0.8302264385727817,0.9853086241538487,
NGC7331,9062033-forward,a7fa2cc7c3c60e30f1880a5a8d7ede2ef4fa878605c3e52e492abd184d9b678e,1a4bd1fd60f3f74693237e1425c4b8e2bc60c8fc554119ab2cc672f991dde0b4,,286,34,45,3,"[9, 10, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8332829871355093,-0.08514499089425188,0.805135985704958,0.9177522398848512,
NGC7331,9062033-reverse,416114fbffe6207a861163befda5a69305efe4b34ce4dcea9ec43e9c1e9a71e1,511e97d2056471d1a6b36dd769c2add530f761c73594d7d9185e45224aaad824,,347,29,39,5,"[8, 7, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9574303093292115,0.022254344138603548,0.8914106486959508,1.0530727364281816,
NGC7331,9062034-forward,eefdfb2d32b7e55f7b02b6ab29506ecbeb0741c4031565decf8abad48a0f0740,83af1cec2da0ec25ecf05114f6224f0b9e9151a755b54bbc8a58c61ef1cb1912,,293,33,62,2,"[8, 10, 6, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9059266368637156,-0.02293645789898363,0.8609071687011745,0.9566748856668638,
NGC7331,9062034-reverse,9aaac40fc24dc1ee531dedb5f5e2dcee93426b4b2fc863137ffb4cfc56f58168,c8db676ae8a05393546eb1e3bac208e27d161e2f55a9472d4809c3182c76931c,,340,30,22,6,"[9, 7, 6, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8829619877448902,-0.028954702065224446,0.8128587254830117,0.9530397486477921,
NGC7331,9062035-forward,32bf043b15a7a0f5d845e131f131df7ed94da50c62f3a136ed9d87288931cd13,6667521f8f3a688c417dec74e73f41f4fc405a8699e54d89c308e863cd8fd3a0,,359,30,55,3,"[8, 7, 7, 8]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.8244036876519276,-0.040605532362225076,0.7665643575400544,0.8658102386030685,
NGC7331,9062035-reverse,d0cc697b5e0f99ee593084952cd6eabc7bf0719fc03b07d08c8e5ceb4c19d63e,a14c7e2a3bbd7c1bd32859368aa353c993f4e1ed912d8c1efba765f50377fc42,,274,33,29,5,"[9, 10, 5, 9]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': True}",True,True,BACKGROUND_DIAGNOSTIC_EVALUATED,0.9284468290004816,-0.026751856384768402,0.8475707966506714,0.9938809963349058,
UGC04305,9062028-forward,9194f24208acbfeccd92151b4d80d4f83e41474f555cf3372c5c0378937c097d,3a3eca8966858a006bec84015ec7da923d3045a1163e20f2c5a75c960edfa62b,,284,34,156,12,"[0, 12, 12, 10]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062028-reverse,ccf048756390d43588b87672173483513c027b381b0bd58854c865615dc7e357,c21e9529921bb2173fb080f00610bc1d5dfb3820940ad2a591cb1aee949d6008,,257,31,117,18,"[2, 12, 14, 3]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062029-forward,fa8b670808e7877c2910e33ae1f1e66834c74a704464979717159eb6598a8512,4e0e42dddc27425bfe292793667bdcebddf103b9c3c7541d94e638ed0fbc28f5,,232,35,157,14,"[2, 12, 14, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062029-reverse,32dfd74d6507810480ac166a17009d677ccc33370ca5f38c4360bbe1320bfb4c,686754c8f44efcf7bc765c88902ab1066bbfc7a5c71b52cb7e1f0dae1923d2a6,,309,30,116,16,"[0, 12, 12, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062030-forward,f159a56ac1de9d921f25fe85a576863b61f1d5d1893da59af7c083b98e1a8039,fb49394cb412005fc8ee7e83104791c1181b8901c35f7e46c799979b6024b36d,,300,31,140,16,"[1, 12, 12, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062030-reverse,1f3d768bf05a0e2fb6fc8b4d9e905e04db41624badf9232b926af9a72b167ead,631c463759c61c713023cbc43947c5b7284efd589e5ec19a1fa6c6aaeee9b9ba,,241,34,133,14,"[1, 12, 14, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062031-forward,a6789485d34beaa59013ea8aed3784c91c563ea7ddf6647ad72ebb1b48d99461,9d2002bb034a10a7778fb2182dcf936ed180d4b6e4b3fc8e202431072bb067b7,,303,31,126,16,"[1, 12, 12, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062031-reverse,08824c3e660b99e32f843e9346c7fca57266e73b365603232b96439203bf56c9,2931298b31541e8235c95701b7f5939b015c59ff7b6255820c74475a03392742,,238,34,147,14,"[1, 12, 14, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062032-forward,69b53038d6b0b06bd0545e93f23323b06758fa9630040ccda3a9946725fc3d29,077be18d6f3e57499cc292412232520acba23c38c80f103cb6414c9542bf4f40,,242,34,148,14,"[1, 12, 14, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062032-reverse,e4e170b934daf278cf11fa0f1536eb58bc121103f6292e165444ef279c88eaaf,4f0a476a2c0d3732a186cea78a89dda8a96703fd41710868ed14bd5432927faf,,299,31,125,16,"[1, 12, 12, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062033-forward,f93a483bcd7d23d93d71d175e10db81a1340aa8fb4a1d9c3995307e1e5e28b3d,42343553059baca66050c8a74bbf969c3e33896b2787a36074d996776aa7fa30,,259,33,143,15,"[1, 12, 14, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062033-reverse,c79345671c0c922129b30f0665e370a109831e432fba26c990b3a71a661a1c84,488fc4b84b9843ec44763d7cc34616d73672fd7a82c152be754fbf364e5ac1a6,,282,32,130,15,"[1, 12, 12, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062034-forward,317af333d671803c969bbb7d1fdbab8d4efa225ef97fb504c4a4e62d9cbb82d6,7aed352306e43f82c6bf4c323156bd2bd33baaf910e3607158a0775afd11756c,,276,30,103,18,"[1, 12, 14, 3]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062034-reverse,a8d678a02306ea5291e3ba04eafedd25d6a483d4be3ce1782b271b9604f9836b,66b9ec55e3e0433034e9ce546957f71941667919c3d3cb23b0abbd521533ed5a,,265,35,170,12,"[1, 12, 12, 10]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062035-forward,244a006877935d2cc0f2a7714f1362e3cfa56ecdd03a022e06583b171545a2e7,eec7fdf3fde2408d7983d2b9805afa026dab61b2bb16bebfcf85b51fd56ea730,,234,34,133,14,"[1, 12, 14, 7]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
UGC04305,9062035-reverse,2051773777a5b5df7b57284f24a101ae40c1063b4728f173dcb1ea6879798f9d,97595e8d8523b7a5bcd1d58d542d0a6a11e35ab650eba3943214120342b46a30,,307,31,140,16,"[1, 12, 12, 6]","{'calibration_pixels': True, 'validation_pixels': True, 'validation_quadrants': False}",False,False,INSUFFICIENT_BACKGROUND_SUPPORT,,,,,
