group	richness_bin	members	metadata_redshift	lr195	d10	log10_member_luminosity	log10_rms_radius_kpc	log10_richness	projected_axis_ratio	projected_ellipticity	quadrupole	m3	m4	inner_outer_axis_ratio_difference	inner_outer_quadrupole_difference	centroid_shift_profile	axis_twist_inner_outer_sin2	outer_multipole_energy	mst_length_per_rms_radius	mst_diameter_efficiency	projected_linearity	angular_gap_entropy	luminosity_half_radius_kpc	rms_radius_kpc	sigma_gap_km_s	sigma_mad_km_s	unique_member_redshifts	log10_eta_lum	log10_sigma_gap	log10_eta_half_radius	log10_eta_mad
15845	0	11	5.060691700000e-02	2.337151500000e+01	3.093598030000e+00	1.375099304683e+00	2.455291030563e+00	1.041392685158e+00	5.309357042173e-01	4.690642957827e-01	5.601929597196e-01	7.827315907112e-01	8.915601387232e-01	2.686995094104e-02	-3.489770129511e-02	6.957433736077e-01	3.495413929171e-01	8.649751219573e-01	1.947678600647e+00	7.788160192199e-01	4.690642957827e-01	8.227166681863e-01	1.022350993023e+02	2.852929439666e+02	4.181481955371e+02	4.721541532029e+02	11	6.322852179849e+00	2.621330226985e+00	5.877161172447e+00	6.428359354315e+00
15926	1	16	5.737643100000e-02	3.277738500000e+01	5.354402770000e+00	1.521072803814e+00	2.508928753267e+00	1.204119982656e+00	6.876181887599e-01	3.123818112401e-01	3.579403223038e-01	3.927099089228e-01	2.503554180899e-01	-3.451908799912e-01	4.372885750901e-01	1.121514651161e+00	9.337973331988e-01	8.912052903116e-01	2.200936492419e+00	5.947763253500e-01	3.123818112401e-01	8.684319362465e-01	2.950490292323e+02	3.227964525316e+02	3.479267524409e+02	3.290906482870e+02	16	6.070831596202e+00	2.541487823375e+00	6.031797033001e+00	6.022487031847e+00
16428	1	21	5.192797200000e-02	3.526049900000e+01	4.264235940000e+00	1.557442834934e+00	2.701658313866e+00	1.322219294734e+00	6.667039886768e-01	3.332960113232e-01	3.845676834195e-01	5.044462589982e-01	3.822195427246e-01	-1.095736104167e-01	1.418511821601e-01	5.742937812146e-01	3.902502250574e-01	9.445332981841e-01	1.731968349090e+00	7.725241524174e-01	3.332960113232e-01	8.472229241002e-01	4.050378817046e+02	5.031046297352e+02	4.334484062305e+02	3.148913129734e+02	21	6.418090299751e+00	2.636937410410e+00	6.323927628967e+00	6.140536838440e+00
16503	1	18	5.808966400000e-02	4.231760300000e+01	3.186018320000e+00	1.631138945631e+00	2.533873411548e+00	1.255272505103e+00	5.168401050041e-01	4.831598949959e-01	5.783778720643e-01	1.667813860762e-01	3.602006232472e-01	4.508916048034e-03	-5.787873621217e-03	5.853821880592e-01	9.670107049196e-01	4.576809840821e-01	1.932194625265e+00	6.356504014506e-01	4.831598949959e-01	8.471007826897e-01	2.999510705172e+02	3.418797766383e+02	4.616273430974e+02	4.401081162744e+02	18	6.231317515972e+00	2.664291525028e+00	6.174494520686e+00	6.189853221314e+00
17173	0	11	5.751066000000e-02	2.259862300000e+01	1.904274380000e+00	1.354081535116e+00	2.539088954597e+00	1.041392685158e+00	7.764005606733e-01	2.235994393267e-01	2.478180103563e-01	1.708512024731e-01	1.040844459707e-01	-4.501295382820e-01	5.459713325347e-01	1.042376793288e+00	2.862390486885e-01	3.801481909681e-01	2.081508284972e+00	5.519957947966e-01	2.235994393267e-01	8.690704741505e-01	1.945392112772e+02	3.460102422993e+02	4.186906823201e+02	2.252235066329e+02	11	6.428794011615e+00	2.621893296067e+00	6.178712207795e+00	5.890234851415e+00
17202	0	14	5.655428200000e-02	3.020180000000e+00	2.950023460000e+00	1.360257434288e+00	2.518487266611e+00	1.146128035678e+00	5.901006091782e-01	4.098993908218e-01	4.834388197188e-01	1.648521709573e-01	2.344411554880e-01	-2.217009163852e-01	2.810202890881e-01	6.979572713127e-01	2.061530131880e-01	4.389498389350e-01	2.097428091603e+00	6.122899940896e-01	4.098993908218e-01	9.317674815021e-01	1.795704106597e+02	3.299797328581e+02	3.155681192744e+02	3.196910472609e+02	14	6.156416075374e+00	2.499093121525e+00	5.892163584603e+00	6.167690780940e+00
17218	1	17	3.256062100000e-02	2.338825100000e+01	5.778981150000e+00	1.388683306094e+00	2.479334650633e+00	1.230448921378e+00	8.005029975975e-01	1.994970024025e-01	2.189138502595e-01	8.423878897840e-01	2.695596168034e-01	-4.844674927430e-01	5.887580639042e-01	3.165964919740e-02	1.207712437163e-01	8.915528166830e-01	1.650233412470e+00	6.490564176527e-01	1.994970024025e-01	8.716818878547e-01	1.012992768839e+02	3.015328625541e+02	2.661951800863e+02	2.296523482826e+02	17	5.941051719687e+00	2.425200187574e+00	5.467323414252e+00	5.812793125744e+00
17520	0	12	1.926950100000e-02	6.924030000000e+00	2.131948330000e+00	9.254343163325e-01	2.411505170171e+00	1.079181246048e+00	4.010866983113e-01	5.989133016887e-01	7.228449959237e-01	4.357415509542e-01	4.895785520185e-01	1.993109828783e-01	-1.663883587453e-01	5.463917197670e-01	7.432960313190e-01	1.131175034835e+00	1.584105568980e+00	6.307919143783e-01	5.989133016887e-01	8.740311422539e-01	2.527936211708e+02	2.579319670420e+02	2.108212089313e+02	2.595358951490e+02	12	6.133899452673e+00	2.323914299418e+00	6.125160393548e+00	6.314465716836e+00
17533	0	13	4.522415900000e-02	1.381522600000e+01	4.448413220000e+00	1.187081692372e+00	2.588024352251e+00	1.113943352307e+00	7.874406170070e-01	2.125593829930e-01	2.345201014450e-01	7.575728246259e-01	4.892105375425e-01	-2.804391177065e-01	3.564852885535e-01	6.569785815543e-01	7.284058175844e-01	7.938976206382e-01	1.984954604321e+00	8.093671290119e-01	2.125593829930e-01	7.923674126697e-01	2.218369508832e+02	3.872793602787e+02	3.312312276927e+02	3.767245153975e+02	13	6.441205208468e+00	2.520131274294e+00	6.199214743513e+00	6.552990425666e+00
18057	0	11	4.908626200000e-02	2.542042400000e+01	1.870474630000e+00	1.416044066225e+00	2.390518652702e+00	1.041392685158e+00	6.073848318928e-01	3.926151681072e-01	4.610096689667e-01	8.000131252699e-01	2.438371404530e-01	-4.293981264948e-01	3.863453079090e-01	9.694771867086e-01	9.667319324137e-01	8.188493291161e-01	1.831094340656e+00	5.214710874253e-01	3.926151681072e-01	8.939144219045e-01	1.488713836169e+02	2.457642183291e+02	3.193694165447e+02	3.505424494820e+02	11	5.983061236245e+00	2.504293324884e+00	5.765353808281e+00	6.063955820580e+00
18404	0	11	5.191980400000e-02	1.722662000000e+01	3.810738640000e+00	1.271388031352e+00	2.634571601148e+00	1.041392685158e+00	5.716116031983e-01	4.283883968017e-01	5.074545607570e-01	5.865023733321e-01	7.732283719059e-01	-4.125558870875e-01	3.846979880616e-01	8.941194805643e-01	2.409254606851e-01	9.288550954951e-01	2.045339982488e+00	6.748828410835e-01	4.283883968017e-01	8.591616742512e-01	3.014986874465e+02	4.310936255762e+02	3.938317692594e+02	4.627017824617e+02	11	6.553805062763e+00	2.595310746483e+00	6.398518887425e+00	6.693785914859e+00
18743	1	16	3.522372200000e-02	2.531609000000e+01	2.742138750000e+00	1.431322102060e+00	2.471362339817e+00	1.204119982656e+00	4.786649003483e-01	5.213350996517e-01	6.271803068207e-01	1.435418368094e-01	4.871304322136e-01	8.028177535951e-02	-1.032708732337e-01	1.243666696920e+00	9.057016551012e-01	6.205960119076e-01	2.034064274644e+00	7.275339044823e-01	5.213350996517e-01	7.650562389737e-01	2.863156171573e+02	2.960481420176e+02	4.159715295738e+02	3.750784514985e+02	16	6.278167452029e+00	2.619063607136e+00	6.263650149581e+00	6.188284466490e+00
19278	2	152	5.428009000000e-03	4.538102000000e+01	4.340431680000e+00	1.757437793462e+00	2.907354059030e+00	2.181843587945e+00	7.560325233409e-01	2.439674766591e-01	2.726004483231e-01	2.096844856871e-01	2.416052059977e-01	1.206796973753e-01	-1.508904071979e-01	2.650007817046e-01	4.494102561892e-01	2.926785731742e-01	1.735405341388e+00	4.704111415545e-01	2.439674766591e-01	8.998629049313e-01	6.685150044469e+02	8.078933977808e+02	5.983774913553e+02	6.094368145628e+02	152	6.703866762941e+00	2.776975248687e+00	6.621623863116e+00	6.719773636225e+00
19279	2	81	8.440391000000e-03	3.207485800000e+01	2.665227450000e+00	1.580417455206e+00	2.599113785344e+00	1.908485018879e+00	5.631403908544e-01	4.368596091456e-01	5.184563435723e-01	1.059045643240e-01	2.861447255721e-01	-2.689154158865e-01	3.225135832117e-01	1.913314492842e-01	8.372226301938e-01	3.087647496977e-01	2.067569703563e+00	4.781170377066e-01	4.368596091456e-01	9.166253716509e-01	2.278404740008e+02	3.972956274627e+02	3.502943438985e+02	3.466938998273e+02	81	6.107562580031e+00	2.544433124947e+00	5.866079670154e+00	6.098588730528e+00
19709	0	14	4.324153900000e-02	1.878710600000e+01	2.492659470000e+00	1.312636593723e+00	2.589745764443e+00	1.146128035678e+00	4.396871237010e-01	5.603128762990e-01	6.759896850625e-01	3.993450093873e-01	8.055543620787e-01	4.485986578048e-02	-4.760108508753e-02	1.060204479181e+00	9.662135081036e-01	1.183043775849e+00	1.934144150552e+00	7.399662789816e-01	5.603128762990e-01	8.724445134233e-01	3.502209999962e+02	3.888174650021e+02	4.449769445783e+02	4.031616921014e+02	14	6.573784189976e+00	2.648337509628e+00	6.528380609283e+00	6.488067689324e+00
19711	0	12	4.133255000000e-02	6.800170000000e+00	3.840219790000e+00	1.347220500744e+00	2.482886554770e+00	1.079181246048e+00	5.124774430033e-01	4.875225569967e-01	5.839913852521e-01	4.084863672524e-01	7.125045315902e-01	-1.742937237700e-01	1.928919992783e-01	6.872254338158e-01	9.791891891366e-01	6.709674015221e-01	2.102191998827e+00	6.748655660099e-01	4.875225569967e-01	9.241226221122e-01	2.160342251536e+02	3.040090797654e+02	2.776576982976e+02	2.130303690642e+02	12	6.022685492351e+00	2.443509719162e+00	5.874321497147e+00	5.792549093550e+00
19907	1	22	3.665542300000e-02	2.272288200000e+01	5.111348990000e+00	1.407501886100e+00	2.573464301488e+00	1.342422680822e+00	6.512233024553e-01	3.487766975447e-01	4.044038555102e-01	4.150215695306e-01	7.477759020688e-01	3.066584262934e-01	-3.902242539005e-01	6.887943245480e-01	8.552036971619e-01	7.374241471619e-01	2.246740843218e+00	6.121451704516e-01	3.487766975447e-01	8.694749509817e-01	2.071988431242e+02	3.745107614125e+02	4.162154365591e+02	4.525170810437e+02	22	6.404598781882e+00	2.619318183247e+00	6.147521806631e+00	6.477232369489e+00
21675	1	18	4.680581400000e-02	2.791801000000e+01	6.310523310000e+00	1.474100679729e+00	2.449130477357e+00	1.255272505103e+00	7.849737616704e-01	2.150262383296e-01	2.374830090135e-01	3.686980882075e-01	3.689564408565e-01	-4.260508980808e-01	5.270957461236e-01	4.517510218644e-01	8.295907646573e-01	3.754607406109e-01	2.489145990309e+00	7.165534178959e-01	2.150262383296e-01	8.467948758128e-01	1.770345917262e+02	2.812745751350e+02	3.074128613167e+02	2.271725722033e+02	18	5.950473864112e+00	2.487722033242e+00	5.749401520507e+00	5.687741588503e+00
22140	0	12	2.417079800000e-02	1.738948000000e+01	3.144340060000e+00	1.255531990903e+00	2.453945393043e+00	1.079181246048e+00	3.174812305237e-01	6.825187694763e-01	8.168698205850e-01	3.443392117317e-01	8.652844468810e-01	3.178210619192e-01	-3.566224954116e-01	1.226175066679e-01	1.452496693809e-01	9.251378551786e-01	1.753856554394e+00	7.080003720333e-01	6.825187694763e-01	8.867363511315e-01	1.563800588198e+02	2.844103475457e+02	2.860910900694e+02	3.345979750363e+02	12	6.111422067111e+00	2.456504332486e+00	5.851658046215e+00	6.247460018769e+00
23212	1	24	5.332109200000e-02	4.116530700000e+01	2.822310190000e+00	1.618842390441e+00	2.720282578286e+00	1.380211241712e+00	5.632768165149e-01	4.367231834851e-01	5.182792024879e-01	3.706801712096e-01	5.783129694127e-01	2.135799776392e-01	-2.750042877947e-01	6.724472364043e-01	3.032798315556e-02	5.075712615944e-01	1.704847969578e+00	5.942157694913e-01	4.367231834851e-01	8.478421180327e-01	4.544668185923e+02	5.251490428750e+02	4.835506244705e+02	4.743457868925e+02	24	6.470324084817e+00	2.684441948486e+00	6.407543686656e+00	6.453630282964e+00
24446	2	29	2.840571300000e-02	2.983505600000e+01	5.077250150000e+00	1.521314381940e+00	2.614227021078e+00	1.462397997899e+00	6.852199273026e-01	3.147800726974e-01	3.609827422765e-01	4.360588206916e-01	7.600867224080e-01	-3.368707228209e-02	4.277105226433e-02	5.862823689605e-01	6.043959628172e-01	9.346430401394e-01	2.050257305132e+00	5.861287482036e-01	3.147800726974e-01	8.577347817205e-01	2.704807789923e+02	4.113646997818e+02	3.598949265963e+02	3.741473029482e+02	29	6.205264088116e+00	2.556175724489e+00	6.023173475578e+00	6.238997877029e+00
25126	0	12	5.972761700000e-02	2.215252300000e+01	2.301283110000e+00	1.345423921513e+00	2.477082720923e+00	1.079181246048e+00	9.275743353184e-01	7.242566468164e-02	7.504100818808e-02	5.854718526980e-01	3.324087400818e-01	-5.559540014583e-01	6.435145583329e-01	1.073205002801e+00	9.852323126980e-01	9.876673135935e-01	2.227299822561e+00	7.196154983404e-01	7.242566468164e-02	8.425461741537e-01	1.645407159787e+02	2.999733829773e+02	6.041542029043e+02	4.628953282466e+02	12	6.693954401564e+00	2.781147801077e+00	6.433145063393e+00	6.462624394819e+00
25461	1	15	5.848080400000e-02	3.384897500000e+01	3.374096440000e+00	1.529545714558e+00	2.339447462166e+00	1.176091259056e+00	5.404416908957e-01	4.595583091043e-01	5.478951003040e-01	3.171568928351e-01	1.088251322372e-01	-2.551699972723e-01	2.873200878382e-01	2.560325676868e-01	9.751195483962e-01	2.668378149232e-01	1.964472823028e+00	6.133366350103e-01	4.595583091043e-01	8.361250099462e-01	2.308674214967e+02	2.184979980443e+02	3.855426848165e+02	3.035819747648e+02	15	5.982046682312e+00	2.586072467352e+00	6.005961872585e+00	5.774453710957e+00
25511	0	11	4.963388200000e-02	1.120634500000e+01	2.008113570000e+00	1.172152058351e+00	2.494252047277e+00	1.041392685158e+00	7.661135714180e-01	2.338864285820e-01	2.602950316442e-01	3.986369919637e-01	6.293802353107e-01	1.882446929359e-01	-2.414435821731e-01	9.178597859747e-01	9.286515788408e-01	8.868524560377e-01	2.369657089311e+00	6.464343241392e-01	2.338864285820e-01	8.858360966031e-01	2.083786375269e+02	3.120700189147e+02	3.018324766350e+02	2.597788122441e+02	11	6.281631923454e+00	2.479765967264e+00	6.106233070268e+00	6.151307442518e+00
27432	1	18	4.657779300000e-02	2.235211600000e+01	4.859033780000e+00	1.382296450908e+00	2.720609880443e+00	1.255272505103e+00	5.028740527718e-01	4.971259472282e-01	5.963191269650e-01	3.056718175362e-01	5.839758173255e-01	5.131862450002e-01	-5.908008190444e-01	1.490069558006e+00	9.842425900604e-01	1.339035854833e+00	1.430737867134e+00	4.502655257218e-01	4.971259472282e-01	8.805384840423e-01	5.241487693594e+02	5.255449659330e+02	3.415061356767e+02	3.817669539920e+02	18	6.405110451230e+00	2.533398510848e+00	6.403955141248e+00	6.501910095250e+00
28145	1	21	4.608946000000e-02	2.931438500000e+01	4.836234140000e+00	1.488779788717e+00	2.578430655595e+00	1.322219294734e+00	8.897278834604e-01	1.102721165396e-01	1.163108207997e-01	4.601250713282e-01	1.388327340021e-01	-3.238976982369e-01	4.101356758924e-01	4.191596216678e-01	6.896309445300e-01	5.367590002630e-01	2.112340664273e+00	5.899888679831e-01	1.102721165396e-01	8.786645108964e-01	2.428949607407e+02	3.788180425149e+02	3.123873902590e+02	3.124895655952e+02	21	6.079037856780e+00	2.494693494951e+00	5.886025705923e+00	6.079321907486e+00
28674	1	21	3.606473900000e-02	2.447233800000e+01	4.741337140000e+00	1.431995444294e+00	2.460794906706e+00	1.322219294734e+00	7.608143651935e-01	2.391856348065e-01	2.667540107318e-01	2.020282381220e-01	4.814536162218e-01	-3.120227261219e-01	3.976573206361e-01	5.273102950265e-01	4.187381386209e-01	4.010087864783e-01	2.121511537959e+00	5.145650736836e-01	2.391856348065e-01	8.915980492212e-01	2.077864535498e+02	2.889315096218e+02	2.796167880589e+02	2.468837857242e+02	21	5.921925947794e+00	2.446563242690e+00	5.778748271795e+00	5.813784598925e+00
30771	1	20	3.572140200000e-02	1.508884900000e+01	1.038830490000e+00	1.238121156788e+00	2.456444811985e+00	1.301029995664e+00	2.692919849748e-01	7.307080150252e-01	8.647702668623e-01	3.121637432186e-01	6.671953119022e-01	7.294813187930e-02	-6.435718370449e-02	5.431897186062e-01	5.820819105606e-02	1.024293121857e+00	1.466899903450e+00	6.396925405868e-01	7.307080150252e-01	7.390470649641e-01	2.641592839485e+02	2.860518836809e+02	2.687118959681e+02	2.539192406338e+02	20	6.076897441647e+00	2.429286893225e+00	6.042318508349e+00	6.027714876436e+00
32232	0	10	3.857164900000e-02	1.724270500000e+01	2.893711550000e+00	1.263464210178e+00	2.462557575453e+00	1.000000000000e+00	4.553160719771e-01	5.446839280229e-01	6.565716221837e-01	5.489569931408e-01	6.619524458757e-01	-1.015377309896e-01	1.118006937059e-01	1.320816801754e+00	9.183146557297e-01	8.724775935542e-01	1.837249380070e+00	6.963453873857e-01	5.446839280229e-01	8.564827009503e-01	2.870812073018e+02	2.901065774391e+02	2.975983361653e+02	9.059462333762e+01	10	6.146354362865e+00	2.473630498795e+00	6.141801551374e+00	5.113298212635e+00
33075	1	16	5.083647300000e-02	2.562536500000e+01	5.290471580000e+00	1.408669636372e+00	2.595065296189e+00	1.204119982656e+00	8.339712863384e-01	1.660287136616e-01	1.795874006188e-01	6.672329269069e-01	5.281974419831e-01	-6.211827188565e-01	7.451620229833e-01	7.240991154757e-01	3.254523034907e-01	7.671207166577e-01	1.732072695378e+00	6.960639981771e-01	1.660287136616e-01	8.564527671548e-01	3.024060857562e+02	3.936092501706e+02	3.128574734726e+02	2.492887869050e+02	16	6.177088727360e+00	2.495346533771e+00	6.062613958026e+00	5.979801148275e+00
33616	0	11	4.965705900000e-02	1.271383800000e+01	2.295402440000e+00	1.153386759059e+00	2.536261395280e+00	1.041392685158e+00	4.979953304817e-01	5.020046695183e-01	6.025649382843e-01	3.130395654846e-01	4.540364220154e-01	3.173983531262e-01	-4.044296105138e-01	1.719383321191e+00	7.031532308157e-01	9.518371054945e-01	1.829403702705e+00	5.524480726422e-01	5.020046695183e-01	8.906903939962e-01	3.070799351055e+02	3.437647924745e+02	4.986712144145e+02	4.610632816799e+02	11	6.778503235173e+00	2.697814299476e+00	6.729493280050e+00	6.710395710420e+00
34125	2	38	3.057690100000e-02	3.511563100000e+01	5.085560610000e+00	1.593219699094e+00	2.522696881265e+00	1.579783596617e+00	7.548386901870e-01	2.451613098130e-01	2.740627061743e-01	2.767913185778e-01	6.890821347772e-02	-1.964562252243e-01	2.480340037956e-01	7.318589344229e-01	9.998160609681e-01	5.312104803185e-01	2.008157395745e+00	5.773669175074e-01	2.451613098130e-01	8.811720103725e-01	3.071517781051e+02	3.331937767654e+02	2.993738916982e+02	2.736483545918e+02	38	5.881905028121e+00	2.476213922975e+00	5.846561180655e+00	5.803862864443e+00
34221	1	17	3.703178200000e-02	1.598255300000e+01	8.567300270000e+00	1.266104401051e+00	2.570038110605e+00	1.230448921378e+00	4.146068980337e-01	5.853931019663e-01	7.066318897545e-01	5.375249900369e-01	5.415763519521e-01	2.984574150013e-02	-3.349160771970e-02	9.860401082735e-01	7.331266784672e-01	6.435852995595e-01	1.648202320007e+00	8.046968604329e-01	5.853931019663e-01	7.549580885599e-01	2.601392799287e+02	3.715678338252e+02	4.001074959522e+02	2.639141617108e+02	17	6.508287085344e+00	2.602176687895e+00	6.353454908513e+00	6.146859099981e+00
34339	0	12	3.157423100000e-02	9.510550000000e+00	3.916784470000e+00	1.052755869672e+00	2.475806910201e+00	1.079181246048e+00	6.467567763494e-01	3.532432236506e-01	4.101445383113e-01	4.247918688064e-01	8.359872128063e-01	-5.104335111918e-01	6.173707741946e-01	1.427895138612e+00	3.848019398658e-01	1.030226923078e+00	1.952482497305e+00	6.346735897541e-01	3.532432236506e-01	7.930804764436e-01	1.884300370057e+02	2.990934554420e+02	3.018282612187e+02	3.006517007189e+02	12	6.382570844189e+00	2.479759901830e+00	6.181914067403e+00	6.379178370318e+00
34962	1	17	5.406521700000e-02	2.263159900000e+01	2.240448730000e+00	1.370067649258e+00	2.362637147161e+00	1.230448921378e+00	5.661296683829e-01	4.338703316171e-01	5.145745982851e-01	4.846148215640e-01	5.081741106203e-01	3.349185319012e-01	-4.126659104644e-01	6.555661151082e-01	5.539638744941e-01	5.379906974056e-01	2.276739898087e+00	6.665126207403e-01	4.338703316171e-01	8.787092791468e-01	8.723589023386e+01	2.304820707411e+02	3.623959323813e+02	2.331791860701e+02	17	6.110936126718e+00	2.559183314407e+00	5.688994176917e+00	5.727949061962e+00
35976	2	36	3.531310000000e-02	3.133730800000e+01	2.288107890000e+00	1.556048243445e+00	2.596181262715e+00	1.556302500767e+00	8.859091185833e-01	1.140908814167e-01	1.205517807880e-01	4.724693958449e-01	3.609106073420e-01	-1.428995701926e-01	1.682320973892e-01	3.755951472294e-01	9.907083092905e-01	5.927479838767e-01	1.934852473455e+00	5.267429992985e-01	1.140908814167e-01	8.604638894184e-01	3.926083794127e+02	3.946219721963e+02	4.406648417374e+02	3.522274966195e+02	36	6.328349823042e+00	2.644108401886e+00	6.326128124806e+00	6.133779531528e+00
37044	0	10	4.527362100000e-02	1.245391900000e+01	5.410326280000e+00	1.130396817043e+00	2.507580093216e+00	1.000000000000e+00	5.190307839588e-01	4.809692160412e-01	5.755562472596e-01	3.515552430525e-01	6.306771482891e-02	-1.484617653130e-01	1.812657443781e-01	1.135994967159e+00	1.448002253156e-01	5.703397213827e-01	1.662435897641e+00	5.841464175087e-01	4.809692160412e-01	8.065902956422e-01	1.921041710187e+02	3.217955938059e+02	4.039523326354e+02	3.155352459238e+02	10	6.589843516816e+00	2.606330120322e+00	6.365800218086e+00	6.375279031893e+00
37920	2	38	2.220202200000e-02	3.396607300000e+01	1.911650190000e+00	1.575539319490e+00	2.630752169300e+00	1.579783596617e+00	5.298987767354e-01	4.701012232646e-01	5.615329309618e-01	5.206488224679e-01	5.092032864458e-01	-9.939517770848e-02	1.274247715946e-01	5.169549214503e-01	1.382150236709e-01	6.123944007427e-01	1.651905278092e+00	6.311628835079e-01	4.701012232646e-01	8.576916389756e-01	3.191611982529e+02	4.273189664488e+02	4.211680249690e+02	4.045052986559e+02	38	6.304123634160e+00	2.624455392175e+00	6.177381551771e+00	6.269061279516e+00
39098	2	32	2.294270000000e-02	1.987488100000e+01	2.320121320000e+00	1.368227344348e+00	2.583629642202e+00	1.505149978320e+00	6.767044495300e-01	3.232955504700e-01	3.718089980379e-01	4.546449201487e-01	1.136930815477e-01	2.250865513848e-01	-2.810235291750e-01	1.174498787646e-01	8.801254621526e-01	4.384123571237e-01	1.973405186316e+00	6.980012059752e-01	3.232955504700e-01	8.817336682477e-01	4.046695996731e+02	3.833801669782e+02	2.938577617150e+02	2.595350907487e+02	32	6.151676630446e+00	2.468137166296e+00	6.175147567999e+00	6.043794468760e+00
39344	2	35	2.775061700000e-02	2.752250700000e+01	3.797863390000e+00	1.486842119569e+00	2.638216153776e+00	1.544068044350e+00	5.729158970472e-01	4.270841029528e-01	5.057603331084e-01	2.422634797256e-01	7.802801255194e-01	-2.382983851406e-01	3.025437346739e-01	4.200232281567e-01	3.206628737563e-01	7.191985753496e-01	1.711883905435e+00	6.018715881702e-01	4.270841029528e-01	8.332518327163e-01	3.675055332619e+02	4.347265391525e+02	3.581308488574e+02	3.883052976521e+02	35	6.259457498412e+00	2.554041732102e+00	6.186505226960e+00	6.329720665546e+00
39345	0	10	2.818129600000e-02	5.563767000000e+00	3.671873240000e+00	8.293529900834e-01	2.523596850414e+00	1.000000000000e+00	5.167279328420e-01	4.832720671580e-01	5.785223015523e-01	3.702731132086e-01	6.739814698226e-01	4.046671827028e-01	-3.971106691565e-01	5.349873132481e-01	6.749879307459e-01	9.740695912905e-01	1.491829223698e+00	6.759391587628e-01	4.832720671580e-01	8.308044006744e-01	3.465011751301e+02	3.338849553195e+02	2.812755113926e+02	1.949093170172e+02	10	6.592507706247e+00	2.449131922958e+00	6.608615567656e+00	6.273909059679e+00
39686	0	11	5.860485900000e-02	1.571123500000e+01	1.680455180000e+00	1.208473067378e+00	2.521845102769e+00	1.041392685158e+00	4.870540971167e-01	5.129459028833e-01	6.165251631765e-01	3.999881220143e-01	5.970278180932e-01	-3.663419215312e-01	3.865058509399e-01	1.113592803089e+00	2.373209362022e-01	6.396842897291e-01	2.014614313759e+00	6.316113041774e-01	5.129459028833e-01	8.154331927846e-01	2.340867058140e+02	3.325409267449e+02	5.078889106743e+02	5.041378500616e+02	11	6.724909496348e+00	2.705768730479e+00	6.572441143647e+00	6.718470645327e+00
39822	1	17	2.298195600000e-02	1.308372000000e+01	2.895018210000e+00	1.166891133024e+00	2.674649742136e+00	1.230448921378e+00	4.763654262156e-01	5.236345737844e-01	6.300927918516e-01	3.785168759242e-01	2.863573819766e-01	-1.902437942671e-02	2.046518499343e-02	6.035991275644e-01	3.836036187228e-01	5.611980931822e-01	1.780998155308e+00	5.664082460369e-01	5.236345737844e-01	8.587465441773e-01	4.972384546415e+02	4.727698170002e+02	3.405701069215e+02	4.520471626345e+02	17	6.572171660494e+00	2.532206525691e+00	6.594086626407e+00	6.818126104413e+00
39933	1	17	3.662417900000e-02	1.645365000000e+01	3.768046860000e+00	1.287523154864e+00	2.735341963490e+00	1.230448921378e+00	3.645435871565e-01	6.354564128435e-01	7.653933053158e-01	2.433706102261e-01	8.603714609057e-01	6.712501152543e-01	-7.865741756034e-01	3.643365511324e-01	3.377455943142e-01	1.021727745783e+00	1.670126528646e+00	7.016080728131e-01	6.354564128435e-01	8.148150493386e-01	3.451468116509e+02	5.436782552738e+02	5.224389482441e+02	5.071882610828e+02	17	6.883889901580e+00	2.718035546477e+00	6.686551803968e+00	6.858157195037e+00
41128	0	12	5.543804900000e-02	1.290968900000e+01	1.897658670000e+00	1.150351421081e+00	2.715637170829e+00	1.079181246048e+00	3.713017831860e-01	6.286982168140e-01	7.576777342181e-01	4.904316303545e-01	9.561360683085e-01	-6.756192643830e-02	7.555499023291e-02	6.809265612768e-01	1.983474073932e-01	8.359624508182e-01	1.526777734367e+00	8.667759922097e-01	6.286982168140e-01	7.750003464505e-01	3.005668672540e+02	5.195617498770e+02	5.700912205127e+02	5.037457480142e+02	12	7.077174455464e+00	2.755944352858e+00	6.839478389422e+00	6.969708536546e+00
41664	1	23	3.519809600000e-02	2.600326800000e+01	3.259126290000e+00	1.449622471574e+00	2.417279231506e+00	1.361727836018e+00	4.082160258563e-01	5.917839741437e-01	7.143244230955e-01	4.782193081726e-01	5.761350654269e-01	2.230718421822e-01	-2.692048864691e-01	3.682626177017e-01	9.789446787117e-01	6.154157101350e-01	1.840571494477e+00	7.006796718084e-01	5.917839741437e-01	8.643455594436e-01	1.872773639490e+02	2.613841394822e+02	2.854317879094e+02	3.017780102692e+02	23	5.878661435716e+00	2.455502337892e+00	5.733867491963e+00	5.927031941437e+00
43128	0	10	3.557649000000e-02	7.264100000000e+00	5.464057050000e+00	9.643086682817e-01	2.520998646491e+00	1.000000000000e+00	2.783677563781e-01	7.216322436219e-01	8.561681168029e-01	1.806222695451e-01	8.565844836539e-01	4.556194102241e-01	-5.509733165856e-01	8.281215163244e-01	4.177553213562e-01	1.015067710078e+00	1.560744193529e+00	9.059193321259e-01	7.216322436219e-01	7.475309559487e-01	2.204614011238e+02	3.318934231822e+02	2.693712449572e+02	2.321714442860e+02	10	6.417392445149e+00	2.430351233470e+00	6.239726361866e+00	6.288307584280e+00
