name,in_void_SDSS,kappa_2phase
PGC3141374,0.0,0.0003466244933241602
PGC3167118,0.0,2.18677110397738e-05
PGC3167828,1.0,1.6768920386993917e-05
PGC3268934,0.0,0.00015080468254178984
PGC3279169,0.0,0.0001235771853186985
PGC3282662,1.0,0.00017340652467772425
PGC3290573,0.0,0.00010742278598479483
PGC3293383,0.0,2.814610192793453e-06
PGC3294859,0.0,8.655845251235576e-05
PGC3296822,1.0,-1.0958267221488676e-06
PGC3301303,0.0,5.531848951327437e-06
PGC3301884,0.0,0.00012887403680186335
PGC3303911,0.0,2.02770341712004e-06
PGC3304453,0.0,1.4755131253447564e-05
PGC3305125,0.0,6.693711134871053e-05
PGC3305717,0.0,0.00015682599367328835
PGC3328634,1.0,4.540150487922656e-05
PGC3329036,0.0,0.0002052709186704269
PGC3329654,0.0,0.00018925816703068048
PGC3329691,0.0,0.00025108652743493164
PGC3331819,0.0,0.0003280590258433113
PGC3344104,0.0,0.00019012042156260105
PGC3344972,1.0,-7.065770112342509e-05
PGC3345028,1.0,-2.3760378348931523e-05
PGC3346311,0.0,-2.7003980094134657e-05
PGC3346565,0.0,0.00011616422143751193
PGC3346577,0.0,5.095081694241549e-05
PGC3346603,1.0,8.894276887589087e-05
PGC3346613,0.0,0.00011939544437386087
PGC3346823,0.0,0.00012983319007956937
PGC3346875,0.0,5.3221182518401486e-05
PGC3346895,0.0,0.00014033688017646133
PGC3347143,0.0,0.0001967012375532202
PGC3347188,0.0,0.00012891973308900754
PGC3347219,0.0,0.00026729569727672775
PGC3347316,0.0,0.00027916739957803427
PGC3347393,1.0,0.0003560459304795062
PGC3347488,1.0,0.0003785280952049311
PGC3347560,0.0,0.00019165391753535557
PGC3347561,0.0,0.00019994100964118572
PGC3348187,0.0,5.6213645152618555e-05
PGC3348218,0.0,5.819136337679976e-05
PGC3348448,0.0,1.8469679666242407e-05
PGC3348470,0.0,2.1744645155630105e-05
PGC3348614,1.0,3.138057604619138e-05
PGC3348768,0.0,-3.141899558245799e-05
PGC3348795,0.0,5.749901279333633e-05
PGC3348807,0.0,-6.054116163755577e-06
PGC3348845,0.0,-5.63938938050131e-06
PGC3348880,1.0,-1.9165003020862037e-05
PGC3349039,0.0,-1.26512277574716e-05
PGC3349058,0.0,-5.540787341012014e-05
PGC3349235,0.0,-8.414346095251707e-06
PGC3349250,1.0,1.7451047207521515e-06
PGC3349262,0.0,5.809727845971648e-06
PGC3349266,1.0,3.3884906767712284e-05
PGC3349421,1.0,-0.00014881127200066474
PGC3349585,1.0,-8.784012295232439e-05
PGC3350983,1.0,0.00031701635257471567
PGC3351081,0.0,0.0001681361353177352
PGC3351089,0.0,0.0002189444203695415
PGC3351385,0.0,8.774092718613146e-05
PGC3351485,0.0,6.455844395256967e-05
PGC3351491,0.0,5.704525860953742e-05
PGC3351547,0.0,9.498137796169206e-05
PGC3351549,0.0,0.00012330199275634548
PGC3351577,0.0,9.033968122582745e-05
PGC3351621,0.0,2.6747442291670648e-05
PGC3351673,0.0,1.9924037889358654e-05
PGC3351931,1.0,-5.29022852586983e-06
PGC3352136,0.0,-4.59077472781328e-05
PGC3352148,0.0,3.4790435254574255e-05
PGC3352932,0.0,-2.4135932974618144e-06
PGC3352953,0.0,2.7574405130059356e-05
PGC3353060,0.0,-5.543442530842724e-05
PGC3353108,0.0,-1.2754485480234274e-05
PGC3353151,0.0,-4.079192854099149e-05
PGC3353403,1.0,-0.00011133207370061089
PGC3353424,0.0,-8.137575825865809e-05
PGC3353437,0.0,-1.1263278239818757e-05
PGC3353596,1.0,-0.00018513760877051535
PGC3353638,1.0,-2.5026632812368205e-05
PGC3353677,0.0,-3.909299029364699e-06
PGC3353688,0.0,-5.8928909844337555e-05
PGC3353690,0.0,-5.971134930002495e-05
PGC3353710,0.0,-4.99170722847672e-05
PGC3353750,0.0,-3.523310266300415e-05
PGC3353789,1.0,-0.00017495693932816347
PGC3353820,0.0,-8.904491355474093e-05
PGC3353824,0.0,-9.788554151755113e-05
PGC3353862,1.0,-6.3453382167676e-05
PGC3353866,1.0,-8.718662461406854e-05
PGC3353883,1.0,-5.230361179719388e-05
PGC3353903,1.0,-7.400904227694199e-05
PGC3353989,1.0,-6.178734610631449e-05
PGC3354059,1.0,-6.876943616012002e-06
PGC3354114,1.0,-3.513016387671892e-05
PGC3354161,1.0,-3.229885479332403e-06
PGC3354230,1.0,3.5396851388975675e-05
PGC3354252,1.0,3.1432524617931996e-06
PGC3354257,1.0,1.782984728988226e-05
PGC3354271,0.0,1.5595042619172062e-05
PGC3354307,0.0,1.990058947063847e-05
PGC3354617,0.0,3.0704183071653055e-05
PGC3354752,0.0,1.4496687825963815e-05
PGC3354765,0.0,3.883478978958975e-05
PGC3354814,0.0,8.114420231955088e-06
PGC3354821,0.0,3.068687970169594e-06
PGC3354876,0.0,-2.920882077925259e-05
PGC3354878,0.0,4.756250567399768e-05
PGC3354893,0.0,-2.7879421809499146e-05
PGC3355034,1.0,8.036263466484219e-06
PGC3355114,0.0,3.5899690936485255e-05
PGC3355159,1.0,1.3535037594725237e-05
PGC3355163,1.0,4.323411781196124e-05
PGC3355181,0.0,-3.1422049454453206e-05
PGC3355208,0.0,-3.1547050407762824e-05
PGC3355253,0.0,-2.6004916881116743e-05
PGC3355283,0.0,-6.764033089333961e-06
PGC3355289,0.0,3.3474486887236276e-05
PGC3355411,1.0,5.400687871950888e-06
PGC3355414,0.0,1.3123476875613125e-05
PGC3355420,1.0,7.252607104556711e-06
PGC3355553,0.0,2.773666317107056e-05
PGC3355567,0.0,-1.6946390039180627e-05
PGC3355606,0.0,3.848919571518351e-05
PGC3355700,1.0,4.328836812068951e-06
PGC3355714,0.0,-3.2285030965062e-05
PGC3355757,0.0,3.7518136032787095e-05
PGC3355813,1.0,4.609328036101515e-05
PGC3355884,0.0,-2.8460905545893684e-05
PGC3355891,1.0,5.287437191390954e-05
PGC3355940,1.0,-7.708541124416719e-06
PGC3355941,0.0,-5.775034341549421e-05
PGC3355946,1.0,9.570589498616249e-06
PGC3356040,1.0,5.1062556858938837e-05
PGC3356075,0.0,5.686446890498798e-05
PGC3356107,0.0,5.821109707386222e-05
PGC3356122,0.0,7.514384321076611e-05
PGC3356198,0.0,6.365515864903491e-05
PGC3356256,0.0,4.343815331112733e-05
PGC3356259,1.0,5.470455914388731e-05
PGC3356337,0.0,-1.3760247567946216e-06
PGC3356352,0.0,3.6918125037430416e-05
PGC3356366,0.0,2.5681765638904053e-05
PGC3356395,0.0,0.0001670311360349075
PGC3356409,0.0,2.6004156671729664e-05
PGC3356413,0.0,7.847115575290874e-05
PGC3356551,1.0,1.109975068945777e-05
PGC3356619,0.0,4.362503025768594e-05
PGC3356659,0.0,-2.749560575066581e-05
PGC3356877,1.0,1.2723183334440507e-06
PGC3356923,0.0,4.7260983196718585e-05
PGC3356964,1.0,3.19922338464466e-05
PGC3357033,1.0,2.6136922764564146e-05
PGC3357051,0.0,3.2560373182660575e-05
PGC3357063,0.0,2.884653501229728e-05
PGC3357078,1.0,2.915741740653495e-05
PGC3357119,1.0,9.943199362446678e-06
PGC3357162,1.0,2.9141162676657058e-05
PGC3357170,0.0,0.00010493426169050354
PGC3357176,0.0,9.212437075341636e-05
PGC3357235,1.0,4.0568309186429316e-05
PGC3357269,1.0,4.256111047913553e-05
PGC3357384,0.0,0.00011195715696185027
PGC3357406,0.0,0.00012950828911092912
PGC3357409,0.0,9.079703369806737e-05
PGC3357433,0.0,0.0001293610344361894
PGC3357438,1.0,3.619609224265724e-05
PGC3357444,0.0,0.00011858709514035991
PGC3357545,0.0,3.4171593784940496e-05
PGC3357606,0.0,9.333304302946704e-05
PGC3357611,0.0,8.137863636865479e-05
PGC3357618,0.0,2.8502304480143415e-05
PGC3357749,1.0,3.8345324479879746e-05
PGC3357757,0.0,0.00013608643216265521
PGC3357840,1.0,0.00016713690739791093
PGC3357902,1.0,3.6722331218934575e-05
PGC3357907,0.0,2.8269899571120404e-05
PGC3357948,0.0,0.00015465626797777694
PGC3357986,0.0,6.117594838717735e-05
PGC3358073,0.0,0.0001439178494648883
PGC3358100,0.0,0.00014513138894704016
PGC3358142,0.0,0.00015476794034846816
PGC3358144,1.0,0.00014666983855514192
PGC3358275,1.0,4.948655297676107e-05
PGC3358307,0.0,0.00018735925511288577
PGC3358371,0.0,8.824740911108064e-05
PGC3358441,1.0,0.0001875309355475053
PGC3358516,0.0,5.147491634789371e-05
PGC3358546,1.0,0.00019555419310025176
PGC3358552,1.0,0.00017779558239441523
PGC3358561,0.0,5.565210002672965e-05
PGC3358613,1.0,0.00014611176487339887
PGC3358712,0.0,0.00015494019709506374
PGC3358773,1.0,8.233840259064361e-05
PGC3358823,1.0,0.00022419667026555968
PGC3358857,0.0,5.786786446058712e-05
PGC3358874,0.0,0.00011103825241861427
PGC3358877,0.0,0.00020785894519438115
PGC3359009,0.0,0.0002484807126729365
PGC3359113,0.0,7.967890668869086e-05
PGC3359133,0.0,0.00018869540075475326
PGC3359161,0.0,0.00010602321646289104
PGC3359222,0.0,4.0210015472265955e-05
PGC3359228,1.0,0.00022796265498624426
PGC3359321,0.0,0.0002077405391922113
PGC3359344,0.0,6.391017353326435e-05
PGC3360720,1.0,1.6941495729195424e-05
PGC3360822,1.0,4.711366637208196e-06
PGC3360876,1.0,-0.00015347267660599853
PGC3361098,0.0,2.0909339274214052e-05
PGC3361103,0.0,4.43654446893139e-05
PGC3361106,0.0,5.113609979271815e-05
PGC3361368,0.0,0.00011456141799862946
PGC3361443,1.0,9.987691074519733e-05
PGC3361503,0.0,0.00026936565400994134
PGC3361528,0.0,0.0002729572896874914
PGC3361612,1.0,0.0001757558018051656
PGC3361691,1.0,0.00015853024340680425
PGC3361729,0.0,0.0001668272569092467
PGC3361767,0.0,0.00011242033809881964
PGC3361895,1.0,9.70827032939714e-05
PGC3361935,0.0,0.00015524418145932933
PGC3361947,0.0,0.00010374040935455861
PGC3362001,1.0,0.00015048109145239324
PGC3362452,1.0,6.26736046779535e-05
PGC3362506,1.0,5.0158656258812405e-05
PGC3362525,0.0,8.411802292019678e-05
PGC3362528,1.0,7.923248809641565e-05
PGC3362547,0.0,7.55362104433039e-05
PGC3362590,0.0,0.00010742576979877176
PGC3362758,1.0,0.00012433813103840738
PGC3362770,0.0,5.223955302777206e-05
PGC3362879,0.0,3.371602911855859e-05
PGC3363269,0.0,9.225013821875402e-05
PGC3363534,1.0,3.407513791518949e-05
PGC3363583,0.0,7.274019753284671e-05
PGC3363823,0.0,0.00013785701058499563
PGC3364011,0.0,0.00016876514445368683
PGC3364168,0.0,0.00013320862023741002
PGC3364178,1.0,7.409021911121156e-05
PGC3364187,0.0,7.065309261956756e-05
PGC3364506,1.0,0.00014367717628554645
PGC3364650,0.0,0.00018232293343819225
PGC3364919,0.0,4.7864668253392564e-05
PGC3364920,1.0,1.5185036974547433e-05
PGC3364974,1.0,3.15606653182282e-05
PGC3365022,1.0,3.561027963343614e-05
PGC3365080,1.0,5.661043214362011e-05
PGC3365084,0.0,8.517414624605439e-05
PGC3365223,1.0,0.0002589317788879688
PGC3365235,0.0,8.524194912943326e-05
PGC3365256,1.0,0.0001620201575726546
PGC3365304,0.0,0.0002298505555285427
PGC3365639,1.0,0.00015500273823123304
PGC3366239,0.0,3.384989453703787e-06
PGC3378225,0.0,7.522434315375908e-05
PGC3378337,1.0,3.023003140704203e-05
PGC3378393,1.0,0.00020546125621366323
PGC3378743,0.0,9.613961299169687e-05
PGC3378776,1.0,0.00014065979316409344
PGC3378836,0.0,8.887633696562219e-05
PGC3378857,1.0,2.404031040659821e-06
PGC3379079,1.0,-2.8779326988498215e-05
PGC3379126,0.0,4.4592803187460594e-05
PGC3379152,1.0,-7.0066163141137985e-06
PGC3379178,1.0,3.563023296632755e-05
PGC3379222,0.0,3.478037094387546e-05
PGC3379647,0.0,1.2557672304152446e-06
PGC3379798,1.0,7.904611001897592e-06
PGC3379811,0.0,-0.00018874139084891115
PGC3379822,0.0,-1.1713112091950916e-05
PGC3379976,1.0,-0.00017923384455177468
PGC3379994,1.0,-0.00016834885855104888
PGC3380024,1.0,-0.00023992338800330986
PGC3380060,0.0,-1.4570028074647173e-05
PGC3380126,0.0,-5.098982448557728e-05
PGC3380235,1.0,-0.00014341413637616169
PGC3380312,0.0,-2.0199261668892545e-05
PGC3380467,1.0,-0.00017074416850145835
PGC3380685,1.0,-3.385653609724961e-05
PGC3380697,1.0,-3.1660175644752356e-05
PGC3380733,0.0,-2.1205435206862733e-05
PGC3380822,0.0,-7.553851485942451e-07
PGC3380943,0.0,-3.3627118340384314e-05
PGC3380950,1.0,1.4975677602456255e-05
PGC3380953,0.0,9.73183284845021e-06
PGC3380977,1.0,1.1597623467981809e-05
PGC3380979,1.0,-1.6254791283805332e-05
PGC3380980,0.0,-5.416625478011667e-05
PGC3380991,1.0,-1.4372448382174577e-05
PGC3381019,0.0,1.0979191560331747e-07
PGC3381081,0.0,2.0162959406141417e-05
PGC3381128,0.0,1.4309494491828303e-05
PGC3381271,0.0,5.649239094455049e-05
PGC3381375,0.0,6.087861759693139e-05
PGC3381405,0.0,5.925760320916693e-05
PGC3381470,0.0,1.790898094765393e-06
PGC3381478,1.0,2.2468200672400506e-05
PGC3381479,0.0,7.654194069902127e-05
PGC3381597,0.0,2.854841913480928e-05
PGC3381833,1.0,-2.6150621140719966e-05
PGC3381834,1.0,-1.1603622467537329e-05
PGC3382051,1.0,-0.00013252223119759768
PGC3382069,1.0,-0.0001835776012558649
PGC3382152,1.0,-0.00010709026338056812
PGC3382253,1.0,-0.00017854316603182238
PGC3382259,0.0,-0.00015487613649915624
PGC3382264,1.0,-0.00017891949598985022
PGC3382302,1.0,-7.754510446867823e-06
PGC3382340,1.0,-2.1089894339922e-05
PGC3382359,1.0,-0.00012315103766865745
PGC3382365,1.0,-9.722780028002914e-05
PGC3382400,1.0,6.963279120697594e-06
PGC3382407,0.0,-0.00017322302071405546
PGC3382523,0.0,5.763216763826637e-07
PGC3382610,0.0,-0.0001718303799843424
PGC3382920,0.0,3.368082482793371e-05
PGC3382978,1.0,2.989883652658842e-05
PGC3383051,0.0,9.571817789694743e-06
PGC3383080,1.0,8.101416551207154e-05
PGC3383120,1.0,4.624630350846697e-06
PGC3383422,0.0,5.826121366297743e-05
PGC3383440,1.0,1.4867306139274948e-05
PGC3383446,1.0,6.177315909263115e-05
PGC3383461,0.0,6.971299557874935e-05
PGC3383543,0.0,8.881315001862162e-05
PGC3383590,1.0,9.60677680436825e-05
PGC3383611,1.0,8.6764200797881e-05
PGC3383734,0.0,9.380710837484284e-05
PGC3383789,1.0,4.1984356616503014e-05
PGC3383816,1.0,2.0044632790082564e-05
PGC3383935,0.0,9.633945353797576e-05
PGC3384001,1.0,0.00012056836764176272
PGC3384006,0.0,0.00013047800594947158
PGC3384030,0.0,0.00011473871514424994
PGC3384073,1.0,0.00011013602943503604
PGC3384108,0.0,0.000120725910114894
PGC3384158,0.0,8.876543243122983e-05
PGC3384275,1.0,9.852443470167604e-05
PGC3384285,0.0,1.5120100175532374e-05
PGC3384333,0.0,0.00014785582873343847
PGC3384383,0.0,0.0001094140267706133
PGC3384419,1.0,0.00011881394803171738
PGC3384450,1.0,9.910675158260005e-05
PGC3384586,1.0,0.00013901023585459701
PGC3384789,1.0,7.310707374295113e-05
PGC3384818,0.0,9.023972842471585e-05
PGC3384883,0.0,0.00011589875255956444
PGC3384885,0.0,0.00010732348550785125
PGC3384908,0.0,0.00011500708127102991
PGC3385007,0.0,0.00011839124724863141
PGC3385021,0.0,0.00011095345111609022
PGC3385081,0.0,3.609603789672859e-05
PGC3385084,1.0,5.5609834186723125e-05
PGC3385085,0.0,5.083197537038525e-05
PGC3385172,1.0,9.630599821624474e-05
PGC3385217,0.0,1.8537729888292742e-05
PGC3385219,0.0,2.9065775625798204e-05
PGC3385260,0.0,1.9982619609214955e-05
PGC3385272,0.0,4.922831254043632e-05
PGC3385288,1.0,0.00010970265499205045
PGC3385315,1.0,3.567238525312438e-05
PGC3385396,0.0,1.9290049377089728e-05
PGC3385410,1.0,6.771427187810949e-05
PGC3385497,0.0,0.00013979031235878157
PGC3385502,1.0,4.4067316757820775e-05
PGC3385517,1.0,3.710633961684139e-05
PGC3385609,0.0,6.699800309281166e-05
PGC3385667,1.0,5.391025006308569e-05
PGC3385672,0.0,5.651370384379251e-05
PGC3385718,0.0,5.447261433805834e-05
PGC3385720,0.0,4.440957544742872e-05
PGC3385755,0.0,4.064530192508546e-05
PGC3385862,0.0,5.6849679807567285e-05
PGC3385888,0.0,0.00013756778483304516
PGC3386096,1.0,9.124084167029261e-05
PGC3386099,0.0,7.010725556989241e-05
PGC3386192,0.0,0.00010381071374627601
PGC3386244,0.0,9.420496918878354e-05
PGC3386300,0.0,6.964430596918013e-05
PGC3386386,0.0,6.302496256631941e-05
PGC3386470,0.0,6.071171797223437e-05
PGC3386518,0.0,0.00010717963641155762
PGC3386573,1.0,4.892438035784488e-05
PGC3386578,0.0,9.735252284796977e-05
PGC3386622,0.0,3.895084801083298e-05
PGC3386690,0.0,9.150756099079606e-05
PGC3386744,1.0,3.581176533332898e-05
PGC3386822,1.0,0.00010356148431534685
PGC3387019,0.0,9.793434082657218e-05
PGC3387047,1.0,8.588960435785582e-05
PGC3387141,0.0,0.00012643090611517236
PGC3387256,0.0,0.00010688452258044798
PGC3387323,0.0,6.143411583841263e-05
PGC3387361,1.0,6.778158973386535e-05
PGC3387406,1.0,6.418124945551629e-05
PGC3387443,1.0,7.183669489736915e-05
PGC3387445,1.0,8.211279922179003e-05
PGC3387483,1.0,0.00011191567892497344
PGC3387553,0.0,5.1959140054723036e-05
PGC3387709,1.0,6.539628001073931e-05
PGC3387740,1.0,5.815189555975192e-05
PGC3387750,1.0,-5.829425043908487e-05
PGC3387758,1.0,3.0762726248321465e-05
PGC3387861,0.0,2.4865641814573188e-05
PGC3387923,1.0,4.5333315904570746e-05
PGC3388043,0.0,1.778490027604965e-05
PGC3388060,1.0,1.9361485234561543e-05
PGC3388098,1.0,-4.575611107735069e-05
PGC3388235,0.0,1.81150405210085e-05
PGC3388288,1.0,-1.1667964679036956e-05
PGC3388291,1.0,-7.157536811112808e-06
PGC3388350,0.0,-0.0001057543575753409
PGC3388582,0.0,-2.933074365802348e-06
PGC3388595,0.0,-4.438372944546095e-06
PGC3388621,1.0,-5.128833508748178e-05
PGC3388653,0.0,-1.3663900610568687e-05
PGC3388793,0.0,-1.983368900914513e-06
PGC3388876,1.0,5.35865567484271e-06
PGC3388985,1.0,-1.7859740679378768e-05
PGC3389021,1.0,1.220440833345755e-05
PGC3389045,1.0,-1.622714657903039e-05
PGC3389049,1.0,-9.915607814425197e-06
PGC3389050,1.0,-8.562869825989161e-05
PGC3389085,0.0,1.3371184534628109e-05
PGC3389165,1.0,4.527542030035778e-05
PGC3389177,1.0,3.728069972177996e-05
PGC3389199,0.0,2.504939741052136e-05
PGC3389253,0.0,3.326118503814926e-05
PGC3389316,0.0,-0.00013390696425221214
PGC3389406,1.0,5.449990904008105e-06
PGC3389409,0.0,-2.3497275622344415e-05
PGC3389411,1.0,-4.0322342565125556e-05
PGC3389456,0.0,-0.0001309638738662593
PGC3389481,1.0,-0.00012781932419141985
PGC3389515,0.0,-0.00012514415477033332
PGC3389540,0.0,-0.00012505676365726434
PGC3389559,0.0,-7.403955586565281e-05
PGC3389567,0.0,-0.00011732627495874924
PGC3389585,0.0,-5.643227438194765e-05
PGC3389644,0.0,-7.181258700784932e-05
PGC3389714,0.0,-0.0001343033538372889
PGC3389884,0.0,-6.874723668540958e-05
PGC3389899,0.0,-5.755686137221983e-05
PGC3389916,0.0,-2.128763710616236e-05
PGC3389926,0.0,-4.756237913953682e-05
PGC3389956,0.0,-1.783202365390567e-05
PGC3389971,0.0,-4.12957887605714e-05
PGC3389972,0.0,-4.975675286664736e-05
PGC3389979,0.0,-3.790554704061111e-05
PGC3390024,0.0,-4.6846160866355134e-05
PGC3390060,0.0,-5.35531444960411e-05
PGC3390065,0.0,-6.481047594374784e-05
PGC3390089,0.0,-2.5403997179158393e-05
PGC3390136,0.0,-3.943686150223916e-05
PGC3390176,0.0,-6.482388735942909e-05
PGC3390243,0.0,-3.725834432613315e-05
PGC3390348,0.0,-7.290055667505589e-05
PGC3390359,0.0,-2.8388530711791726e-05
PGC3390375,0.0,-8.692269052031895e-05
PGC3390432,0.0,-8.437497203167724e-05
PGC3390530,1.0,-0.00014336281657532555
PGC3390542,1.0,-0.00014047500868047687
PGC3390582,0.0,-9.827615871028377e-05
PGC3390594,0.0,-9.468369753195155e-05
PGC3390601,0.0,-7.418604544664925e-05
PGC3390674,0.0,-3.812761617167077e-05
PGC3390695,0.0,-1.2840916521373895e-05
PGC3390705,0.0,-0.00011759050514924998
PGC3390788,0.0,-0.00014688026807216787
PGC3390807,0.0,-0.00012769934017005323
PGC3390820,1.0,-0.00010760873082802295
PGC3390852,0.0,-0.0001424347490551372
PGC3390959,0.0,-8.988296649490706e-05
PGC3391004,0.0,-0.00018771013153906163
PGC3391180,1.0,-8.888586280139424e-05
PGC3391267,1.0,6.372958208651517e-06
PGC3391592,1.0,-0.0002485094646272914
PGC3391671,1.0,-0.00023858138663457006
PGC3391888,1.0,5.399519865526667e-05
PGC3392021,0.0,7.297111488636675e-05
PGC3392173,0.0,1.8425626668735097e-05
PGC3392213,0.0,-3.1002925357483394e-05
PGC3392357,0.0,1.975293854301647e-05
PGC3392358,0.0,-4.202861320694229e-05
PGC3392416,0.0,6.1614026719816486e-06
PGC3392446,0.0,-6.365930025597566e-05
PGC3392447,0.0,1.297155170492535e-05
PGC3392509,0.0,1.6094239147450133e-05
PGC3392603,0.0,-5.629610499222376e-05
PGC3392607,0.0,3.0731593259571784e-06
PGC3392632,0.0,-5.4167809632204546e-05
PGC3392787,0.0,-2.9794088145920118e-05
PGC3392887,0.0,2.1605041206111817e-06
PGC3392903,1.0,-2.628375695762643e-05
PGC3392987,0.0,2.3182497540164317e-05
PGC3393030,0.0,-8.169454412250798e-06
PGC3393137,0.0,-4.3028933009499455e-05
PGC3393139,1.0,-7.900783941564963e-05
PGC3393143,1.0,-3.5255460221747e-05
PGC3393174,0.0,-4.4031450569988755e-05
PGC3393214,0.0,-3.466043334142247e-05
PGC3393357,0.0,-4.3208427795827514e-05
PGC3393376,0.0,-5.038502191662471e-05
PGC3393391,0.0,-5.81670178383603e-05
PGC3393420,1.0,2.800667863527133e-05
PGC3393556,1.0,-6.014785193047494e-05
PGC3393566,1.0,-9.744032139669905e-06
PGC3393574,0.0,3.921402764511377e-05
PGC3393848,0.0,-4.127636219976516e-05
PGC3393877,0.0,-1.9654991831901465e-05
PGC3393948,0.0,-4.441695500532635e-05
PGC3393951,0.0,-3.680629878396175e-05
PGC3394019,0.0,1.6188458870537105e-06
PGC3394118,0.0,-2.814989270007603e-05
PGC3394134,0.0,-3.8376799080051483e-05
PGC3394140,0.0,-2.170760480777867e-05
PGC3394163,0.0,-4.138523988892344e-05
PGC3394205,1.0,1.4398339209789787e-05
PGC3394231,0.0,-2.673795724228706e-05
PGC3394309,0.0,1.3783648149732416e-05
PGC3394351,0.0,2.730819326197969e-06
PGC3394446,0.0,-4.012004015022118e-06
PGC3394492,0.0,4.063551623984388e-06
PGC3394559,0.0,-1.1241951698732753e-05
PGC3394644,0.0,-5.466308022520107e-06
PGC3394702,0.0,3.526027263719039e-05
PGC3394705,0.0,-4.7798843766863235e-05
PGC3394720,0.0,2.3464200751492918e-05
PGC3394758,0.0,-5.247890891960448e-06
PGC3394780,1.0,-5.572258512414152e-05
PGC3394796,0.0,-1.1819480499705647e-05
PGC3394827,1.0,1.579128895209146e-05
PGC3394834,0.0,-6.88477409178716e-05
PGC3394852,0.0,1.2281693941715082e-06
PGC3394906,0.0,1.4507837047860777e-05
PGC3394919,0.0,-4.6850061058903756e-05
PGC3394971,0.0,-6.23536446199941e-05
PGC3395024,0.0,-9.501889208994803e-06
PGC3395032,0.0,-9.898570557668986e-06
PGC3395052,0.0,-7.586373959616326e-06
PGC3395054,0.0,-7.822287591748067e-06
PGC3395056,0.0,-4.851150036892506e-06
PGC3395062,0.0,1.3483183620212649e-05
PGC3395127,0.0,-4.392217678395727e-05
PGC3395241,1.0,1.3830498335025688e-05
PGC3395340,0.0,-1.9923561475520255e-05
PGC3395367,0.0,-4.080717613198372e-06
PGC3395372,1.0,4.141371049557293e-05
PGC3395377,0.0,4.311028456437685e-05
PGC3395378,0.0,4.8582984282466614e-06
PGC3395407,0.0,5.9689147833992935e-05
PGC3395435,0.0,1.3426702751112062e-05
PGC3395560,1.0,-4.31654728945593e-06
PGC3395568,0.0,2.8040894211539497e-05
PGC3395659,1.0,-3.269123563954807e-05
PGC3395695,0.0,6.591199924718091e-06
PGC3395798,0.0,-2.1620566407035213e-05
PGC3395847,0.0,-8.293389768165611e-05
PGC3395959,1.0,-4.122460890171461e-05
PGC3395996,0.0,-8.103718964236425e-05
PGC3396003,0.0,-0.00013644468581519028
PGC3396096,0.0,-0.00015520713949216788
PGC3396097,0.0,-0.0001588071443338061
PGC3396128,0.0,-0.00014502766020834133
PGC3396224,1.0,-0.0001446816274356912
PGC3396262,0.0,-0.00017020143582806906
PGC3396323,1.0,-0.00018164151804310753
PGC3396343,1.0,-0.00017553591625632588
PGC3396363,0.0,-0.00015958094441395715
PGC3396442,1.0,-0.00011258684484410743
PGC3396535,1.0,-8.486689633748299e-05
PGC3396738,0.0,-0.00015936496307613224
PGC3396758,0.0,-0.00016517123443106262
PGC3396772,0.0,-0.00015319393895971877
PGC3396864,0.0,-0.00010760664106977229
PGC3397027,0.0,-8.140544298766921e-05
PGC3397079,0.0,-0.00010427875110979383
PGC3397162,0.0,-7.727332785653174e-05
PGC3397203,0.0,-5.437414571402301e-05
PGC3397368,0.0,-4.8854008164874427e-05
PGC3397414,0.0,-3.0597642015884007e-06
PGC3397532,0.0,0.00022842895405350607
PGC3397548,0.0,0.00020495301698014343
PGC3397566,0.0,4.548193725688622e-05
PGC3397660,1.0,0.0001913622478591747
PGC3397923,1.0,0.00019108774077361305
PGC3398064,0.0,4.7640396071391665e-05
PGC3398068,0.0,3.5148730485545875e-05
PGC3398130,1.0,4.4729135192989946e-05
PGC3398215,0.0,1.910411725493618e-05
PGC3398387,1.0,-2.543099748088738e-05
PGC3398388,0.0,-2.6125215869372688e-06
PGC3398467,1.0,-9.608742351164015e-05
PGC3398604,1.0,-0.0001104239217680823
PGC3398669,1.0,-0.00015025112725181874
PGC3398750,1.0,-0.00010347321028953334
PGC3398753,1.0,-0.00012334861818495102
PGC3398756,0.0,-0.00011330034704353069
PGC3398761,1.0,-0.00012651678534987074
PGC3398810,0.0,-1.6692470919710127e-05
PGC3398830,0.0,-2.263770659062965e-05
PGC3398838,1.0,-5.318622844469189e-05
PGC3398849,0.0,-2.122020864794699e-05
PGC3398852,0.0,-5.769872834054738e-05
PGC3398879,0.0,-5.720358487288511e-05
PGC3398915,0.0,-4.7066212083836746e-05
PGC3398976,0.0,-2.668036511520196e-05
PGC3399182,0.0,-7.827400767305783e-05
PGC3399248,0.0,-9.231760740123988e-05
PGC3399512,1.0,-0.00019034468792693976
PGC3399574,0.0,-9.646062011171845e-06
PGC3399839,1.0,-0.00014867611503457376
PGC3399857,1.0,-1.3489315686086658e-05
PGC3400054,0.0,5.812578911177051e-05
PGC3400107,1.0,4.922465979080118e-05
PGC3400265,0.0,3.931366632999453e-05
PGC3400286,1.0,3.3911538681010105e-05
PGC3400293,0.0,2.700221998676854e-05
PGC3400303,1.0,4.0508214918944524e-05
PGC3400328,1.0,5.931275548880293e-05
PGC3400362,1.0,2.4207377420333207e-05
PGC3400412,0.0,4.2346748572311835e-05
