axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	minimum_item34_role_separation_arcsec	minimum_item35_role_separation_arcsec	mass_bin	size_bin	sample_cell	role	outer_fold	source_map_read	velocity_response_read
7.470280000000e-01	1.522957000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	1.327677822113e+01	1.333000000000e+00	0.000000000000e+00	5.552000000000e-01	1.339276000000e+01	3.691118000000e+00	4.635330000000e+00	2.203232000000e+00	6.693029308405e-01	7.066708521067e-01	-1.095482577629e+01	9.853945701265e+00	-7.400126155549e-01	8.515339839584e+00	1-42588	-3.923018454372e+00	9513-9102	2.919389915466e+01	4.487330000000e-02	2.419850000000e+00	7.927202000000e-02	1.092276000000e-01	5.089450000000e+00	1.707678089988e+03	7.144070000005e+09	4.669850000000e+00	1.909101562556e+00	4.566144479128e-11	1.674743494426e+07	7.223948299441e+00	7.496643611772e+00	6.070078115590e+02	5.229211434190e+04	1	0	m1-r0	exploration	4	False	False
4.016530000000e-01	1.998017000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.673528671265e+01	1.808753000000e+00	0.000000000000e+00	6.981000000000e-01	9.427074000000e-02	2.590209000000e+00	-2.489325000000e-01	-2.722541000000e+00	6.383804201032e-01	7.175406944491e-01	-1.273985469015e+01	8.919579073328e+00	-7.286945089213e-01	7.642818233121e+00	1-455659	-3.502218906509e+00	9863-3701	1.926109313965e+02	1.941370000000e-02	2.058290000000e+00	1.512601000000e-04	5.185290000000e-04	5.218440000000e+00	9.986061353479e+01	8.309580000004e+08	4.348910000000e+00	1.457379503956e+00	6.123899327379e-12	2.411843943655e+06	6.382349203716e+00	8.010210691847e+00	4.489714652961e+03	1.255940700760e+04	0	0	m0-r0	exploration	4	False	False
7.979200000000e-01	1.406658000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.964751052856e+01	1.269000000000e+00	0.000000000000e+00	4.273000000000e-01	2.536634000000e+01	3.807214000000e+00	5.345877000000e+00	3.618824000000e+00	9.422268823008e-01	7.485945224702e-01	-1.047603322969e+01	9.534543902954e+00	-7.867389111703e-01	7.650090138352e+00	1-246618	-3.353931628026e+00	9865-12702	2.239647369385e+02	2.613190000000e-02	2.449020000000e+00	1.144223000000e-01	2.007857000000e-01	5.605244000000e+00	1.634373001387e+03	3.424080000001e+09	8.754409999999e+00	1.612938687671e+00	6.227302286602e-12	1.218357235352e+06	6.085774646749e+00	7.246958583737e+00	3.015829276480e+03	1.216028557930e+03	1	1	m1-r1	exploration	0	False	False
8.213150000000e-01	1.595448000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.453567886353e+01	1.419302000000e+00	0.000000000000e+00	7.098000000000e-01	1.053574000000e+01	3.299608000000e+00	3.219698000000e+00	5.408473000000e-01	8.993772302784e-01	1.001900218113e+00	-1.128892253724e+01	1.056478556754e+01	-4.221816829337e-01	8.766031106987e+00	1-199368	-3.933326938354e+00	9870-9101	2.332834472656e+02	3.671990000000e-02	2.304770000000e+00	1.887396000000e-01	3.684082000000e-01	1.004385000000e+01	1.419710735803e+02	3.671009999968e+10	7.931900000001e+00	2.149484345975e+00	8.132815432313e-11	1.756164797396e+07	7.244565267402e+00	6.796112229478e+00	4.187252997299e+03	3.364270338963e+03	1	1	m1-r1	exploration	4	False	False
6.275030000000e-01	1.346210000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.315968322754e+01	1.254190000000e+00	0.000000000000e+00	4.601000000000e-01	5.159732000000e+01	3.955976000000e+00	5.906567000000e+00	4.138478000000e+00	6.926469039611e-01	8.317429212999e-01	-1.031651294135e+01	8.878567175755e+00	-6.481675677958e-01	7.493273367833e+00	1-322258	-3.400313231936e+00	9871-3703	2.287971343994e+02	1.823010000000e-02	8.215620000000e-01	3.647995000000e-02	6.425076000000e-02	6.788017000000e+00	1.367563678093e+03	7.560790000007e+08	4.927730000000e+00	1.409740313241e+00	4.339934522783e-12	1.508474088491e+06	6.178537854569e+00	7.949316914847e+00	1.839985013830e+03	9.849421159734e+03	0	0	m0-r0	exploration	2	False	False
3.642720000000e-01	1.392246000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.260714340210e+01	1.268580000000e+00	0.000000000000e+00	4.926000000000e-01	3.525556000000e+01	3.779859000000e+00	4.666800000000e+00	3.583353000000e+00	9.207664617487e-01	8.274250427077e-01	-1.053247028755e+01	9.164201123675e+00	-6.476812313063e-01	7.322668200178e+00	1-321936	-3.200950869214e+00	9871-9101	2.275475006104e+02	1.726710000000e-02	8.704440000000e-01	4.282830000000e-02	6.798065000000e-02	6.720863000000e+00	1.683676792758e+03	1.459490000000e+09	8.332330000000e+00	1.438497508307e+00	2.930070092951e-12	6.023003688402e+05	5.779813129126e+00	7.464320604205e+00	2.941190711696e+03	1.301531692336e+04	0	1	m0-r1	exploration	2	False	False
5.952270000000e-01	1.641030000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.243825531006e+01	1.444079000000e+00	0.000000000000e+00	7.558000000000e-01	1.728948000000e+01	3.738023000000e+00	4.800331000000e+00	2.410447000000e+00	5.852982617064e-01	1.268173908825e+00	-1.095524468204e+01	9.744732532683e+00	-5.013199580230e-02	8.574136009271e+00	1-633000	-3.994418873782e+00	9872-3701	2.332319641113e+02	1.969730000000e-02	2.276020000000e+00	6.158683000000e-02	7.612770000000e-02	1.854274000000e+01	1.835106368259e+03	5.555619999994e+09	3.848560000000e+00	1.896497312832e+00	5.228123267625e-11	2.326746869466e+07	7.366749138261e+00	7.677257199765e+00	3.076786056957e+03	2.157194458895e+03	1	0	m1-r0	exploration	3	False	False
8.288660000000e-01	1.480248000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.561912536621e+01	1.331945000000e+00	0.000000000000e+00	5.281000000000e-01	1.694418000000e+01	3.804693000000e+00	5.028380000000e+00	3.040163000000e+00	1.051854546703e+00	8.289766098028e-01	-1.075547270562e+01	9.921717161075e+00	-7.004720003499e-01	7.818008067670e+00	1-457977	-3.383076760484e+00	9878-12701	2.028409423828e+02	2.506820000000e-02	1.283030000000e+00	1.466373000000e-01	2.909104000000e-01	6.744917000000e+00	1.224848868271e+03	8.350589999991e+09	1.126820000001e+01	1.751711484530e+00	9.166802555244e-12	1.393365046172e+06	6.144064911664e+00	6.888930458074e+00	3.587175825287e+03	3.308045884051e+03	1	1	m1-r1	reserved_confirmation		False	False
5.754110000000e-01	1.560925000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.177816963196e+01	1.371138000000e+00	0.000000000000e+00	6.364000000000e-01	2.348959000000e+01	3.484475000000e+00	4.614168000000e+00	1.681058000000e+00	2.977648868401e-01	1.199396132743e+00	-1.085966519021e+01	9.213687722796e+00	-4.022980145676e-01	8.618157949116e+00	1-176647	-4.160196531138e+00	9883-1902	2.556812896729e+02	3.302640000000e-02	1.260610000000e+00	2.259553000000e-02	5.763451000000e-02	1.582691000000e+01	2.949851981097e+03	1.635639999999e+09	1.985020000000e+00	1.774741595322e+00	5.785857838195e-11	4.992343425073e+07	7.698304452973e+00	8.374079667008e+00	7.181546935256e+03	8.464492612640e+03	0	0	m0-r0	exploration	2	False	False
6.966020000000e-01	1.477215000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.487689208984e+01	1.332593000000e+00	0.000000000000e+00	4.416000000000e-01	1.533134000000e+01	3.661737000000e+00	5.963269000000e+00	4.497574000000e+00	8.986374364671e-01	7.056744793922e-01	-1.071872147263e+01	9.213677101882e+00	-8.966386639381e-01	7.416402228948e+00	1-375801	-3.258882396241e+00	9886-9101	2.373712615967e+02	2.351520000000e-02	1.121610000000e+00	3.125760000000e-02	8.772996000000e-02	5.077787000000e+00	9.093561029916e+02	1.635599999999e+09	7.918400000000e+00	1.474300010051e+00	3.635900906857e-12	7.864591746514e+05	5.895676183178e+00	7.472776153024e+00	2.505533591703e+03	5.948390831168e+03	0	1	m0-r1	reserved_confirmation		False	False
4.798160000000e-01	1.361254000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.483089256287e+01	1.255510000000e+00	0.000000000000e+00	3.936000000000e-01	4.329938000000e+01	4.061259000000e+00	5.650685000000e+00	4.115147000000e+00	7.323696316815e-01	1.030027436307e+00	-1.041380475711e+01	8.979973811267e+00	-4.260342867334e-01	7.515234547904e+00	1-440301	-3.391432458111e+00	9889-6102	2.347898406982e+02	1.620420000000e-02	7.396410000000e-01	3.682723000000e-02	8.494620000000e-02	1.071587000000e+01	4.636346206769e+02	9.549349999990e+08	5.399700000000e+00	1.440582267137e+00	4.565037583306e-12	1.448025823366e+06	6.160776306920e+00	7.839029505510e+00	1.602001595134e+03	6.383685235005e+03	0	1	m0-r1	reserved_confirmation		False	False
