group	role	outer_fold	richness_stratum	mass_stratum	concentration_stratum	members	log10_mass	log10_r_rms	log10_r50	log10_r90	log10_richness	log10_distance	log10_virial_velocity	log10_acceleration_amplitude	log10_tidal_amplitude	shape_axis_ratio	radial_concentration	signed_log_center_acceleration_norm	signed_log_tidal_trace_norm	log10_tidal_frobenius_norm	signed_log_tidal_determinant_norm	tidal_eigenvalue_anisotropy	log10_third_derivative_norm	acceleration_shape_alignment	tidal_shape_alignment	third_x_tidal_anisotropy	radial_field_slope_inner	radial_field_slope_outer	radial_field_curvature	radial_slope_transition	r_rms_kpc	epsilon_kpc	total_mass_msun
546	reserved_confirmation		8_11	low_mass	high_concentration	7	1.118229954847e+01	2.567682726744e+00	2.631233287027e+00	2.805077604610e+00	8.450980400143e-01	1.785523037818e+00	1.624088588205e+00	6.804944496656e-01	-1.887188277078e+00	2.366824011580e-01	6.701247873462e-01	8.429427810249e-01	1.477307284420e+00	1.826478464258e+00	-3.262167025925e+00	1.000000000000e+00	3.037383317460e+00	-9.399982490035e-01	-9.903731271977e-01	3.037383317460e+00	-2.062259538018e+00	-1.972682664849e+00	4.307737023276e-02	8.957687316832e-02	3.695581009603e+02	2.000000000000e+01	1.521596667619e+11
553	exploration	0	8_11	low_mass	low_concentration	7	1.169701108461e+01	2.768517652925e+00	2.661469049621e+00	2.991180725277e+00	8.450980400143e-01	2.227192306514e+00	1.781026893187e+00	7.935361334490e-01	-1.974981519476e+00	3.074378976213e-01	4.680457696951e-01	7.325126534727e-01	1.404161438143e+00	1.724580401039e+00	-3.045615907692e+00	1.000000000000e+00	3.001878798403e+00	9.572398662305e-01	9.777838246847e-01	3.001878798403e+00	-7.303104313952e-01	-2.025900007666e+00	-6.230468855710e-01	-1.295589576271e+00	5.868372225194e+02	2.934186112597e+01	4.977497890150e+11
558	exploration	1	8_11	low_mass	high_concentration	7	1.143750947122e+01	2.543572407577e+00	2.529161436724e+00	2.687497280421e+00	8.450980400143e-01	2.075583455194e+00	1.763748709167e+00	9.839250107570e-01	-1.559647396820e+00	5.128503398017e-01	6.944870570048e-01	3.294421188772e-01	5.813623457819e-01	7.812531875596e-01	-1.184695111516e+00	9.999999999999e-01	1.515888073238e+00	9.780086579901e-01	9.997230495759e-01	1.515888073238e+00	1.543107095358e+00	-2.431115982859e+00	-1.911197308777e+00	-3.974223078217e+00	3.496007917949e+02	2.000000000000e+01	2.738479355187e+11
561	exploration	4	8_11	low_mass	low_concentration	8	1.165542633018e+01	2.491864230924e+00	2.103645150924e+00	2.759721988724e+00	9.030899869919e-01	2.068371418033e+00	1.898561226970e+00	1.305258223016e+00	-1.186606007908e+00	4.210482869171e-01	2.207614115069e-01	2.224883069898e-01	1.276523527085e+00	1.368209186890e+00	-2.054078993379e+00	1.000000000000e+00	2.632175995747e+00	-9.748152008077e-01	-6.375948823854e-01	2.632175995747e+00	-5.491488656617e-01	-5.114836903581e-01	1.811312054157e-02	3.766517530360e-02	3.103589192862e+02	2.000000000000e+01	4.522997317511e+11
565	exploration	4	8_11	low_mass	low_concentration	8	1.151117890071e+01	2.696373708333e+00	2.598589315870e+00	2.974100544314e+00	9.030899869919e-01	2.096353759993e+00	1.724182773535e+00	7.519918387356e-01	-1.944381869598e+00	3.293780902391e-01	4.212003967091e-01	8.497829153084e-01	-1.778785052292e+00	2.430880795493e+00	-4.539381577628e+00	1.000000000000e+00	3.968903342168e+00	6.068721997227e-01	-5.483563432658e-01	3.968903342168e+00	-5.813085673640e-01	-1.957761930187e+00	-6.619341468531e-01	-1.376453362823e+00	4.970198206822e+02	2.485099103411e+01	3.244732514260e+11
567	exploration	2	8_11	low_mass	low_concentration	7	1.169345994444e+01	2.768153476677e+00	2.750990497666e+00	3.090026127238e+00	8.450980400143e-01	2.200901285228e+00	1.779433411225e+00	7.907133457725e-01	-1.977440130904e+00	2.179090435505e-01	4.581043022393e-01	1.417163509244e-01	7.864296008652e-01	7.550054264949e-01	-6.123692517818e-01	9.999999999998e-01	1.963143961383e+00	-8.607583396246e-02	7.957668845281e-01	1.963143961383e+00	1.087342509041e+00	-2.810649845257e+00	-1.874538079656e+00	-3.897992354298e+00	5.863453383064e+02	2.931726691532e+01	4.936963818709e+11
576	exploration	4	12_19	high_mass	low_concentration	16	1.203279172452e+01	2.939926874104e+00	2.770392203743e+00	3.171162919803e+00	1.204119982656e+00	2.286697000601e+00	1.863212602550e+00	7.864983309956e-01	-2.153428543108e+00	6.454124362919e-01	3.974013004366e-01	5.113080033375e-01	1.037394709458e+00	1.250114309863e+00	-2.042181738740e+00	1.000000000000e+00	2.323340784282e+00	-8.645764795638e-01	-6.522120017038e-01	2.323340784282e+00	1.307969050470e-01	-1.873635180985e+00	-9.639280767726e-01	-2.004432086032e+00	8.708169506731e+02	4.354084753366e+01	1.078429413617e+12
577	exploration	3	8_11	low_mass	high_concentration	7	1.147926595262e+01	2.325253044889e+00	2.290252207468e+00	2.515044981053e+00	8.450980400143e-01	1.991257728656e+00	1.893786631211e+00	1.462320217533e+00	-8.629328273563e-01	4.752149013322e-01	5.959464353851e-01	4.185784261349e-01	6.968175525724e-01	9.249295226606e-01	-1.454606707400e+00	9.999999999999e-01	1.795819539579e+00	-6.593977295796e-01	-3.183939296428e-01	1.795819539579e+00	5.125778595679e-01	-2.475366534599e+00	-1.436897519972e+00	-2.987944394166e+00	2.114720838666e+02	2.000000000000e+01	3.014851689496e+11
582	exploration	4	12_19	low_mass	low_concentration	11	1.166126208073e+01	2.588139329937e+00	2.435823096115e+00	2.823742743886e+00	1.041392685158e+00	2.170626269102e+00	1.853341552739e+00	1.118543775540e+00	-1.469595554397e+00	6.776585919254e-01	4.093363872602e-01	6.696768947506e-01	1.418811646987e+00	1.543980483754e+00	-2.469757628532e+00	1.000000000000e+00	3.141648342665e+00	9.976706480019e-01	-2.394936619490e-01	3.141648342664e+00	3.174932928901e-02	-1.679476831401e+00	-8.229258319556e-01	-1.711226160690e+00	3.873819044775e+02	2.000000000000e+01	4.584184419086e+11
621	exploration	1	8_11	low_mass	high_concentration	8	1.177822132639e+01	2.818833751675e+00	2.690067521014e+00	2.970015747206e+00	9.030899869919e-01	2.279122431332e+00	1.796473964701e+00	7.741141777268e-01	-2.044719573948e+00	3.226171548129e-01	5.248700281649e-01	2.214623422659e-01	6.348625028463e-01	8.306211208011e-01	-1.265505485417e+00	9.999999999999e-01	1.485922567788e+00	9.361308296365e-01	9.231003176874e-01	1.485922567788e+00	8.229101585837e-01	-1.738057981037e+00	-1.231565344968e+00	-2.560968139620e+00	6.589216111638e+02	3.294608055819e+01	6.000968213889e+11
623	exploration	1	8_11	high_mass	low_concentration	7	1.181975539757e+01	2.682873107404e+00	2.588937355647e+00	2.961288431651e+00	8.450980400143e-01	2.357512864835e+00	1.885221322429e+00	1.087569537454e+00	-1.595303569951e+00	3.610550471994e-01	4.242764476778e-01	4.403099280061e-01	7.818417352715e-01	1.051315697629e+00	-1.712409710854e+00	9.999999999999e-01	1.981823434913e+00	9.970946289418e-01	9.789792535114e-01	1.981823434913e+00	-1.091264833505e+00	-2.208644348483e+00	-5.373459616830e-01	-1.117379514978e+00	4.818070022058e+02	2.409035011029e+01	6.603214384028e+11
626	exploration	3	8_11	low_mass	high_concentration	7	1.176419910278e+01	2.871347320570e+00	2.868885685636e+00	3.123177796970e+00	8.450980400143e-01	2.283084673752e+00	1.763206068449e+00	6.550648163272e-01	-2.216282504243e+00	2.368682592118e-01	5.568111055644e-01	4.793346294542e-01	9.911132793009e-01	1.161093205626e+00	-1.827979198951e+00	9.999999999999e-01	2.265313016690e+00	-4.029375505090e-01	3.775436997132e-01	2.265313016690e+00	-6.502025143456e-01	-2.109331959316e+00	-7.016929380914e-01	-1.459129444971e+00	7.436135941033e+02	3.718067970516e+01	5.810307306439e+11
634	exploration	3	12_19	high_mass	low_concentration	15	1.203756168316e+01	2.616245786140e+00	2.460087930414e+00	2.867012002845e+00	1.176091259056e+00	2.169628256857e+00	2.027438125855e+00	1.438630465571e+00	-1.177615320569e+00	6.369161233456e-01	3.918103712052e-01	2.123436861882e-01	8.075675653408e-01	8.926730822618e-01	-1.225576488900e+00	9.999999999999e-01	1.729727394391e+00	-9.309226673763e-01	1.206606326422e-01	1.729727394391e+00	1.378647696279e+00	-2.011869211510e+00	-1.630493976306e+00	-3.390516907789e+00	4.132813296999e+02	2.066406648500e+01	1.090339343080e+12
639	exploration	2	12_19	high_mass	low_concentration	15	1.196186997496e+01	2.861105502355e+00	2.735386896418e+00	3.073870688680e+00	1.176091259056e+00	2.205068964264e+00	1.867162413645e+00	8.732193249360e-01	-1.987886177419e+00	6.110161884941e-01	4.586867635299e-01	3.843938495155e-01	7.981564585069e-01	7.666449327278e-01	-6.145599162759e-01	9.999999999998e-01	1.601801674618e+00	9.487357140006e-01	9.953878418264e-01	1.601801674617e+00	5.261376884129e-01	-1.709265750015e+00	-1.075001818335e+00	-2.235403438428e+00	7.262823704384e+02	3.631411852192e+01	9.159462205160e+11
650	exploration	2	20_plus	high_mass	high_concentration	38	1.214425963674e+01	2.757200551134e+00	2.725516458309e+00	2.950055651270e+00	1.579783596617e+00	1.943939464472e+00	2.010309720147e+00	1.263418889161e+00	-1.493781661973e+00	4.460554931691e-01	5.962945047332e-01	6.586832078343e-01	1.491961726007e+00	1.647307030176e+00	-2.728393259589e+00	1.000000000000e+00	3.165677118264e+00	5.253887871705e-01	1.696888598917e-01	3.165677118264e+00	-9.388128119349e-01	-2.145024384852e+00	-5.800651515035e-01	-1.206211572917e+00	5.717425984774e+02	2.858712992387e+01	1.393989930815e+12
652	reserved_confirmation		12_19	low_mass	low_concentration	11	1.173746435893e+01	2.531622284525e+00	2.169344648821e+00	2.688298028450e+00	1.041392685158e+00	2.093056283824e+00	1.919701214548e+00	1.307780144570e+00	-1.223842139955e+00	5.488527496468e-01	3.027238376745e-01	7.385923875787e-01	1.297409760378e+00	1.368664665808e+00	-1.985546060423e+00	1.000000000000e+00	2.894550323951e+00	3.832494184061e-01	9.472067772698e-01	2.894550323951e+00	-8.383920134223e-01	-2.364563310493e+00	-7.339332539434e-01	-1.526171297070e+00	3.401122579098e+02	2.000000000000e+01	5.463417116403e+11
653	exploration	1	8_11	low_mass	low_concentration	8	1.144612522373e+01	2.549281862948e+00	2.275291528319e+00	2.754725755424e+00	9.030899869919e-01	1.972916595183e+00	1.765201857734e+00	9.811218525199e-01	-1.568160010428e+00	2.507317970874e-01	3.315627804257e-01	6.025399811371e-01	1.283357358781e+00	1.447593965033e+00	-2.358168275604e+00	1.000000000000e+00	2.718069780828e+00	-1.240736207884e-01	-9.186655413165e-01	2.718069780828e+00	-1.235763118051e+00	-9.136773561823e-01	1.548905104631e-01	3.220857618690e-01	3.542271646806e+02	2.000000000000e+01	2.793349154648e+11
654	reserved_confirmation		8_11	low_mass	high_concentration	7	1.174079074733e+01	2.767802958650e+00	2.778036152315e+00	2.909446838710e+00	8.450980400143e-01	2.252821835523e+00	1.803274071686e+00	8.387451847225e-01	-1.929057773927e+00	2.843108105975e-01	7.389062050389e-01	2.308374239137e-01	5.570416250719e-01	3.904212728794e-01	1.390328308958e-01	8.819222923185e-01	1.134021823190e+00	-3.952630067259e-01	8.846076763429e-01	1.000119125847e+00	2.006866377762e+00	-2.527839383115e+00	-2.180732504370e+00	-4.534705760878e+00	5.858722913236e+02	2.929361456618e+01	5.505423690262e+11
656	exploration	0	12_19	high_mass	high_concentration	11	1.190440109804e+01	2.704496504011e+00	2.649557359810e+00	2.815493694507e+00	1.041392685158e+00	2.014952338433e+00	1.916732474357e+00	1.128968444703e+00	-1.575528059309e+00	3.045510083834e-01	6.824387287628e-01	1.987572067145e-01	5.692710605164e-01	5.565023746199e-01	-5.816422358265e-01	9.999999999998e-01	1.477261748735e+00	6.738291189809e-01	6.823675536008e-01	1.477261748735e+00	1.568128383826e+00	-2.516081328560e+00	-1.964089699337e+00	-4.084209712387e+00	5.064032730567e+02	2.532016365284e+01	8.024188050816e+11
658	reserved_confirmation		8_11	low_mass	low_concentration	8	1.148755597140e+01	2.664320377238e+00	2.615704924515e+00	2.932264552386e+00	9.030899869919e-01	1.982445691313e+00	1.728397974427e+00	7.924755716152e-01	-1.871844805623e+00	4.357996313784e-01	4.824367377947e-01	3.499999401621e-01	1.070967025955e+00	1.304001542418e+00	-2.163470313180e+00	1.000000000000e+00	2.491938091906e+00	8.176482056025e-01	9.806003658676e-01	2.491938091906e+00	1.996597167103e-01	-2.116217000506e+00	-1.113701285079e+00	-2.315876717216e+00	4.616580121764e+02	2.308290060882e+01	3.072953378662e+11
659	exploration	1	12_19	low_mass	high_concentration	12	1.153082502107e+01	2.600550759564e+00	2.521675886452e+00	2.769094864315e+00	1.079181246048e+00	1.842011584514e+00	1.781917308098e+00	9.632838566317e-01	-1.637266902933e+00	6.109878547782e-01	5.656932831911e-01	5.535975294089e-01	1.034406280147e+00	1.309146942554e+00	-2.205089143100e+00	1.000000000000e+00	2.436471504391e+00	7.427492556934e-01	8.492240691781e-01	2.436471504391e+00	-1.115766019787e+00	-2.201289944539e+00	-5.220266610021e-01	-1.085523924752e+00	3.986123586923e+02	2.000000000000e+01	3.394884638158e+11
682	exploration	4	8_11	low_mass	low_concentration	9	1.148438176076e+01	2.748500640533e+00	2.663590044701e+00	3.001004180408e+00	9.542425094393e-01	1.976899950983e+00	1.684720737459e+00	6.209408343847e-01	-2.127559806148e+00	3.110980045785e-01	4.598178900661e-01	4.816417093209e-01	9.600840631232e-01	1.195841439460e+00	-1.960135519424e+00	1.000000000000e+00	2.304986259941e+00	-4.454404929437e-01	-6.803261541428e-01	2.304986259941e+00	-1.156057809880e+00	-2.296345516610e+00	-5.483624732287e-01	-1.140287706730e+00	5.604032438920e+02	2.802016219460e+01	3.050575378910e+11
687	reserved_confirmation		8_11	low_mass	low_concentration	7	1.161048234377e+01	2.698615314111e+00	2.535821164459e+00	2.858317914300e+00	8.450980400143e-01	2.169372094138e+00	1.772713692172e+00	8.468120702335e-01	-1.851803243878e+00	5.796093513474e-01	4.758863523985e-01	2.751227572472e-01	6.766420461035e-01	8.735190426398e-01	-1.340381111155e+00	9.999999999999e-01	1.657194502879e+00	1.759930693743e-01	5.805440756038e-01	1.657194502879e+00	1.179298477424e+00	-2.002123729007e+00	-1.529940680064e+00	-3.181422206431e+00	4.995918144940e+02	2.497959072470e+01	4.078329809939e+11
703	exploration	2	20_plus	high_mass	high_concentration	38	1.223085984404e+01	3.048076668887e+00	3.013272243861e+00	3.223358025411e+00	1.579783596617e+00	2.032486368912e+00	1.908171764921e+00	7.682668609543e-01	-2.279809807932e+00	4.415976974409e-01	6.164732244641e-01	5.534912741894e-01	1.076143339106e+00	1.626818372539e+00	-2.923261209553e+00	1.000000000000e+00	3.165698623911e+00	-9.281199901633e-01	-5.617244939415e-01	3.165698623911e+00	3.254464957876e-01	-2.011663955356e+00	-1.123912552625e+00	-2.337110451144e+00	1.117060432466e+03	5.585302162328e+01	1.701609274687e+12
705	exploration	1	20_plus	high_mass	high_concentration	47	1.219351238417e+01	2.761479384070e+00	2.680825158422e+00	2.966290959601e+00	1.672097857936e+00	1.968696374190e+00	2.032796677395e+00	1.304113970721e+00	-1.457365413348e+00	8.249303039389e-01	5.182438998778e-01	5.593218078378e-01	1.092378041863e+00	1.322088821170e+00	-2.195142158027e+00	1.000000000000e+00	2.490469831073e+00	4.462901280475e-01	4.568966923305e-01	2.490469831073e+00	-3.986679370464e-01	-1.621769537702e+00	-5.881875379230e-01	-1.223101600655e+00	5.774034627590e+02	2.887017313795e+01	1.561393561426e+12
711	exploration	1	8_11	low_mass	high_concentration	7	1.165246483232e+01	2.697345116477e+00	2.725673085725e+00	2.915863717540e+00	8.450980400143e-01	2.143897666988e+00	1.794340035268e+00	8.913349540576e-01	-1.806010162420e+00	3.517086279596e-01	6.453708839008e-01	7.478104579958e-01	1.356686645509e+00	1.840496333399e+00	-3.335143065973e+00	1.000000000000e+00	3.249545081485e+00	-8.350041857241e-01	-7.194325004807e-01	3.249545081485e+00	-3.307937834622e-01	-2.810337251065e+00	-1.192408354793e+00	-2.479543467602e+00	4.981327739572e+02	2.490663869786e+01	4.492259464233e+11
714	exploration	3	8_11	low_mass	high_concentration	7	1.125608786533e+01	2.647169715629e+00	2.602995948200e+00	2.741011830683e+00	8.450980400143e-01	2.047057805016e+00	1.621239252194e+00	5.953087887599e-01	-2.051860926869e+00	1.952853502315e-01	7.277531895556e-01	1.560995803947e-01	4.660289523575e-01	2.487621751242e-01	1.070080284758e-01	8.355803267803e-01	1.119254714207e+00	1.388281014166e-01	9.999144977989e-01	9.352272198472e-01	1.905381186854e+00	-2.663550742554e+00	-2.197191812239e+00	-4.568931929408e+00	4.437820332689e+02	2.218910166345e+01	1.803382559622e+11
716	exploration	4	12_19	low_mass	high_concentration	11	1.173073290483e+01	2.523388037975e+00	2.336791232518e+00	2.628152492110e+00	1.041392685158e+00	2.144017918970e+00	1.920452610772e+00	1.317517183569e+00	-1.205870854406e+00	3.819609912002e-01	5.112563797299e-01	2.400489389573e-01	7.264951764053e-01	9.820762427209e-01	-1.576070707802e+00	9.999999999999e-01	1.666515753293e+00	3.502058224882e-01	5.683124104275e-01	1.666515753293e+00	1.121867285001e+00	-2.623557327547e+00	-1.801168504849e+00	-3.745424612548e+00	3.337244592121e+02	2.000000000000e+01	5.379388433402e+11
722	reserved_confirmation		8_11	low_mass	high_concentration	8	1.174187893283e+01	2.624164935101e+00	2.608243959051e+00	2.863215117578e+00	9.030899869919e-01	2.302479358915e+00	1.875637176208e+00	1.127109417315e+00	-1.497055517786e+00	8.074488545820e-01	5.559411760675e-01	6.691482689114e-01	1.205312612741e+00	1.568353033719e+00	-2.758015280483e+00	1.000000000000e+00	2.804625630146e+00	7.862701607447e-01	6.407854067975e-01	2.804625630146e+00	3.333809344331e-02	-2.770712850542e+00	-1.348463463763e+00	-2.804050943985e+00	4.208864410700e+02	2.104432205350e+01	5.519235595029e+11
736	exploration	1	12_19	low_mass	high_concentration	11	1.155073906586e+01	2.789112201835e+00	2.863321100619e+00	2.866991140503e+00	1.041392685158e+00	2.006245935795e+00	1.697593609355e+00	6.060750168751e-01	-2.183037184960e+00	4.739147867382e-01	9.915850266481e-01	4.402449071696e-01	9.682382376905e-01	1.168649875467e+00	-1.876844187988e+00	9.999999999999e-01	2.386397466650e+00	7.673124288025e-01	9.356601272164e-01	2.386397466650e+00	-1.901781335616e+00	-2.151746851572e+00	-1.202080034210e-01	-2.499655159560e-01	6.153358268152e+02	3.076679134076e+01	3.554177112452e+11
737	exploration	3	8_11	low_mass	high_concentration	7	1.149108157913e+01	2.495181550793e+00	2.457706296270e+00	2.693699373523e+00	8.450980400143e-01	2.129141845792e+00	1.814730191511e+00	1.134278832229e+00	-1.360902718564e+00	4.246534390378e-01	5.807736751033e-01	4.713470608136e-01	8.750627942819e-01	1.159276924954e+00	-1.924239771555e+00	9.999999999999e-01	2.138402122931e+00	2.984985156244e-03	1.860725854873e-01	2.138402122931e+00	-9.526452186118e-01	-2.266136727941e+00	-6.316558955865e-01	-1.313491509330e+00	3.127386454493e+02	2.000000000000e+01	3.098001182036e+11
744	exploration	1	8_11	low_mass	low_concentration	9	1.164164229290e+01	2.649162448157e+00	2.514786851102e+00	2.899533267021e+00	9.542425094393e-01	2.022310516509e+00	1.813020099715e+00	9.768777512721e-01	-1.672284696885e+00	5.056200008561e-01	4.123382126596e-01	5.743608808185e-01	1.015291890628e+00	1.298164956658e+00	-2.189178261386e+00	1.000000000000e+00	2.324116801977e+00	9.939272866425e-01	9.998082633029e-01	2.324116801976e+00	-1.550884612888e+00	-1.950209683773e+00	-1.920347664892e-01	-3.993250708844e-01	4.458229776120e+02	2.229114888060e+01	4.381696502187e+11
746	exploration	4	12_19	high_mass	high_concentration	14	1.186021350174e+01	2.628698858219e+00	2.477585318228e+00	2.773714125595e+00	1.146128035678e+00	2.110036269601e+00	1.932537499106e+00	1.236376139993e+00	-1.392322718226e+00	5.061281684957e-01	5.056746617505e-01	5.846075885597e-01	1.361384046953e+00	1.524205838842e+00	-2.502920477172e+00	1.000000000000e+00	2.917526001157e+00	-2.374457009293e-01	9.753657914062e-01	2.917526001157e+00	-2.654623959608e-01	-1.792645696140e+00	-7.344199245659e-01	-1.527183300180e+00	4.253034035390e+02	2.126517017695e+01	7.247921846429e+11
757	exploration	3	8_11	low_mass	low_concentration	7	1.147770988765e+01	2.325147589442e+00	2.263527716317e+00	2.689274506983e+00	8.450980400143e-01	2.169048525309e+00	1.893061326449e+00	1.460975063455e+00	-8.641725259871e-01	4.857264915859e-01	3.751916887637e-01	6.237383197644e-01	9.509380477657e-01	1.248907785745e+00	-2.103338473910e+00	1.000000000000e+00	2.182957321716e+00	7.909107298327e-01	7.340578319374e-01	2.182957321716e+00	-7.305434866020e-01	-2.554481593852e+00	-8.771288207394e-01	-1.823938107250e+00	2.114207404195e+02	2.000000000000e+01	3.004068889059e+11
763	reserved_confirmation		20_plus	high_mass	high_concentration	31	1.210221416213e+01	2.871375634408e+00	2.827229223833e+00	3.025059228248e+00	1.491361693834e+00	2.104760166639e+00	1.932199441207e+00	9.930232480066e-01	-1.878352386401e+00	4.327278631081e-01	6.341178750005e-01	1.419511714391e-01	6.099428751830e-01	4.150348563188e-01	3.694992407939e-01	6.571569854677e-01	1.058711310271e+00	1.879935807468e-01	8.973387538512e-01	6.957395331380e-01	1.725610702980e+00	-2.132533580792e+00	-1.855375208411e+00	-3.858144283773e+00	7.436620755874e+02	3.718310377937e+01	1.265360176329e+12
769	exploration	0	12_19	high_mass	high_concentration	17	1.195755629089e+01	2.942086523356e+00	2.875035602439e+00	3.073576604154e+00	1.230448921378e+00	2.150563474663e+00	1.824515061113e+00	7.069435988698e-01	-2.235142924487e+00	3.718939861226e-01	6.330805897911e-01	9.339039742918e-01	6.869520161689e-01	2.139750661864e+00	-3.978176258164e+00	1.000000000000e+00	3.674972600038e+00	4.448923901490e-01	4.084415624376e-01	3.674972600038e+00	1.180580674207e-01	-2.135153988050e+00	-1.083565952833e+00	-2.253212055471e+00	8.751581133275e+02	4.375790566638e+01	9.068935035819e+11
772	exploration	2	20_plus	high_mass	low_concentration	23	1.200852920066e+01	2.784738299091e+00	2.549257828174e+00	3.003843730241e+00	1.361727836018e+00	2.098144135871e+00	1.928675628129e+00	1.072612957168e+00	-1.712125341923e+00	6.752275495888e-01	3.510864738601e-01	3.333720193590e-01	9.485942732345e-01	8.748375937064e-01	5.999245866477e-01	8.989940297911e-01	1.609994986438e+00	7.377420404662e-01	-4.344854431336e-01	1.447375880801e+00	1.183657561158e+00	-1.696088113262e+00	-1.384864934502e+00	-2.879745674420e+00	6.091697078901e+02	3.045848539450e+01	1.019833328280e+12
780	exploration	0	8_11	low_mass	high_concentration	8	1.160839356720e+01	2.651882963189e+00	2.699564873382e+00	2.809327907375e+00	9.030899869919e-01	2.125379012052e+00	1.795035479349e+00	9.381879955097e-01	-1.713694967679e+00	5.083517632442e-01	7.766707793279e-01	3.236439508001e-01	7.762252214981e-01	8.950119088021e-01	-1.289228508714e+00	9.999999999999e-01	1.739188068446e+00	-9.981246638491e-01	-3.852149392789e-01	1.739188068446e+00	-6.004927161256e-01	-2.277823778851e+00	-8.066257353744e-01	-1.677331062726e+00	4.486244750803e+02	2.243122375402e+01	4.058761827509e+11
787	exploration	4	8_11	low_mass	high_concentration	7	1.142077810934e+01	2.170711340653e+00	2.064456834679e+00	2.370849620997e+00	8.450980400143e-01	1.925422603689e+00	1.941813561688e+00	1.712915782724e+00	-4.577955579282e-01	3.452301864611e-01	4.938638226854e-01	7.485706147323e-01	-6.874873831836e-01	1.579333029565e+00	-2.853708431633e+00	1.000000000000e+00	2.744586267781e+00	-2.700075756494e-01	9.149631808878e-02	2.744586267780e+00	-9.354554001023e-01	-2.099032027678e+00	-5.595620767660e-01	-1.163576627576e+00	1.481533038055e+02	2.000000000000e+01	2.634984769835e+11
788	exploration	1	8_11	low_mass	high_concentration	8	1.144823011883e+01	2.612636801834e+00	2.586023527924e+00	2.765713432705e+00	9.030899869919e-01	2.177993845058e+00	1.734576835844e+00	8.565168698537e-01	-1.756119931981e+00	8.003063469843e-01	6.611653652167e-01	1.066582361862e+00	1.418030399214e+00	2.258958330411e+00	-4.208474006436e+00	1.000000000000e+00	3.764288305672e+00	-2.279990475252e-01	-8.286086291918e-02	3.764288305672e+00	2.345142585502e-01	-1.916520917737e+00	-1.034429260536e+00	-2.151035176287e+00	4.098611948828e+02	2.049305974414e+01	2.806920541914e+11
801	reserved_confirmation		8_11	low_mass	low_concentration	7	1.154216280678e+01	2.470141687206e+00	2.242215659073e+00	2.722078782195e+00	8.450980400143e-01	2.102678668450e+00	1.852790737133e+00	1.235439787061e+00	-1.234701900145e+00	4.116402708870e-01	3.312355007442e-01	2.008674514396e-01	7.850890365483e-01	8.972241963776e-01	-1.282381783293e+00	9.999999999999e-01	1.668165798017e+00	9.301939061604e-01	7.327038100917e-01	1.668165798016e+00	1.202597702172e+00	-1.359964043993e+00	-1.232331707721e+00	-2.562561746165e+00	2.952172206449e+02	2.000000000000e+01	3.484679229798e+11
809	exploration	3	12_19	high_mass	high_concentration	18	1.188364262558e+01	2.631200152290e+00	2.623117841763e+00	2.734487465039e+00	1.255272505103e+00	2.061242390026e+00	1.943001413989e+00	1.254802675688e+00	-1.376397476602e+00	6.388330546194e-01	7.738029422617e-01	2.967381882876e-01	7.910998256939e-01	9.361430478384e-01	-1.395094357408e+00	9.999999999999e-01	2.095415815423e+00	-4.892447236103e-01	-5.567134650918e-01	2.095415815423e+00	3.966972265851e-01	-2.244463205304e+00	-1.270129685760e+00	-2.641160431889e+00	4.277599814807e+02	2.138799907404e+01	7.649668680760e+11
