ra_deg	dec_deg	source	identity
1.847643127441e+02	4.610680007935e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-282106
1.848010000000e+02	4.935470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5252
1.848427000000e+02	6.098800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1326
1.848427000000e+02	6.098800000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1327
1.848497161865e+02	4.404160690308e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258667
1.848774200000e+02	1.487772000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1328
1.848774200000e+02	1.487772000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1329
1.848774200000e+02	1.487772000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1330
1.848774200000e+02	1.487772000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1331
1.848866666700e+02	4.338638889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6153
1.848866666700e+02	4.338638889000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK133
1.848912500000e+02	1.588248055556e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J121933.87+155257.1
1.849339583333e+02	9.148577777778e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J121944.14+090854.9
1.849365844727e+02	3.924595642090e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-401440
1.849386400000e+02	1.279825000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1332
1.849386400000e+02	1.279825000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1333
1.849467600000e+02	5.283650000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1334
1.849611000000e+02	2.961470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1336
1.849611000000e+02	2.961470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1337
1.849611000000e+02	2.961470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1338
1.849611000000e+02	2.961470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1339
1.849627000000e+02	-3.645950000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3407
1.849754166700e+02	6.665833330000e+00	item12_legacy_predecessor_coordinate_union	legacy-5958
1.849754166700e+02	6.665833330000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	VCC0381
1.849836000000e+02	5.343370000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1335
1.849837000000e+02	5.343300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4803
1.850312200000e+02	7.691870000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1340
1.850312500000e+02	7.692000000000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	106
1.850375000000e+02	7.689300000000e+00	VizieR VII/26D/catalog	UGC07385
1.850423000000e+02	-2.606670000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3790
1.850526000000e+02	5.809290000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4804
1.851390000000e+02	9.853394444444e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122033.35+095112.2
1.851406700000e+02	7.880600000000e-01	item12_legacy_predecessor_coordinate_union	legacy-2437
1.851553000000e+02	-1.866710000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4021
1.851566666667e+02	2.863416666667e+01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC724720
1.851587500000e+02	4.629166667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6170
1.851588000000e+02	4.629170000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4805
1.851588300000e+02	4.629102000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1343
1.851588300000e+02	4.629102000000e+01	item12_legacy_predecessor_coordinate_union	legacy-148
1.851753700000e+02	2.934587000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1341
1.851753700000e+02	2.934587000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1342
1.851979000000e+02	-6.971700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4448
1.851979166667e+02	-6.971388888889e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.852287500000e+02	3.843027778000e+01	item12_legacy_predecessor_coordinate_union	legacy-6120
1.852287500000e+02	3.843027778000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KUG 1218+387
1.852737500000e+02	5.522222222222e-01	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC221540
1.852753143311e+02	3.989296722412e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-397651
1.853037100000e+02	1.838240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1344
1.853037100000e+02	1.838240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1345
1.853037100000e+02	1.838240000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1346
1.853125000000e+02	4.581138889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6168
1.853125000000e+02	4.581138889000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	DDO120
1.853159000000e+02	-2.199580000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4022
1.853188629150e+02	3.633442306519e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-401878
1.853241100000e+02	1.151111000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1347
1.853243000000e+02	1.151040000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4806
1.853505401611e+02	5.023677444458e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-175928
1.853662500000e+02	1.502444444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6010
1.853662500000e+02	1.502444444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KDG104
1.853864900000e+02	1.460613000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1348
1.853864900000e+02	1.460613000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1349
1.853970416667e+02	1.598335833333e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122135.27+155859.9
1.854133000000e+02	5.372800000000e+00	VizieR VII/26D/catalog	UGC07413
1.854227917000e+02	5.384833300000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	112
1.854291666700e+02	3.798722222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6117
1.854291666700e+02	3.798722222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KDG105
1.854326900000e+02	7.532262000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1363
1.854326900000e+02	7.532262000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1364
1.854326900000e+02	7.532262000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1365
1.854544000000e+02	-2.416830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3791
1.854663300000e+02	3.810292000000e+01	runs/gravity/roadmap/item-22-polarization-superposition-v1-source/sample-manifest.json	SDSSJ1221+3806
1.854731903076e+02	5.104253768921e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-175935
1.854788600000e+02	4.473770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1350
1.854788600000e+02	4.473770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1351
1.854788600000e+02	4.473770000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1352
1.854791666700e+02	3.505138889000e+01	item12_legacy_predecessor_coordinate_union	legacy-6101
1.854791666700e+02	3.505138889000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC7427
1.855093000000e+02	-3.579270000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3408
1.855234583000e+02	9.043555600000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	117
1.855312347412e+02	3.927587890625e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-397643
1.855316666700e+02	1.579916667000e+01	item12_legacy_predecessor_coordinate_union	legacy-6014
1.855316666700e+02	1.579916667000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	GR34
1.855355224609e+02	4.121339416504e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-397697
1.855366000000e+02	9.039500000000e+00	VizieR VII/26D/catalog	UGC07431
1.855514500000e+02	7.144390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1353
1.855514500000e+02	7.144390000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1354
1.855713653564e+02	3.747801589966e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-401964
1.856095600000e+02	2.920867000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1355
1.856191666667e+02	-4.651388888889e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.856252000000e+02	-4.652700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4173
1.856307000000e+02	1.553790000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4807
1.856332400000e+02	2.989530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1358
1.856332400000e+02	2.989530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1359
1.856332400000e+02	2.989530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1360
1.856332400000e+02	2.989530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1361
1.856332400000e+02	2.989530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1362
1.856493300000e+02	7.617331000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1373
1.856604166700e+02	6.014444440000e+00	item12_legacy_predecessor_coordinate_union	legacy-5957
1.856604166700e+02	6.014444440000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	VCC0565
1.856604900000e+02	1.180088000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1356
1.856604900000e+02	1.180088000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1357
1.856606000000e+02	1.180090000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4808
1.856606750488e+02	4.128443145752e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-282472
1.856760000000e+02	9.332472200000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	121
1.856863000000e+02	9.339600000000e+00	VizieR VII/26D/catalog	UGC07447
1.856923370361e+02	3.641032791138e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-401876
1.857195833300e+02	3.382861111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6098
1.857195833300e+02	3.382861111000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK141
1.857198600000e+02	6.680590000000e+00	item12_legacy_predecessor_coordinate_union	legacy-457
1.857288800000e+02	1.582230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1366
1.857288800000e+02	1.582230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1367
1.857288800000e+02	1.582230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1368
1.857288800000e+02	1.582230000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1369
1.857300000000e+02	-2.334700000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3792
1.857757300000e+02	5.250340000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1370
1.857757300000e+02	5.250340000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1371
1.857912597656e+02	3.988909530640e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-397639
1.858218700000e+02	1.136798000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1372
1.858219000000e+02	1.136800000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4809
1.858326000000e+02	-3.738260000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3409
1.858445416667e+02	2.798532222222e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122322.69+275907.0
1.858495416667e+02	7.473211111111e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122323.88+072823.4
1.858743000000e+02	1.942703000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1374
1.858743000000e+02	1.942703000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1375
1.859006958008e+02	4.454504394531e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-258617
1.859060400000e+02	1.754089000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1379
1.859112100000e+02	6.953940000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1376
1.859112100000e+02	6.953940000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1377
1.859112100000e+02	6.953940000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1378
1.859233000000e+02	2.961300000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5253
1.859353000000e+02	1.247830000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4271
1.859384000000e+02	-3.462220000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4270
1.859440612793e+02	3.615281295776e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-401864
1.859520700000e+02	7.185320000000e+00	item12_legacy_predecessor_coordinate_union	legacy-458
1.859748400000e+02	-3.442910000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1380
1.859748400000e+02	-3.442910000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1381
1.859750000000e+02	-3.442900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4810
1.859750000000e+02	-3.442777777778e+00	runs/gravity/roadmap/item-20-massive-phase-v1-source/sample-manifest.json	
1.859896000000e+02	-4.027080000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3248
1.860063000000e+02	1.220480000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4811
1.860065000000e+02	1.220502000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1382
1.860065000000e+02	1.220502000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1383
1.860065000000e+02	1.220502000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1384
1.860230300000e+02	7.041250000000e+00	item12_legacy_predecessor_coordinate_union	legacy-459
1.860312500000e+02	5.100687026978e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-176142
1.860460800000e+02	3.152161000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1387
1.860605417000e+02	8.535805600000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	134
1.860614000000e+02	8.539700000000e+00	VizieR VII/26D/catalog	UGC07482
1.861034600000e+02	7.033414000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2438
1.861034600000e+02	7.033414000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2439
1.861114583333e+02	1.323344444444e+01	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122426.74+131400.3
1.861161000000e+02	1.745000000000e-01	item12_legacy_predecessor_coordinate_union	legacy-5057
1.861186676025e+02	4.601868057251e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-590053
1.861432000000e+02	-3.540880000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3410
1.861508500000e+02	3.938298000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1388
1.861508500000e+02	3.938298000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1389
1.861508500000e+02	3.938298000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1390
1.861803741455e+02	4.627899932861e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258747
1.861809997559e+02	4.441077041626e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258599
1.862111206055e+02	4.526190948486e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-258758
1.862154166667e+02	2.625000000000e+00	runs/gravity/roadmap/item-24-temporal-lapse-v1-source/galaxy-predictors.tsv	AGC225506
1.862309600000e+02	1.170429000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1391
1.862309600000e+02	1.170429000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1392
1.862309600000e+02	1.170429000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1393
1.862309600000e+02	1.170429000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1394
1.862309600000e+02	1.170429000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1395
1.862465972900e+02	4.596949768066e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258746
1.862658000000e+02	1.701530000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4272
1.862658400000e+02	1.701509000000e+01	item12_legacy_predecessor_coordinate_union	legacy-460
1.863000500000e+02	5.450613000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1401
1.863000500000e+02	5.450613000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1402
1.863000500000e+02	5.450613000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1403
1.863112335205e+02	4.594274139404e+01	runs/gravity/roadmap/item-15-manga-timescale-ratios-v1-source/sample-manifest.json	1-258804
1.863127000000e+02	5.739900000000e+00	VizieR VII/26D/catalog	UGC07498
1.863245833300e+02	2.671472222000e+01	item12_legacy_predecessor_coordinate_union	legacy-6055
1.863245833300e+02	2.671472222000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	IC3308
1.863252500000e+02	5.741194400000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	139
1.863253200000e+02	4.925020000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1396
1.863253200000e+02	4.925020000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1397
1.863355000000e+02	1.000650000000e+01	VizieR VII/26D/catalog	UGC07503
1.863423750000e+02	1.001680560000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	141
1.863424100000e+02	1.001671000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1398
1.863424100000e+02	1.001671000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1399
1.863424100000e+02	1.001671000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1400
1.863562500000e+02	1.647000000000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	142
1.863563000000e+02	1.647010000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4812
1.863570000000e+02	1.647320000000e+01	VizieR VII/26D/catalog	UGC07507
1.863662500000e+02	2.848250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6065
1.863662500000e+02	2.848250000000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	KK144
1.863880000000e+02	1.226030000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4273
1.863962400000e+02	4.568467000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1407
1.863962400000e+02	4.568467000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1408
1.863962400000e+02	4.568467000000e+01	item12_legacy_predecessor_coordinate_union	legacy-77
1.863963000000e+02	4.568470000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4814
1.864220833300e+02	2.158888890000e+00	item12_legacy_predecessor_coordinate_union	legacy-5948
1.864220833300e+02	2.158888890000e+00	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	UGC07512
1.864240112305e+02	3.654716110229e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-402014
1.864281158447e+02	4.733001708984e+01	runs/gravity/roadmap/item-13-manga-relaxation-mergers-v1-source/sample-manifest.json	1-620115
1.864283800000e+02	5.725800000000e-01	item12_legacy_predecessor_coordinate_union	legacy-1404
1.864283800000e+02	5.725800000000e-01	item12_legacy_predecessor_coordinate_union	legacy-1405
1.864446000000e+02	4.509900000000e+00	item12_legacy_predecessor_coordinate_union	legacy-5254
1.864446250000e+02	4.509852777778e+00	runs/gravity/roadmap/item-21-mixed-modes-v1-source/sample-manifest.json	SDSS J122546.71+043035.5
1.864448000000e+02	1.266210000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4813
1.864450800000e+02	1.266207000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1406
1.864458333300e+02	1.495194444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6009
1.864458333300e+02	1.495194444000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	VCC0841
1.864468841553e+02	4.590956878662e+01	runs/gravity/roadmap/item-14-gz3d-resonance-coherence-v1-source/sample-manifest.json	1-258820
1.864536000000e+02	3.354686000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1416
1.864536000000e+02	3.354686000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1417
1.864536000000e+02	3.354690000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4817
1.864538400000e+02	3.354675000000e+01	item12_legacy_predecessor_coordinate_union	legacy-149
1.864575000000e+02	3.354611111000e+01	item12_legacy_predecessor_coordinate_union	legacy-6092
1.864611000000e+02	1.045910000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4815
1.864611100000e+02	1.045903000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1409
1.864617000000e+02	7.556600000000e+00	VizieR VII/26D/catalog	UGC07518
1.864638700000e+02	2.756080000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1410
1.864755000000e+02	7.554833300000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	146
1.864755100000e+02	7.554820000000e+00	item12_legacy_predecessor_coordinate_union	legacy-461
1.864814000000e+02	1.821410000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4816
1.864818200000e+02	1.821392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1411
1.864818200000e+02	1.821392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1412
1.864818200000e+02	1.821392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1413
1.864818200000e+02	1.821392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1414
1.864818200000e+02	1.821392000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1415
1.864940000000e+02	-4.467990000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3122
1.864951000000e+02	1.567150000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4818
1.865297500000e+02	1.618100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1420
1.865297500000e+02	1.618100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1421
1.865297500000e+02	1.618100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1422
1.865298000000e+02	1.618100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4819
1.865315200000e+02	1.311279000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1418
1.865315200000e+02	1.311279000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1419
1.865327800000e+02	5.831720000000e+01	item12_legacy_predecessor_coordinate_union	legacy-2440
1.865337500000e+02	5.832250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6211
1.865562133789e+02	4.553871154785e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-258782
1.865663000000e+02	4.849350000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5401
1.865666666700e+02	4.849194444000e+01	item12_legacy_predecessor_coordinate_union	legacy-6182
1.865667500000e+02	4.849350000000e+01	item12_legacy_predecessor_coordinate_union	legacy-172
1.865975000000e+02	2.774555556000e+01	item12_legacy_predecessor_coordinate_union	legacy-6062
1.865975000000e+02	2.774555556000e+01	runs/gravity/roadmap/item-11-neargalcat-external-field-v1-source/sample-manifest.json	IC3341
1.866128700000e+02	3.122354000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1430
1.866244100000e+02	8.872240000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1423
1.866244100000e+02	8.872240000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1424
1.866338000000e+02	1.260670000000e+01	VizieR VII/26D/catalog	UGC07538
1.866343000000e+02	1.261067000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1427
1.866343000000e+02	1.261067000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1428
1.866343000000e+02	1.261067000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1429
1.866343750000e+02	1.261097220000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	151
1.866344000000e+02	1.261100000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4820
1.866503500000e+02	3.964700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1425
1.866503500000e+02	3.964700000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1426
1.866863000000e+02	7.923400000000e+00	VizieR VII/26D/catalog	UGC07541
1.866946667000e+02	7.919000000000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	153
1.866946700000e+02	7.918830000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1431
1.866946700000e+02	7.918830000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1432
1.866946700000e+02	7.918830000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1433
1.867269000000e+02	-3.642420000000e+01	item12_legacy_predecessor_coordinate_union	legacy-3411
1.867276200000e+02	-8.776400000000e-01	item12_legacy_predecessor_coordinate_union	legacy-1385
1.867276200000e+02	-8.776400000000e-01	item12_legacy_predecessor_coordinate_union	legacy-1386
1.867323000000e+02	1.504010000000e+01	VizieR VII/26D/catalog	UGC07551
1.867351250000e+02	1.504741670000e+01	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	156
1.867351400000e+02	1.504742000000e+01	item12_legacy_predecessor_coordinate_union	legacy-1434
1.867352000000e+02	1.504740000000e+01	item12_legacy_predecessor_coordinate_union	legacy-4822
1.867353100000e+02	5.496079000000e+01	runs/gravity/roadmap/item-22-polarization-superposition-v1-source/sample-manifest.json	SDSSJ122656.45+545739.0
1.867393000000e+02	2.490100000000e+00	VizieR VII/26D/catalog	UGC07549
1.867432208333e+02	3.354648888889e+01	runs/gravity/roadmap/item-15-accept-lc2-timescale-ratios-v2-source/sample-manifest.json	
1.867436667000e+02	2.494361100000e+00	runs/gravity/roadmap/item-26-retarded-gravity-v1-source/sample-manifest.json	157
1.867438000000e+02	2.494400000000e+00	item12_legacy_predecessor_coordinate_union	legacy-4821
1.867599182129e+02	4.011283874512e+01	runs/gravity/roadmap/item-12-manga-dynamical-age-v1-source/sample-manifest.json	1-397224
1.867712500000e+02	3.714250000000e+01	item12_legacy_predecessor_coordinate_union	legacy-6113
1.867715000000e+02	3.714260000000e+01	item12_legacy_predecessor_coordinate_union	legacy-5255
1.867731900000e+02	3.714177000000e+01	item12_legacy_predecessor_coordinate_union	legacy-150
1.867873800000e+02	5.880220000000e+00	item12_legacy_predecessor_coordinate_union	legacy-1435
1.867952550645e+02	7.263869145962e+00	item12_legacy_predecessor_coordinate_union	legacy-5745
