TrackFileBase	StreamName	StreamShortName	TrackRef	TrackType	InfoFlags	has_empirical_track	has_D	has_pm	has_vrad	D_caveat	pm_caveat	vrad_caveat	sky_status	D_status	pm_status	vrad_status	usable_3d	usable_6d	data_defects	n_track_points	track_length_deg	pole_ra_deg	pole_dec_deg	pole_l_deg	pole_b_deg	orbit_inc_to_disc_deg	mid_l_deg	mid_b_deg	mid_distance_kpc	b_min_deg	b_max_deg	absb_min_deg	absb_max_deg	dist_min_kpc	dist_max_kpc	z_min_kpc	z_max_kpc	absz_max_kpc	R_gc_min_kpc	R_gc_max_kpc	width_phi2	width_pm_phi1_cosphi2	width_pm_phi2	dist_ptp_kpc	pmra_ptp_masyr	rv_ptp_kms
track.st.M68.ibata2021	M68	M68	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1532	15.3583	104.19892	7.91238	206.48122	4.78264	85.2174	298.85762	26.38024	4.1061	18.8045	33.8477	18.8045	33.8477	3.96261	4.24168	1.3341	2.3	2.3	7.2888	7.3929	0.44312	0.78426	0.38113	0.279069	0.610542	362.280632
track.st.M92.ibata2021	M92	M92	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1970	21.0819	34.47362	37.0814	141.50003	-22.65337	67.3466	67.68873	33.22845	9.39976	23.614	43.8589	23.614	43.8589	6.9993	9.42761	2.8177	6.3598	6.3598	8.4659	10.452	1.40859	0.80895	0.77168	2.428312	0.672565	431.728444
track.st.M92.ibata2024	M92	M92	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1716	19.2243	48.4962	41.75155	149.50307	-13.64958	76.3504	67.92865	31.37975	1.0	22.7201	40.9211	22.7201	40.9211	1.0	1.0						1.05657	0.45269	0.33478	0.0	3.392732	312.595669
track.st.M92.sollima2020	M92	M92	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		748	9.3037	60.53583	45.19759	154.50284	-5.66587	84.3341	68.40586	34.85225	8.501	30.6293	38.2637	30.6293	38.2637	8.501	8.501	4.3444	5.2783	5.2783	9.5234	9.826	0.06442	0.0	0.0	0.0	0.0	0.0
track.st.M92.thomas2020	M92	M92	thomas2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		1635	18.2335	70.60698	46.58558	158.46933	0.27576	89.7242	68.17345	34.85808	8.3	25.0494	41.2703	25.0494	41.2703	8.3	8.3	3.5269	5.4883	5.4883	9.1451	9.6839	0.00012	0.0	0.0	0.0	0.0	0.0
track.st.Molonglo.grillmair2017b	Molonglo	Mol	grillmair2017b	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		1936	19.3593	251.32353	-46.61368	338.77058	-0.6662	89.3338	71.62414	-76.86038	20.0	-86.4796	-67.1826	67.1826	86.4796	20.0	20.0	-19.9419	-18.4205	19.9419	20.6097	21.5109	0.00042	0.0	0.0	0.0	0.0	0.0
track.st.Monoceros.ramos2021	Monoceros	MNC	ramos2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	SINGLE_MEAN_VALUE	MEASURED_TRACK	ABSENT	0	0	distance_flag_set_but_column_is_constant	4579	46.9144	216.17467	15.63465	9.72655	65.49994	24.5001	164.65563	22.42788	10.6	18.4145	26.4254	18.4145	26.4254	10.6	10.6	3.3894	4.7624	4.7624	17.4417	18.2881	0.02564	0.02449	0.02543	0.0	0.772666	0.0
track.st.Murrumbidgee.grillmair2017b	Murrumbidgee	Mur	grillmair2017b	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		11872	123.6017	265.70246	-26.14395	2.05384	1.99196	88.008	280.05467	-75.64278	20.0	-88.8104	-16.3235	16.3235	88.8104	20.0	20.0	-19.9739	-5.6084	19.9739	20.3856	22.8801	0.15398	0.0	0.0	0.0	0.0	0.0
track.st.NGC1261.ibata2021	NGC1261	NGC1261	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1699	17.4291	334.09342	10.80333	72.93016	-36.59564	53.4044	269.87063	-52.02719	19.91888	-52.2036	-49.7823	49.7823	52.2036	16.47161	22.67322	-17.4624	-12.5629	17.4624	17.2897	25.2424	0.96042	0.07312	0.00912	6.20161	0.436698	0.0
track.st.NGC1261.ibata2024	NGC1261	N1261	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	2724	29.1051	10.76598	30.39305	120.79212	-32.4439	57.5561	281.88074	-56.08435	1.0	-56.5216	-46.9183	46.9183	56.5216	1.0	1.0						0.61111	0.49779	0.42923	0.0	3.329497	6669.53945
track.st.NGC1261a.ibata2024	NGC1261a	N1261a	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	1668	17.133	330.0502	7.97038	66.97595	-35.68852	54.3115	267.69979	-52.51191	1.0	-53.3462	-50.2142	50.2142	53.3462	1.0	1.0	-0.7812	-0.7479	0.7812	8.0647	8.3515	0.87389	0.50306	0.45153	0.0	0.888933	104.539137
track.st.NGC1261b.ibata2024	NGC1261b	N1261b	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	1044	10.7211	91.26336	29.58078	181.57869	3.98619	86.0138	266.30073	-52.97007	1.0	-58.1	-47.7055	47.7055	58.1	1.0	1.0						0.66524	0.3533	0.45467	0.0	0.524166	33325558.191657
track.st.NGC1851.ibata2021	NGC1851	NGC1851	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1470	15.7948	350.41021	2.30279	83.0635	-53.47113	36.5289	248.7188	-35.7364	13.60631	-35.922	-32.3535	32.3535	35.922	13.50481	14.69866	-7.9424	-7.6349	7.9424	17.4988	18.4339	0.02526	0.02501	0.01855	1.193853	0.179525	0.0
track.st.NGC1851.ibata2024	NGC1851	N1851	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	835	8.8194	157.69933	12.67583	229.61797	54.08917	35.9108	243.34047	-35.07875	1.0	-37.7624	-34.747	34.747	37.7624	1.0	1.0						0.60005	0.15734	0.26653	0.0	0.529563	2945.268821
track.st.NGC2298.ibata2021	NGC2298	NGC2298	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1165	11.8259	147.35381	44.34924	175.27669	49.88713	40.1129	243.47508	-17.36581	12.37877	-21.6279	-14.3933	14.3933	21.6279	10.38705	13.83664	-4.7127	-2.6563	4.7127	15.3912	18.9933	0.00416	0.00834	0.00937	3.449588	0.55038	0.0
track.st.NGC2298.ibata2024	NGC2298	N2298	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	1278	13.0508	146.59608	44.77915	174.76427	49.28224	40.7178	244.21272	-16.80395	1.0	-21.1744	-13.6231	13.6231	21.1744	1.0	1.0	-0.3392	-0.2139	0.3392	8.5049	8.6448	0.3755	0.30193	0.2843	0.0	0.697541	36.89732
track.st.NGC2298.sollima2020	NGC2298	N2298	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		450	4.6903	324.10245	-45.74962	353.74448	-47.39482	42.6052	245.63301	-16.0114	9.828	-16.7419	-14.9903	14.9903	16.7419	9.828	9.828	-2.7996	-2.5122	2.7996	14.8433	15.1762	0.0089	0.0	0.0	0.0	0.0	0.0
track.st.NGC2808.ibata2021	NGC2808	NGC2808	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1940	19.4742	184.51672	18.0099	261.05009	78.07156	11.9284	281.79763	-11.17283	8.74142	-12.036	-10.9869	10.9869	12.036	1.91903	8.93927	-1.6989	-0.3795	1.6989	8.2838	10.674	0.01683	0.0241	0.02073	7.020241	2.654468	0.0
track.st.NGC2808.ibata2024	NGC2808	N2808	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1426	15.0531	171.13178	21.69032	223.57865	69.5121	20.4879	283.5947	-10.57537	1.0	-12.2899	-9.8899	9.8899	12.2899	1.0	1.0						0.49285	0.52449	0.29579	0.0	0.615411	44.787434
track.st.NGC288.ibata2021	NGC288	NGC288	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1200	12.1172	82.73992	35.11179	173.12145	0.67835	89.3217	93.85259	-86.32491	10.98226	-89.366	-80.4174	80.4174	89.366	10.61767	11.49276	-11.3124	-10.5863	11.3124	13.4926	13.8785	0.02732	0.0108	0.00245	0.875088	0.187234	0.0
track.st.NGC288.ibata2024	NGC288	N288	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	1885	30.1882	97.74775	9.66464	202.01047	-0.09281	89.9072	302.3014	-82.76553	1.0	-89.9776	-68.1624	68.1624	89.9776	1.0	1.0						0.90103	0.37797	0.23836	0.0	1.233032	2545.67748
track.st.NGC288.sollima2020	NGC288	N288	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		684	10.3274	68.73681	46.93597	157.3535	-0.44463	89.5554	153.41946	-89.04541	8.988	-89.5765	-85.9932	85.9932	89.5765	8.988	8.988	-8.9669	-8.946	8.9669	11.8998	12.2815	0.37277	0.0	0.0	0.0	0.0	0.0
track.st.NGC3201-Gjoll.ibata2021	NGC3201-Gjoll	NGC	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		5745	57.4672	156.89967	46.60348	168.67583	55.71636	34.2836	221.59843	-22.34247	3.3198	-31.9062	-7.8419	7.8419	31.9062	3.27541	3.94198	-2.0542	-0.4277	2.0542	9.8696	11.6131	0.69355	1.00941	0.28437	0.666571	6.226563	435.663913
track.st.NGC3201-Gjoll.ibata2024	NGC3201-Gjoll	NGC	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	11155	111.6115	157.16038	46.64801	168.48272	55.86554	34.1345	233.77933	-15.80787	1.0	-33.0586	10.8916	0.0008	33.0586	1.0	1.0						0.66249	0.69217	0.42091	0.0	18.290821	748.946502
track.st.NGC3201-Gjoll.palau2021	NGC3201-Gjoll	NGC3201	palau2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		13616	136.8607	156.48924	47.47281	167.44495	55.12811	34.8719	277.2358	8.62954	5.23343	-34.2976	14.9824	0.0014	34.2976	3.1091	6.1526	-3.4297	1.0417	3.4297	7.5376	13.5578	0.68257	0.647	0.3989	3.043502	20.192941	0.0
track.st.NGC3201.ibata2021	NGC3201	N3201	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1185	11.9279	172.40626	42.1594	165.63805	67.54715	22.4529	277.88131	8.89116	4.64786	6.2659	11.2513	6.2659	11.2513	4.626	5.38727	0.6082	1.0677	1.0677	8.6618	9.5508	0.54026	1.21298	0.60258	0.761271	3.525908	1193.632728
track.st.NGC5466.grillmair2006	NGC5466	NGC5466	grillmair2006	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		4493	45.3042	157.80181	-47.52858	279.81376	8.95008	81.0499	54.61142	77.40063	16.6	56.5322	81.0807	56.5322	81.0807	16.6	16.6	13.848	16.4213	16.4213	14.5561	20.2582	0.11994	0.0	0.0	0.0	0.0	0.0
track.st.NGC5466.ibata2021	NGC5466	NGC5466	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1677	16.7869	340.36807	49.42351	102.26189	-8.16083	81.8392	33.53714	68.43797	14.27214	60.3792	75.8077	60.3792	75.8077	14.11713	15.62511	12.2772	15.1623	15.1623	12.8527	16.3566	0.00122	0.00266	0.00313	1.507978	1.226556	0.0
track.st.NGC5466.ibata2024	NGC5466	N5466	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	2234	22.3767	338.61505	48.10928	100.58938	-8.73096	81.269	37.19588	71.07344	1.0	60.5053	79.7599	60.5053	79.7599	1.0	1.0	0.8901	1.0047	1.0047	7.7399	8.1131	0.39782	0.18727	0.15908	0.0	2.45071	236.099521
track.st.NGC5466.jensen2021	NGC5466	NGC5466	jensen2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		3089	30.8993	343.14105	50.75614	104.47759	-7.80669	82.1933	42.07394	73.61239	16.7385	60.6855	82.1453	60.6855	82.1453	14.32165	26.80784	12.4938	26.5486	26.5486	13.1112	28.6217	1.19542	0.24032	0.26844	12.486188	2.582561	0.0
track.st.NGC6101.ibata2021	NGC6101	NGC6101	ibata2021	st	1110	1	1	1	0	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	ABSENT	1	0		1049	10.5206	227.09743	16.98434	22.34755	56.81079	33.1892	321.50442	-17.67266	14.71932	-20.4003	-15.4457	15.4457	20.4003	14.47356	15.98276	-5.5823	-3.936	5.5823	9.8284	11.0103	0.00083	0.00473	0.01563	1.509197	0.211934	0.0
track.st.NGC6101.ibata2024	NGC6101	N6101	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	1532	15.3736	227.77987	16.95991	22.78337	56.2035	33.7965	318.03467	-15.93754	1.0	-19.3061	-12.3992	12.3992	19.3061	1.0	1.0	-0.3118	-0.1956	0.3118	7.3734	7.5205	0.21891	0.31599	0.29774	0.0	1.351665	31.038323
track.st.NGC6362.sollima2020	NGC6362	N6362	sollima2020	st	1000	1	0	0	0	0	0	0	EMPIRICAL_TRACK	ABSENT	ABSENT	ABSENT	0	0		394	4.5311	303.67345	18.05242	58.74343	-9.17049	80.8295	325.56068	-17.57078	7.649	-18.3616	-14.815	14.815	18.3616	7.649	7.649	-2.404	-1.9509	2.404	4.8951	5.2997	0.03279	0.0	0.0	0.0	0.0	0.0
track.st.NGC6397.ibata2021	NGC6397	N6397	ibata2021	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	MEASURED_TRACK	MEASURED_TRACK	MEASURED_TRACK	1	1		1791	18.2763	279.64536	35.95448	64.76994	17.94598	72.054	340.23352	-16.38636	2.523	-24.5492	-8.6968	8.6968	24.5492	2.38935	2.5942	-1.0628	-0.346	1.0628	5.9438	6.0726	0.47201	0.36941	0.60793	0.204847	4.894065	69.935317
track.st.NGC6397.ibata2024	NGC6397	N6397	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	3408	36.0809	267.32962	34.87059	60.26973	27.14203	62.858	344.50785	-25.70043	1.0	-35.0152	-10.3436	10.3436	35.0152	1.0	1.0						0.95831	0.52803	0.4795	0.0	3.686091	50.405264
track.st.NGC7492.ibata2024	NGC7492	N7492	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_filler_is_unphysical_gt_1000kms	804	8.1083	273.8827	45.16486	72.76655	24.91464	65.0854	54.89174	-63.8751	1.0	-64.3546	-63.5562	63.5562	64.3546	1.0	1.0	-0.8812	-0.8753	0.8812	7.8714	7.99	0.79114	0.10047	0.19562	0.0	0.421053	0.0
track.st.New-1.ibata2024	New-1	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	2874	28.7582	115.35284	1.39216	217.44209	11.7446	78.2554	280.85241	-65.08506	1.0	-76.4455	-51.7906	51.7906	76.4455	1.0	1.0	-0.9512	-0.7655	0.9512	7.9552	8.2524	0.10993	0.15116	0.07828	0.0	0.502627	138.490171
track.st.New-10.ibata2024	New-10	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2400	26.0763	63.31611	21.87726	172.90558	-20.84907	69.1509	251.0015	28.07957	1.0	16.4047	39.204	16.4047	39.204	1.0	1.0						1.1528	0.48443	0.56365	0.0	0.325667	14.853814
track.st.New-11.ibata2024	New-11	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	689	7.2013	239.85135	-5.07527	4.85542	34.35677	55.6432	186.87117	55.63614	1.0	54.9599	56.0357	54.9599	56.0357	1.0	1.0						0.31845	0.18857	0.12845	0.0	0.786336	3903.714022
track.st.New-12.ibata2024	New-12	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler	1437	15.9921	85.87674	16.14138	190.70794	-7.06157	82.9384	278.48035	17.57352	1.0	9.7515	25.3875	9.7515	25.3875	1.0	1.0	0.1897	0.4493	0.4493	8.0107	8.0764	1.4973	0.62106	0.48073	0.0	1.902234	244.264912
track.st.New-13.ibata2024	New-13	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	2912	29.3465	87.49957	18.45457	189.50684	-4.54691	85.4531	277.66232	21.96739	1.0	7.7752	36.1738	7.7752	36.1738	1.0	1.0	0.1556	0.6109	0.6109	7.9876	8.1231	0.851	0.48236	0.60866	0.0	10.045743	79.841757
track.st.New-14.ibata2024	New-14	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	921	10.2927	251.71357	21.05336	40.04115	36.39846	53.6015	275.40223	38.17138	1.0	34.6062	39.9098	34.6062	39.9098	1.0	1.0						0.75698	0.1943	0.62397	0.0	2.082781	18.527949
track.st.New-15.ibata2024	New-15	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1831	19.9139	38.76114	73.89264	130.06198	12.47249	77.5275	255.03914	68.37799	1.0	61.0686	75.3299	61.0686	75.3299	1.0	1.0						3.14697	0.35124	0.71336	0.0	1.917109	25.332924
track.st.New-16.ibata2024	New-16	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	2215	22.3023	105.26886	9.19885	205.80298	6.30537	83.6946	299.00057	26.76046	1.0	15.7805	37.9321	15.7805	37.9321	1.0	1.0	0.2916	0.6346	0.6346	7.7276	7.7994	0.43836	0.42925	0.34247	0.0	1.01117	1748.200093
track.st.New-17.ibata2024	New-17	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_filler_is_unphysical_gt_1000kms	852	9.17	330.91845	54.22578	99.92899	-0.97693	89.0231	13.34547	73.80919	1.0	69.3157	78.2007	69.3157	78.2007	1.0	1.0	0.9555	0.9992	0.9992	7.8328	7.9891	0.32471	0.3348	0.30912	0.0	1.121073	0.0
track.st.New-18.ibata2024	New-18	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_filler_is_unphysical_gt_1000kms	989	11.3955	114.25135	19.88369	199.62713	18.6868	71.3132	15.34482	69.52919	1.0	69.5261	72.639	69.5261	72.639	1.0	1.0	0.9568	0.9746	0.9746	7.8381	7.9231	1.86148	0.78708	1.0405	0.0	2.551501	0.0
track.st.New-19.ibata2024	New-19	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	573	5.0846	117.28518	19.96719	200.71133	21.35222	68.6478	56.8418	64.47526	1.0	62.8047	65.3425	62.8047	65.3425	1.0	1.0						1.25972	0.45269	0.75616	0.0	0.264986	23457.054043
track.st.New-2.ibata2024	New-2	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	6251	63.8345	161.33613	82.59516	127.55962	33.36395	56.636	158.22219	-52.38935	1.0	-61.5125	-29.2234	29.2234	61.5125	1.0	1.0						4.39026	1.13442	4.72457	0.0	34.307903	124.105063
track.st.New-20.ibata2024	New-20	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	889	9.5127	227.71992	-6.56605	353.10976	42.32581	47.6742	63.61739	-19.73793	1.0	-22.0223	-15.8121	15.8121	22.0223	1.0	1.0						1.86192	4.30268	2.362	0.0	1.100353	119.492621
track.st.New-21.ibata2024	New-21	New	ibata2024	st	1010	1	0	1	0	0	0	0	EMPIRICAL_TRACK	ABSENT	MEASURED_TRACK	ABSENT	0	0	vrad_flag_clear_but_column_populated_with_filler;vrad_filler_is_unphysical_gt_1000kms	956	11.0623	62.31278	52.31722	150.61084	0.41288	89.5871	60.66829	-24.87581	1.0	-29.65	-20.094	20.094	29.65	1.0	1.0	-0.4751	-0.3239	0.4751	7.7086	7.746	0.99173	0.57581	0.76165	0.0	4.705664	1441508.26088
track.st.New-22.ibata2024	New-22	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	1125	11.3182	33.13808	32.85543	142.00329	-26.99466	63.0053	15.42878	-49.46534	1.0	-53.8	-45.1801	45.1801	53.8	1.0	1.0						0.37505	0.25494	0.46612	0.0	0.882053	108.273537
track.st.New-23.ibata2024	New-23	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	3011	30.1867	178.94055	68.72952	130.3658	47.58708	42.4129	76.74811	-28.45602	1.0	-34.8431	-20.4065	20.4065	34.8431	1.0	1.0						0.7569	1.27467	0.95247	0.0	24.48086	14237.589566
track.st.New-24.ibata2024	New-24	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	299	4.0512	25.96269	71.91271	127.02371	9.45859	80.5414	48.90156	-49.79993	1.0	-51.7214	-48.4049	48.4049	51.7214	1.0	1.0						0.89614	0.61408	0.71874	0.0	0.78707	9043.953824
track.st.New-25.ibata2024	New-25	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	2235	23.1215	47.64269	26.66397	157.71164	-26.65394	63.3461	19.23953	-56.17349	1.0	-60.8718	-49.7505	49.7505	60.8718	1.0	1.0						1.03636	0.61073	0.30546	0.0	0.676793	708.521678
track.st.New-26.ibata2024	New-26	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	UNPHYSICAL	0	0	distance_flag_set_but_column_is_1kpc_placeholder;vrad_flag_set_but_values_exceed_1000kms	840	8.4891	206.7809	50.20983	101.908	64.58424	25.4158	93.38364	-25.19032	1.0	-25.9127	-24.8048	24.8048	25.9127	1.0	1.0						0.39439	0.29941	0.23829	0.0	2.595765	21841.440969
track.st.New-27.ibata2024	New-27	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	646	11.818	264.33258	8.86676	32.56639	20.46885	69.5311	336.45766	-56.09112	1.0	-59.8721	-51.3785	51.3785	59.8721	1.0	1.0						0.40736	0.35496	0.21465	0.0	2.004872	282.281294
track.st.New-3.ibata2024	New-3	New	ibata2024	st	1111	1	1	1	1	0	0	0	EMPIRICAL_TRACK	PLACEHOLDER_1KPC	MEASURED_TRACK	MEASURED_TRACK	0	0	distance_flag_set_but_column_is_1kpc_placeholder	7127	70.9599	37.47527	64.82904	133.16059	3.93099	86.069	222.53466	-8.89348	1.0	-44.12	26.5894	0.0048	44.12	1.0	1.0						3.35914	2.08273	2.38762	0.0	28.578642	302.834901
