galaxy,model,R_kpc,z_kpc,gR,gz,return_gR,return_gz,relative_error
NGC3198,NFW-LCDM,0.5,0,-2615.113746897465,-0.0,-2615.113746897453,-0.0,4.5211919126176535e-15
NGC3198,NFW-LCDM,0.5,0.5,-1817.21148309191,-1817.21148309191,-1817.2114830919093,-1817.2114830919093,3.75366891898072e-16
NGC3198,NFW-LCDM,0.5,2,-558.8507367056005,-2235.402946822402,-558.8507367055996,-2235.4029468223985,1.6274376001262121e-15
NGC3198,NFW-LCDM,0.5,8,-96.11544115430075,-1537.847058468812,-96.11544115430068,-1537.847058468811,7.392597143880524e-16
NGC3198,NFW-LCDM,0.5,32,-8.809550374762217,-563.8112239847819,-8.809550374762214,-563.8112239847817,4.032797960924757e-16
NGC3198,NFW-LCDM,0.5,-0.5,-1817.21148309191,1817.21148309191,-1817.2114830919093,1817.2114830919093,3.75366891898072e-16
NGC3198,NFW-LCDM,0.5,-2,-558.8507367056005,2235.402946822402,-558.8507367055996,2235.4029468223985,1.6274376001262121e-15
NGC3198,NFW-LCDM,0.5,-8,-96.11544115430075,1537.847058468812,-96.11544115430068,1537.847058468811,7.392597143880524e-16
NGC3198,NFW-LCDM,0.5,-32,-8.809550374762217,563.8112239847819,-8.809550374762214,563.8112239847817,4.032797960924757e-16
NGC3198,NFW-LCDM,1,0,-2508.226060028959,-0.0,-2508.2260600289496,-0.0,3.807349951744576e-15
NGC3198,NFW-LCDM,1,0.5,-2221.8138718947753,-1110.9069359473876,-2221.8138718947775,-1110.9069359473888,1.023369591483046e-15
NGC3198,NFW-LCDM,1,2,-1016.6621993042498,-2033.3243986084997,-1016.6621993042469,-2033.3243986084938,2.9074138713771896e-15
NGC3198,NFW-LCDM,1,8,-190.59170535106412,-1524.733642808513,-190.59170535106395,-1524.7336428085116,8.947412284722072e-16
NGC3198,NFW-LCDM,1,32,-17.606285849804173,-563.4011471937336,-17.60628584980417,-563.4011471937334,2.0178666353074213e-16
NGC3198,NFW-LCDM,1,-0.5,-2221.8138718947753,1110.9069359473876,-2221.8138718947775,1110.9069359473888,1.023369591483046e-15
NGC3198,NFW-LCDM,1,-2,-1016.6621993042498,2033.3243986084997,-1016.6621993042469,2033.3243986084938,2.9074138713771896e-15
NGC3198,NFW-LCDM,1,-8,-190.59170535106412,1524.733642808513,-190.59170535106395,1524.7336428085116,8.947412284722072e-16
NGC3198,NFW-LCDM,1,-32,-17.606285849804173,563.4011471937336,-17.60628584980417,563.4011471937334,2.0178666353074213e-16
NGC3198,NFW-LCDM,2,0,-2315.2588834993785,-0.0,-2315.258883499376,-0.0,9.820658806827253e-16
NGC3198,NFW-LCDM,2,0.5,-2235.402946822402,-558.8507367056005,-2235.4029468223985,-558.8507367055996,1.6274376001262121e-15
NGC3198,NFW-LCDM,2,2,-1536.922472765192,-1536.922472765192,-1536.9224727651924,-1536.9224727651924,2.958817760457977e-16
NGC3198,NFW-LCDM,2,8,-368.66267146056856,-1474.6506858422742,-368.66267146056833,-1474.6506858422733,6.16752638780657e-16
NGC3198,NFW-LCDM,2,32,-35.11040802697255,-561.7665284315608,-35.110408026972536,-561.7665284315606,4.047476379165098e-16
NGC3198,NFW-LCDM,2,-0.5,-2235.402946822402,558.8507367056005,-2235.4029468223985,558.8507367055996,1.6274376001262121e-15
NGC3198,NFW-LCDM,2,-2,-1536.922472765192,1536.922472765192,-1536.9224727651924,1536.9224727651924,2.958817760457977e-16
NGC3198,NFW-LCDM,2,-8,-368.66267146056856,1474.6506858422742,-368.66267146056833,1474.6506858422733,6.16752638780657e-16
NGC3198,NFW-LCDM,2,-32,-35.11040802697255,561.7665284315608,-35.110408026972536,561.7665284315606,4.047476379165098e-16
NGC3198,NFW-LCDM,4,0,-1996.5178343547693,-0.0,-1996.5178343547666,-0.0,1.366621453797617e-15
NGC3198,NFW-LCDM,4,0.5,-1976.7627400717975,-247.09534250897468,-1976.7627400717997,-247.09534250897497,1.1502325030416835e-15
NGC3198,NFW-LCDM,4,2,-1727.9404305250857,-863.9702152625429,-1727.940430525083,-863.9702152625415,1.5790382915513206e-15
NGC3198,NFW-LCDM,4,8,-652.8426904728803,-1305.6853809457607,-652.8426904728806,-1305.6853809457612,3.4828248636518563e-16
NGC3198,NFW-LCDM,4,32,-69.41472005960907,-555.3177604768725,-69.41472005960904,-555.3177604768723,4.0944787223800945e-16
NGC3198,NFW-LCDM,4,-0.5,-1976.7627400717975,247.09534250897468,-1976.7627400717997,247.09534250897497,1.1502325030416835e-15
NGC3198,NFW-LCDM,4,-2,-1727.9404305250857,863.9702152625429,-1727.940430525083,863.9702152625415,1.5790382915513206e-15
NGC3198,NFW-LCDM,4,-8,-652.8426904728803,1305.6853809457607,-652.8426904728806,1305.6853809457612,3.4828248636518563e-16
NGC3198,NFW-LCDM,4,-32,-69.41472005960907,555.3177604768725,-69.41472005960904,555.3177604768723,4.0944787223800945e-16
NGC3198,NFW-LCDM,8,0,-1542.2737072519888,-0.0,-1542.2737072519883,-0.0,2.9485515362686784e-16
NGC3198,NFW-LCDM,8,0.5,-1537.847058468812,-96.11544115430075,-1537.847058468811,-96.11544115430068,7.392597143880524e-16
NGC3198,NFW-LCDM,8,2,-1474.6506858422742,-368.66267146056856,-1474.6506858422733,-368.66267146056833,6.16752638780657e-16
NGC3198,NFW-LCDM,8,8,-906.6793080082466,-906.6793080082466,-906.6793080082459,-906.6793080082459,7.523288778125417e-16
NGC3198,NFW-LCDM,8,32,-132.71975137387318,-530.8790054954927,-132.71975137387315,-530.8790054954926,2.141483022398053e-16
NGC3198,NFW-LCDM,8,-0.5,-1537.847058468812,96.11544115430075,-1537.847058468811,96.11544115430068,7.392597143880524e-16
NGC3198,NFW-LCDM,8,-2,-1474.6506858422742,368.66267146056856,-1474.6506858422733,368.66267146056833,6.16752638780657e-16
NGC3198,NFW-LCDM,8,-8,-906.6793080082466,906.6793080082466,-906.6793080082459,906.6793080082459,7.523288778125417e-16
NGC3198,NFW-LCDM,8,-32,-132.71975137387318,530.8790054954927,-132.71975137387315,530.8790054954926,2.141483022398053e-16
NGC3198,NFW-LCDM,16,0,-1020.9064922637841,-0.0,-1020.9064922637838,-0.0,3.340761526636703e-16
NGC3198,NFW-LCDM,16,0.5,-1020.0483362530035,-31.87651050790636,-1020.0483362530031,-31.876510507906346,4.458096099219289e-16
NGC3198,NFW-LCDM,16,2,-1007.34959124929,-125.91869890616125,-1007.3495912492896,-125.9186989061612,4.514295283750477e-16
NGC3198,NFW-LCDM,16,8,-840.3518433788742,-420.1759216894371,-840.3518433788735,-420.17592168943673,8.117088475548934e-16
NGC3198,NFW-LCDM,16,32,-225.36775955122548,-450.73551910245095,-225.36775955122545,-450.7355191024509,1.2611257922162478e-16
NGC3198,NFW-LCDM,16,-0.5,-1020.0483362530035,31.87651050790636,-1020.0483362530031,31.876510507906346,4.458096099219289e-16
NGC3198,NFW-LCDM,16,-2,-1007.34959124929,125.91869890616125,-1007.3495912492896,125.9186989061612,4.514295283750477e-16
NGC3198,NFW-LCDM,16,-8,-840.3518433788742,420.1759216894371,-840.3518433788735,420.17592168943673,8.117088475548934e-16
NGC3198,NFW-LCDM,16,-32,-225.36775955122548,450.73551910245095,-225.36775955122545,450.7355191024509,1.2611257922162478e-16
NGC3198,NFW-LCDM,32,0,-563.9480431253901,-0.0,-563.94804312539,-0.0,2.0159097829574084e-16
NGC3198,NFW-LCDM,32,0.5,-563.8112239847819,-8.809550374762217,-563.8112239847817,-8.809550374762214,4.032797960924757e-16
NGC3198,NFW-LCDM,32,2,-561.7665284315608,-35.11040802697255,-561.7665284315606,-35.110408026972536,4.047476379165098e-16
NGC3198,NFW-LCDM,32,8,-530.8790054954927,-132.71975137387318,-530.8790054954926,-132.71975137387315,2.141483022398053e-16
NGC3198,NFW-LCDM,32,32,-277.08267016334105,-277.08267016334105,-277.082670163341,-277.082670163341,2.0514967185532988e-16
NGC3198,NFW-LCDM,32,-0.5,-563.8112239847819,8.809550374762217,-563.8112239847817,8.809550374762214,4.032797960924757e-16
NGC3198,NFW-LCDM,32,-2,-561.7665284315608,35.11040802697255,-561.7665284315606,35.110408026972536,4.047476379165098e-16
NGC3198,NFW-LCDM,32,-8,-530.8790054954927,132.71975137387318,-530.8790054954926,132.71975137387315,2.141483022398053e-16
NGC3198,NFW-LCDM,32,-32,-277.08267016334105,277.08267016334105,-277.082670163341,277.082670163341,2.0514967185532988e-16
NGC3198,NFW-LCDM,64,0,-261.37599209145435,-0.0,-261.3759920914543,-0.0,2.1747758241284357e-16
NGC3198,NFW-LCDM,64,0.5,-261.358259442362,-2.041861401893453,-261.35825944236194,-2.0418614018934527,2.1749233784342614e-16
NGC3198,NFW-LCDM,64,2,-261.0925348262831,-8.159141713321347,-261.09253482628316,-8.159141713321349,2.1771368874498294e-16
NGC3198,NFW-LCDM,64,8,-256.90750722805666,-32.11343840350708,-256.9075072280566,-32.113438403507075,2.212602483832757e-16
NGC3198,NFW-LCDM,64,32,-203.5772154810467,-101.78860774052335,-203.57721548104664,-101.78860774052332,2.792228920436345e-16
NGC3198,NFW-LCDM,64,-0.5,-261.358259442362,2.041861401893453,-261.35825944236194,2.0418614018934527,2.1749233784342614e-16
NGC3198,NFW-LCDM,64,-2,-261.0925348262831,8.159141713321347,-261.09253482628316,8.159141713321349,2.1771368874498294e-16
NGC3198,NFW-LCDM,64,-8,-256.90750722805666,32.11343840350708,-256.9075072280566,32.113438403507075,2.212602483832757e-16
NGC3198,NFW-LCDM,64,-32,-203.5772154810467,101.78860774052335,-203.57721548104664,101.78860774052332,2.792228920436345e-16
