axis_ratio	d4000	dapqual	daptype	dec	dn4000	drp3qual	g_minus_r_color	halpha_ew	hbeta	hdelta_a	hgamma_a	log_half_light_radius	log_snr	log_specific_sfr	log_stellar_mass	log_surface_brightness	log_surface_density	mangaid	mass_size_crossing_proxy	plateifu	ra	redshift	sersic_index	sfr_1re	sfr_tot	snr_med_g	minimum_predecessor_separation_arcsec	stellar_mass_msun	half_light_radius_kpc	log_baryonic_speed_km_s	internal_acceleration_m_s2	mean_stellar_density_msun_kpc3	log_mean_stellar_density	phase_space_proxy	mass_bin	surface_bin	sample_cell	role	outer_fold	response_read
6.529290000000e-01	1.838045000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	2.184694290161e+01	1.625984000000e+00	0.000000000000e+00	9.670000000000e-01	6.378206000000e+00	2.903113000000e+00	1.286854000000e+00	-2.032604000000e+00	4.367778593083e-01	1.331298102537e+00	-1.140990068311e+01	9.912988438608e+00	-8.024237622656e-02	9.039432719991e+00	1-491220	-4.301327430341e+00	8450-1902	1.721718444824e+02	3.350240000000e-02	3.393730000000e+00	3.184841000000e-02	7.798793000000e-02	2.144362000000e+01	1.811038761400e+03	8.184430000009e+09	2.733870000000e+00	2.054885466994e+00	1.526309226250e-10	9.562385575518e+07	7.980566251381e+00	7.815909850399e+00	0	1	m0-s1	reserved_confirmation		False
9.347460000000e-01	1.466553000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.667166900635e+01	1.308933000000e+00	0.000000000000e+00	4.587000000000e-01	2.507256000000e+01	4.078401000000e+00	5.909822000000e+00	3.772923000000e+00	1.157574619121e+00	7.483227149606e-01	-1.049260575279e+01	1.003580583042e+01	-7.680991328425e-01	7.720656592178e+00	1-609412	-3.281540986528e+00	8452-12705	1.579376831055e+02	2.494400000000e-02	7.009030000000e-01	3.493012000000e-01	3.974406000000e-01	5.601737000000e+00	3.399932640070e+03	1.085940000001e+10	1.437390000000e+01	1.755895782993e+00	7.325991351661e-12	8.729580290337e+05	5.940993363755e+00	6.673306014774e+00	1	0	m1-s0	exploration	0	False
9.254270000000e-01	1.267201000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.801483154297e+01	1.178288000000e+00	0.000000000000e+00	4.830000000000e-01	8.087691000000e+01	3.424721000000e+00	3.978993000000e+00	2.771917000000e+00	6.128823562484e-01	1.163343883479e+00	-1.002549937931e+01	1.014448391478e+01	-2.669879716874e-01	8.918719202286e+00	1-148046	-4.152918423019e+00	8452-1902	1.577792968750e+02	5.870300000000e-02	2.174540000000e+00	1.315178000000e+00	2.032997000000e+00	1.456612000000e+01	1.883561187582e+03	1.394709999989e+10	4.100930000000e+00	2.082580956610e+00	1.155923283588e-10	4.827788509388e+07	7.683748236732e+00	7.436005366903e+00	1	1	m1-s1	exploration	2	False
8.571090000000e-01	1.384481000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.645411300659e+01	1.237062000000e+00	0.000000000000e+00	4.443000000000e-01	4.923769000000e+01	4.153624000000e+00	5.757504000000e+00	4.437795000000e+00	9.911232509497e-01	1.230922044558e+00	-1.021255192834e+01	1.034942906689e+01	-2.204282541327e-01	8.367182564986e+00	1-608252	-3.688029657018e+00	8454-12703	1.547713623047e+02	3.072130000000e-02	7.713260000000e-01	1.370494000000e+00	2.347891000000e+00	1.701853000000e+01	2.309808367615e+03	2.235780000021e+10	9.797680000000e+00	1.995933085314e+00	3.246327826853e-11	5.675063230734e+06	6.753970704738e+00	6.766171448796e+00	1	0	m1-s0	exploration	2	False
6.824560000000e-01	1.443730000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.401438903809e+01	1.261920000000e+00	0.000000000000e+00	4.447000000000e-01	3.243677000000e+01	3.684616000000e+00	5.351293000000e+00	3.647054000000e+00	6.015461342252e-01	7.652276301225e-01	-1.049527109710e+01	9.282490694562e+00	-7.310613578301e-01	8.079398426111e+00	1-254560	-3.738926145943e+00	8454-3704	1.546179351807e+02	3.920230000000e-02	6.000000000000e+00	6.126601000000e-02	1.137255000000e-01	5.824084000000e+00	3.825555727113e+02	1.916420000002e+09	3.995270000000e+00	1.657252457512e+00	1.673432640039e-11	7.174038162434e+06	6.855763682584e+00	7.884006310047e+00	0	0	m0-s0	exploration	2	False
4.710860000000e-01	1.936369000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.595464706421e+01	1.693180000000e+00	0.000000000000e+00	8.961000000000e-01	4.662707000000e+00	2.479043000000e+00	8.793960000000e-01	-2.086362000000e+00	8.881182501455e-01	1.091395042826e+00	-1.163662390342e+01	1.025562462340e+01	-2.214906767061e-01	8.479388123108e+00	1-167627	-3.795634936481e+00	8454-9102	1.545945129395e+02	2.501920000000e-02	5.194160000000e+00	4.159113000000e-02	8.409772000000e-02	1.234227000000e+01	7.698988743364e+02	1.801460000005e+10	7.728910000000e+00	2.000533363971e+00	4.203373022487e-11	9.314965777326e+06	6.969181263661e+00	6.967581171747e+00	1	0	m1-s0	exploration	0	False
7.660220000000e-01	1.836301000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.609398269653e+01	1.638977000000e+00	0.000000000000e+00	7.641000000000e-01	1.212845000000e+00	3.315132000000e+00	2.150312000000e+00	-2.705389000000e-01	5.108183688321e-01	1.487932111529e+00	-1.210424720858e+01	1.014348321067e+01	2.981965557002e-01	9.121846473006e+00	1-167334	-4.305514052087e+00	8456-1902	1.518948364258e+02	2.430060000000e-02	3.641310000000e+00	1.094551000000e-02	1.700067000000e-02	3.075616000000e+01	6.070142114952e+02	1.391500000000e+10	3.242040000000e+00	2.133112598263e+00	1.845254539779e-10	9.748538133704e+07	7.988939494871e+00	7.589601700083e+00	1	1	m1-s1	reserved_confirmation		False
6.506560000000e-01	2.135302000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.597797012329e+01	1.928006000000e+00	0.000000000000e+00	7.530000000000e-01	9.081706000000e-01	2.141557000000e+00	-9.124193000000e-01	-4.631877000000e+00	6.021099323218e-01	9.448013175046e-01	-1.224902983263e+01	1.066898475547e+01	-3.336514647835e-01	9.464764890822e+00	1-167336	-4.431327479250e+00	8456-6102	1.512841491699e+02	6.928910000000e-02	6.000000000000e+00	2.629995000000e-02	1.041093000000e-01	8.806459000000e+00	1.348834397834e+03	4.666430000047e+10	4.000460000000e+00	2.350217588918e+00	4.064196526084e-10	1.740068516150e+08	8.240566349202e+00	7.189913582448e+00	1	1	m1-s1	reserved_confirmation		False
9.466240000000e-01	2.076499000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.479723739624e+01	1.878454000000e+00	0.000000000000e+00	7.769000000000e-01	3.232720000000e-01	3.160665000000e+00	-1.424376000000e+00	-4.392575000000e+00	3.126067823671e-01	1.157359139126e+00	-1.291039732247e+01	9.882698676186e+00	-2.733440928247e-01	9.257485111452e+00	1-217358	-4.472439164542e+00	8458-1902	1.470356445312e+02	4.265970000000e-02	4.701360000000e+00	9.382128000000e-04	3.079073000000e-03	1.436677000000e+01	2.420748020693e+03	7.633060000006e+09	2.054030000000e+00	2.101826124253e+00	2.521708724040e-10	2.102760061855e+08	8.322789719782e+00	8.017311347022e+00	0	1	m0-s1	exploration	1	False
5.613470000000e-01	1.570617000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.536761856079e+01	1.350444000000e+00	0.000000000000e+00	6.498000000000e-01	3.032955000000e+01	3.635711000000e+00	4.238079000000e+00	1.806127000000e+00	5.103801078504e-01	1.085491085346e+00	-1.072708231692e+01	9.840832866505e+00	-3.976149523565e-01	8.820072650804e+00	1-217479	-4.154846271477e+00	8458-6101	1.447238159180e+02	4.202410000000e-02	1.444540000000e+00	1.299423000000e-01	2.390903000000e-01	1.217562000000e+01	1.622293749779e+02	6.931589999995e+09	3.238770000000e+00	1.982006556671e+00	9.210484165720e-11	4.870840782692e+07	7.687603933651e+00	7.741584263638e+00	0	1	m0-s1	exploration	0	False
4.175790000000e-01	1.500614000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.335171890259e+01	1.350425000000e+00	0.000000000000e+00	5.253000000000e-01	1.483697000000e+01	3.537911000000e+00	4.855963000000e+00	2.592655000000e+00	9.822789236029e-01	8.385089490512e-01	-1.102026163166e+01	9.341600692040e+00	-6.398699042382e-01	7.377042844834e+00	1-166754	-3.197381960616e+00	8459-3704	1.473257751465e+02	1.641670000000e-02	1.093810000000e+00	2.095748000000e-02	2.417953000000e-02	6.894598000000e+00	7.750801829173e+02	2.195840000000e+09	9.600169999999e+00	1.496441061563e+00	3.320875959912e-12	5.924822062780e+05	5.772675311929e+00	7.283352127241e+00	0	0	m0-s0	exploration	4	False
5.083570000000e-01	1.721943000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.462670898438e+01	1.551923000000e+00	0.000000000000e+00	6.864000000000e-01	7.543338000000e+00	3.006530000000e+00	2.094539000000e+00	-8.949993000000e-01	8.091326167845e-01	1.107277144380e+00	-1.128722166787e+01	9.900988353471e+00	-3.385430327959e-01	8.282723119902e+00	1-217400	-3.736795251559e+00	8461-6103	1.446399383545e+02	2.467590000000e-02	1.666270000000e+00	4.109289000000e-02	8.609431000000e-02	1.280198000000e+01	2.705190313887e+03	7.961379999995e+09	6.443660000000e+00	1.862708045687e+00	2.672593632553e-11	7.103982678089e+06	6.851501893815e+00	7.263377756753e+00	0	0	m0-s0	exploration	0	False
4.780930000000e-01	2.092595000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.634970855713e+01	1.871977000000e+00	0.000000000000e+00	7.839000000000e-01	2.372738000000e+00	2.347001000000e+00	-8.628342000000e-01	-3.991549000000e+00	1.005017406876e+00	1.114101005993e+00	-1.194331510287e+01	1.028562031089e+01	-2.493499232951e-01	8.275585497139e+00	1-606005	-3.635284045131e+00	8462-12705	1.455973815918e+02	2.196650000000e-02	1.876650000000e+00	2.199405000000e-02	6.741653000000e-02	1.300472000000e+01	1.225470803467e+03	1.930279999995e+10	1.011620000000e+01	1.957081629351e+00	2.629028575669e-11	4.451224317965e+06	6.648479480960e+00	6.777234592907e+00	1	0	m1-s0	exploration	0	False
7.735650000000e-01	2.058909000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.623144149780e+01	1.854986000000e+00	0.000000000000e+00	8.604000000000e-01	2.026382000000e-01	2.242932000000e+00	-1.244871000000e+00	-4.341083000000e+00	4.498762558860e-01	1.230927913870e+00	-1.297612965074e+01	9.558902879838e+00	-1.722160832420e-01	8.659150368066e+00	1-301331	-4.104637056090e+00	8462-1901	1.458140411377e+02	2.342500000000e-02	3.692200000000e+00	3.826249000000e-04	9.591840000000e-04	1.701876000000e+01	6.516339044271e+02	3.621620000004e+09	2.817580000000e+00	1.871293489320e+00	6.358580553874e-11	3.865320436117e+07	7.587185502878e+00	7.973305034918e+00	0	1	m0-s1	exploration	4	False
3.242410000000e-01	1.504017000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	3.569515991211e+01	1.332280000000e+00	0.000000000000e+00	5.627000000000e-01	2.640890000000e+01	4.047622000000e+00	5.693897000000e+00	3.569816000000e+00	9.197342706009e-01	9.818345023295e-01	-1.065921374912e+01	9.491251004684e+00	-4.449342230623e-01	7.651782463482e+00	1-301260	-3.366024096441e+00	8462-9102	1.447321472168e+02	2.006750000000e-02	1.013710000000e+00	6.792619000000e-02	9.374316000000e-02	9.590351000000e+00	8.346828369173e+02	3.099209999998e+09	8.312549999999e+00	1.602538544386e+00	6.251615696803e-12	1.288129669871e+06	6.109959583579e+00	7.302343950422e+00	0	0	m0-s0	exploration	1	False
8.301950000000e-01	2.225306000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.430167770386e+01	1.981313000000e+00	0.000000000000e+00	7.070000000000e-01	1.495057000000e-01	2.147467000000e+00	-2.225151000000e+00	-5.389227000000e+00	1.426991190562e-01	1.476735284995e+00	-1.339541063783e+01	9.801561481879e+00	-2.808167601152e-02	9.516163243766e+00	1-258536	-4.686732062355e+00	8464-3703	1.874939117432e+02	3.979060000000e-02	3.892460000000e+00	2.547715000000e-04	6.314373000000e+02	2.997335000000e+01	1.234411914095e+03	6.332300000006e+09	1.388990000000e+00	2.146211358755e+00	4.574809910231e-10	5.641252193657e+08	8.751375515408e+00	8.312741439142e+00	0	1	m0-s1	exploration	2	False
4.414240000000e-01	1.521226000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.636290740967e+01	1.336080000000e+00	0.000000000000e+00	6.185000000000e-01	2.305491000000e+01	3.757538000000e+00	5.035225000000e+00	2.686582000000e+00	5.590095930221e-01	9.604272983419e-01	-1.069001083359e+01	9.284417197182e+00	-5.988099362300e-01	8.166398011138e+00	1-258795	-3.803694209058e+00	8464-6103	1.862803192139e+02	3.821120000000e-02	2.049830000000e+00	3.930125000000e-02	1.160025000000e-01	9.129086000000e+00	3.911405399607e+02	1.924939999999e+09	3.622510000000e+00	1.679483979424e+00	2.044597477269e-11	9.667180082622e+06	6.985299808813e+00	7.946847870542e+00	0	0	m0-s0	exploration	3	False
6.306920000000e-01	1.578013000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.523598861694e+01	1.404396000000e+00	0.000000000000e+00	5.778000000000e-01	1.317004000000e+01	3.375302000000e+00	3.958258000000e+00	1.821242000000e+00	8.941055117775e-01	8.146684309444e-01	-1.103022970749e+01	9.689367471601e+00	-7.292040482139e-01	7.901156448046e+00	1-258778	-3.503525468134e+00	8464-6104	1.863138732910e+02	2.414860000000e-02	7.449240000000e-01	4.561816000000e-02	6.640956000000e-02	6.526321000000e+00	2.766401088324e+02	4.890659999995e+09	7.836200000000e+00	1.714411157256e+00	1.110110620283e-11	2.426399607030e+06	6.384962326966e+00	7.241728855199e+00	0	0	m0-s0	exploration	2	False
9.524680000000e-01	1.859684000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.681917572021e+01	1.644776000000e+00	0.000000000000e+00	8.441000000000e-01	2.829390000000e+00	2.383434000000e+00	1.094007000000e+00	-1.895136000000e+00	3.968006639352e-01	1.043028076787e+00	-1.179438690255e+01	9.436043318978e+00	-4.377514001410e-01	8.642441991107e+00	1-285020	-4.122820663586e+00	8465-1902	1.977228851318e+02	2.904600000000e-02	3.716600000000e+00	4.381839000000e-03	7.101953000000e-03	1.104150000000e+01	4.814190750364e+02	2.729250000000e+09	2.493450000000e+00	1.836401504865e+00	6.118596311661e-11	4.202935429136e+07	7.623552717870e+00	8.114348203274e+00	0	1	m0-s1	exploration	0	False
8.290730000000e-01	2.227598000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.690718841553e+01	2.014331000000e+00	0.000000000000e+00	8.668000000000e-01	1.239587000000e-01	1.996004000000e+00	-1.917237000000e+00	-5.847343000000e+00	5.854178619635e-01	1.221573319594e+00	-1.306529071383e+01	1.027741436833e+01	2.720522673865e-02	9.106578644401e+00	1-284523	-4.260580391219e+00	8465-3704	1.979830932617e+02	2.830500000000e-02	4.856210000000e+00	1.629760000000e-03	2.711431000000e-03	1.665610000000e+01	5.164759483780e+02	1.894150000010e+10	3.849620000000e+00	2.162778430527e+00	1.781510776878e-10	7.926330430913e+07	7.899072173137e+00	7.410736881555e+00	1	1	m1-s1	exploration	2	False
5.698960000000e-01	1.809922000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.548836517334e+01	1.595303000000e+00	0.000000000000e+00	7.137000000000e-01	2.325760000000e+00	3.233729000000e+00	2.889933000000e+00	3.260269000000e-01	3.857670936268e-01	1.356089944381e+00	-1.185247265352e+01	9.658297650308e+00	-6.851027930899e-03	8.886763463055e+00	1-277944	-4.250498184714e+00	8466-1901	1.684803314209e+02	2.930200000000e-02	3.551840000000e+00	6.394771000000e-03	1.314560000000e-02	2.270335000000e+01	1.307836165094e+03	4.552999999998e+09	2.430900000000e+00	1.953045455685e+00	1.073923318600e-10	7.566721682297e+07	7.878907760125e+00	8.019771393071e+00	0	1	m0-s1	exploration	1	False
8.985300000000e-01	1.530561000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.518738937378e+01	1.388667000000e+00	0.000000000000e+00	5.498000000000e-01	1.302527000000e+01	3.302087000000e+00	4.157303000000e+00	2.116038000000e+00	6.419478081507e-01	9.013534132586e-01	-1.083562427534e+01	9.141932402965e+00	-6.365326209991e-01	7.858036786663e+00	1-277965	-3.608044489256e+00	8466-3702	1.681835632324e+02	2.335990000000e-02	7.073950000000e-01	2.024455000000e-02	4.539666000000e-02	7.968075000000e+00	1.386720767933e+03	1.386540000002e+09	4.384780000000e+00	1.566772474751e+00	1.005186381713e-11	3.926452692023e+06	6.594000369210e+00	7.893682944957e+00	0	0	m0-s0	exploration	1	False
9.138680000000e-01	2.148802000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.467107391357e+01	1.927038000000e+00	0.000000000000e+00	8.091000000000e-01	2.562128000000e-01	2.331166000000e+00	-1.486025000000e+00	-5.238899000000e+00	8.862887594852e-01	9.477096513939e-01	-1.239225929953e+01	1.097238105700e+01	-3.192790513193e-01	9.199803538034e+00	1-91582	-4.156757389274e+00	8481-3702	2.393391418457e+02	4.693880000000e-02	6.000000000000e+00	3.802960000000e-02	3.850393000000e-02	8.865631000000e+00	4.905855294624e+02	9.383849999900e+10	7.696419999999e+00	2.359826326101e+00	2.208072594314e-10	4.913898360384e+07	7.691426169242e+00	6.611947190938e+00	1	1	m1-s1	exploration	2	False
2.587030000000e-01	1.745880000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.460275268555e+01	1.518249000000e+00	0.000000000000e+00	8.803000000000e-01	1.757977000000e+01	3.216737000000e+00	3.069813000000e+00	1.921211000000e-01	1.110727719948e+00	8.351520295697e-01	-1.111487961315e+01	1.033393470047e+01	-5.232699312042e-01	8.112479260573e+00	1-94063	-3.500875770312e+00	8484-3704	2.490284423828e+02	3.039420000000e-02	9.872670000000e-01	1.655980000000e-01	1.980426000000e-01	6.841511000000e+00	7.066204389095e+02	2.157420000003e+10	1.290410000000e+01	1.928383667605e+00	1.805880755948e-11	2.396971836796e+06	6.379662931324e+00	6.594511928509e+00	1	0	m1-s0	exploration	1	False
8.745400000000e-01	1.527934000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.869020080566e+01	1.340218000000e+00	0.000000000000e+00	6.311000000000e-01	2.743888000000e+01	3.395379000000e+00	3.875484000000e+00	1.713836000000e+00	1.240703658063e-01	1.384315951710e+00	-1.082850835027e+01	9.565475912844e+00	-1.173475831413e-01	9.317335181231e+00	1-209232	-4.596632407712e+00	8485-1901	2.325447082520e+02	4.074470000000e-02	3.296170000000e+00	5.457171000000e-02	1.394660000000e-01	2.422791000000e+01	1.431439942166e+03	3.676850000002e+09	1.330670000000e+00	2.037482950863e+00	2.894309637277e-10	3.725428272444e+08	8.571176206123e+00	8.458727353534e+00	0	1	m0-s1	reserved_confirmation		False
6.650260000000e-01	1.414308000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.046024703979e+01	1.254719000000e+00	0.000000000000e+00	4.755000000000e-01	3.802956000000e+01	4.139971000000e+00	5.731000000000e+00	3.980073000000e+00	9.454769558065e-01	1.018639343701e+00	-1.037428518879e+01	1.006526592352e+01	-4.444544340684e-01	8.174312011909e+00	1-131877	-3.614417528051e+00	8546-12705	2.376628570557e+02	3.246880000000e-02	9.733550000000e-01	4.908861000000e-01	8.673746000000e-01	1.043853000000e+01	2.801528045509e+03	1.162159999994e+10	8.820170000001e+00	1.876674661201e+00	2.082197023763e-11	4.043397579728e+06	6.606746446798e+00	6.976722463196e+00	1	0	m1-s0	exploration	4	False
8.223910000000e-01	1.379805000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	5.080296325684e+01	1.230808000000e+00	0.000000000000e+00	4.488000000000e-01	3.682964000000e+01	4.076321000000e+00	5.289798000000e+00	3.574077000000e+00	5.251744278353e-01	1.175614141729e+00	-1.048261116367e+01	9.924123118781e+00	-2.539090866683e-01	8.873774263110e+00	1-91928	-4.174299917637e+00	8546-6102	2.388572235107e+02	4.511780000000e-02	1.351160000000e+00	2.763834000000e-01	4.387414000000e-01	1.498353000000e+01	1.169479491642e+03	8.396980000006e+09	3.351000000000e+00	2.016254522817e+00	1.042279203886e-10	5.327349946826e+07	7.726511225973e+00	7.677747657522e+00	0	1	m0-s1	exploration	1	False
3.855850000000e-01	1.505363000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.798160171509e+01	1.315276000000e+00	0.000000000000e+00	6.449000000000e-01	3.963043000000e+01	4.195107000000e+00	6.223486000000e+00	4.331093000000e+00	9.873744031977e-01	1.117490376764e+00	-1.062625043040e+01	9.944127688779e+00	-3.359650507032e-01	7.969378882384e+00	1-633839	-3.491002239593e+00	8548-12704	2.440747222900e+02	2.064290000000e-02	1.392570000000e+00	2.079109000000e-01	2.825141000000e-01	1.310661000000e+01	2.500258746099e+03	8.792809999995e+09	9.713470000001e+00	1.795156820135e+00	1.298938806716e-11	2.290423916307e+06	6.359915869883e+00	6.974445409480e+00	1	0	m1-s0	exploration	0	False
7.599690000000e-01	1.991297000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.579725646973e+01	1.709186000000e+00	0.000000000000e+00	8.807000000000e-01	1.473935000000e+00	2.626362000000e+00	4.921252000000e-01	-2.241522000000e+00	6.606198140578e-01	7.765271408285e-01	-1.203885805391e+01	1.028122205108e+01	-6.548945757125e-01	8.959982422966e+00	1-93288	-4.149681304454e+00	8548-12705	2.450099029541e+02	5.337520000000e-02	3.511700000000e+00	1.747286000000e-02	3.860633000000e-02	5.977604000000e+00	1.776142745088e+03	1.910829999995e+10	4.577410000000e+00	2.127081295855e+00	1.271136625852e-10	4.756352130784e+07	7.677273999604e+00	7.296030112039e+00	1	1	m1-s1	exploration	2	False
7.067520000000e-01	1.382663000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.815502548218e+01	1.262440000000e+00	0.000000000000e+00	4.370000000000e-01	5.295165000000e+01	4.193333000000e+00	6.371083000000e+00	4.507175000000e+00	5.418225304574e-01	1.198828846688e+00	-1.025934232205e+01	9.058201986134e+00	-2.386857164005e-01	7.974556925219e+00	1-92519	-3.716367197381e+00	8548-1902	2.433399658203e+02	2.006730000000e-02	1.943270000000e+00	6.293028000000e-02	9.510677000000e-02	1.580625000000e+01	1.143946261538e+03	1.143410000000e+09	3.481950000000e+00	1.574969905182e+00	1.314518597206e-11	6.466150155156e+06	6.810645785459e+00	8.085736069913e+00	0	0	m0-s0	exploration	4	False
6.936260000000e-01	1.375828000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.628332138062e+01	1.250035000000e+00	0.000000000000e+00	4.359000000000e-01	3.216976000000e+01	3.683140000000e+00	5.368215000000e+00	3.596014000000e+00	7.034745171715e-01	1.209818378536e+00	-1.040888033932e+01	9.270636918301e+00	-2.582800130022e-01	7.863687883957e+00	1-93257	-3.580106683393e+00	8548-3704	2.451006317139e+02	1.956500000000e-02	5.442550000000e-01	7.273720000000e-02	1.237703000000e-01	1.621132000000e+01	1.612480054998e+03	1.864820000002e+09	5.052129999999e+00	1.600361377909e+00	1.018351467151e-11	3.452429011987e+06	6.538124757484e+00	7.737040623758e+00	0	0	m0-s0	reserved_confirmation		False
6.880560000000e-01	1.387317000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.492164993286e+01	1.278008000000e+00	0.000000000000e+00	4.319000000000e-01	3.161852000000e+01	4.023027000000e+00	5.214592000000e+00	3.430823000000e+00	4.568729202733e-01	1.134310372806e+00	-1.043753448316e+01	8.724017674447e+00	-3.497185158861e-01	7.810271833900e+00	1-209729	-3.676699456813e+00	8549-1901	2.411136627197e+02	1.955620000000e-02	1.925750000000e+00	1.934119000000e-02	3.461741000000e-02	1.362418000000e+01	1.356146092893e+03	5.296850000001e+08	2.863340000000e+00	1.450352554431e+00	9.004957000539e-12	5.386545148425e+06	6.731310304325e+00	8.380252641032e+00	0	0	m0-s0	exploration	3	False
7.095420000000e-01	1.381913000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.498569488525e+01	1.234833000000e+00	0.000000000000e+00	4.917000000000e-01	5.423498000000e+01	4.256538000000e+00	6.117117000000e+00	4.030878000000e+00	3.458557944853e-01	1.195553738825e+00	-1.032191606350e+01	9.353552724886e+00	-2.143781467514e-01	8.661841135915e+00	1-134562	-4.157992670715e+00	8549-1902	2.427274322510e+02	3.551370000000e-02	1.600110000000e+00	1.075565000000e-01	1.776764000000e-01	1.568750000000e+01	1.324532897261e+03	2.257110000001e+09	2.217460000000e+00	1.820628642544e+00	6.398098846672e-11	4.941931622507e+07	7.693896732128e+00	8.232010804495e+00	0	1	m0-s1	exploration	3	False
3.915490000000e-01	1.657713000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.569852828979e+01	1.436916000000e+00	0.000000000000e+00	7.612000000000e-01	1.496836000000e+01	3.268456000000e+00	3.714521000000e+00	1.343379000000e+00	9.370929180774e-01	1.079675336766e+00	-1.105438592024e+01	1.024483108054e+01	-3.357710825789e-01	8.370645244383e+00	1-247417	-3.716776163153e+00	8551-12704	2.333193817139e+02	2.937200000000e-02	1.398180000000e+00	1.550405000000e-01	3.247374000000e-01	1.201366000000e+01	1.048496762794e+03	1.757240000009e+10	8.651530000000e+00	1.970649258575e+00	3.272314628755e-11	6.478339699245e+06	6.811463717005e+00	6.899515941280e+00	1	0	m1-s0	exploration	3	False
3.812710000000e-01	1.831355000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.440490341187e+01	1.586400000000e+00	0.000000000000e+00	9.191000000000e-01	8.007442000000e+00	2.994570000000e+00	2.845186000000e+00	-2.323050000000e-01	9.389667982864e-01	1.014418463360e+00	-1.135947918974e+01	1.027604109311e+01	-3.634799088749e-01	8.398107496534e+00	1-321739	-3.729570349124e+00	8552-12701	2.264316558838e+02	2.834020000000e-02	2.859120000000e+00	8.252051000000e-02	2.006968000000e-01	1.033757000000e+01	1.348577131205e+03	1.888170000012e+10	8.688939999999e+00	1.985317324756e+00	3.485919116596e-11	6.871508514201e+06	6.837052088948e+00	6.881100114681e+00	1	0	m1-s0	exploration	1	False
8.446920000000e-01	2.006263000000e+00	0.000000000000e+00	HYB10-MILESHC-MASTARSSP	4.366596984863e+01	1.809744000000e+00	0.000000000000e+00	7.850000000000e-01	2.883919000000e-01	2.084829000000e+00	-4.239673000000e-01	-4.497828000000e+00	4.902170114704e-01	1.118720281286e+00	-1.292756174230e+01	9.811331652368e+00	-2.081823787492e-01	8.830897629427e+00	1-322074	-4.170340308978e+00	8552-1901	2.287007293701e+02	2.737370000000e-02	4.398560000000e+00	7.651911000000e-04	1.713649000000e-03	1.314378000000e+01	1.800400894990e+03	6.476370000001e+09	3.091840000000e+00	1.977337497793e+00	9.442944537474e-11	5.231087790955e+07	7.718592008654e+00	7.786579515276e+00	0	1	m0-s1	reserved_confirmation		False
