id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc	obj_type	z_bibcode
WISEA J071803.06+374638.3	109.512749	37.777500	0.966200	3.0E-4	SLS		6.355	2.4354	G	2014ApJS..211...21E
WISEA J071803.13+373659.8	109.513084	37.616749	0.497100	3.0E-4	SLS		10.407	3.9882	G	2014ApJS..211...21E
WISEA J071803.33+374750.6	109.513878	37.797112	0.806500	3.0E-4	SLS		6.747	2.5858	G	2014ApJS..211...21E
MACS gJ071803.37+373450.4	109.514038	37.580669	0.548100	3.0E-4	SLS		12.233	4.6878	G	2014ApJS..211...21E
WISEA J071803.46+373459.3	109.514412	37.583092	0.545300	5.0E-4	SLS		12.117	4.6437	G	2014ApJS..211...21E
MACS gJ071803.48+374756.6	109.514503	37.799061	0.641200	0.001	SLS		6.819	2.6131	G	2014ApJS..211...21E
MACS gJ071803.49+374315.7	109.514542	37.721031	0.513400	5.0E-4	SLS		6.636	2.5432	G	2014ApJS..211...21E
MACS gJ071803.50+373812.3	109.514580	37.636749	0.548400	5.0E-4	SLS		9.520	3.6484	G	2014ApJS..211...21E
MACS gJ071803.52+374309.7	109.514664	37.719360	0.514000	3.0E-4	SLS		6.674	2.5576	G	2014ApJS..211...21E
MACS gJ071803.70+375150.8	109.515411	37.864101	2.386000	0.001	SLS		9.089	3.4830	G	2014ApJS..211...21E
MACS gJ071803.81+373934.9	109.515877	37.659691	0.546900	3.0E-4	SLS		8.583	3.2893	G	2014ApJS..211...21E
MACS gJ071804.16+373619.0	109.517349	37.605270	0.102300	0.001	SLS		11.083	4.2472	G	2014ApJS..211...21E
MACS gJ071804.22+373614.6	109.517586	37.604061	0.548300	3.0E-4	SLS		11.148	4.2723	G	2014ApJS..211...21E
MACS gJ071804.29+373627.1	109.517868	37.607529	0.544400	0.001	SLS		10.987	4.2105	G	2014ApJS..211...21E
MACS gJ071804.35+375025.9	109.518127	37.840530	0.381200	5.0E-4	SLS		8.237	3.1566	G	2014ApJS..211...21E
MACS gJ071804.51+373804.8	109.518791	37.634670	0.555500	3.0E-4	SLS		9.746	3.7351	G	2014ApJS..211...21E
WISEA J071804.54+373728.8	109.518875	37.624668	0.340700	3.0E-4	SLS		10.204	3.9104	G	2014ApJS..211...21E
MACS gJ071804.70+374026.2	109.519585	37.673939	0.541500	3.0E-4	SLS		8.175	3.1329	G	2014ApJS..211...21E
MACS gJ071804.74+373449.2	109.519753	37.580330	0.529700	3.0E-4	SLS		12.391	4.7488	G	2014ApJS..211...21E
MACS gJ071804.93+373901.8	109.520538	37.650501	0.542900	5.0E-4	SLS		9.121	3.4954	G	2014ApJS..211...21E
WISEA J071805.17+373613.9	109.521584	37.603642	0.556000	3.0E-4	SLS		11.280	4.3226	G	2014ApJS..211...21E
MACS gJ071805.19+374011.5	109.521622	37.669861	0.541500	3.0E-4	SLS		8.400	3.2193	G	2014ApJS..211...21E
MACS gJ071805.33+374022.0	109.522209	37.672779	0.543400	3.0E-4	SLS		8.317	3.1872	G	2014ApJS..211...21E
MACS gJ071805.35+373754.7	109.522293	37.631859	0.542700	5.0E-4	SLS		9.983	3.8258	G	2014ApJS..211...21E
MACS gJ071805.39+373319.5	109.522461	37.555420	0.546500	3.0E-4	SLS		13.745	5.2675	G	2014ApJS..211...21E
MACS gJ071805.39+374605.5	109.522461	37.768200	0.522300	3.0E-4	SLS		6.721	2.5757	G	2014ApJS..211...21E
MACS gJ071805.40+374706.5	109.522499	37.785141	0.522600	5.0E-4	SLS		6.911	2.6485	G	2014ApJS..211...21E
WISEA J071805.70+374927.4	109.523956	37.824390	0.490400	3.0E-4	SLS		7.910	3.0314	G	2014ApJS..211...21E
MACS gJ071805.94+374259.2	109.524750	37.716450	0.693700	3.0E-4	SLS		7.183	2.7528	G	2014ApJS..211...21E
MACS gJ071805.95+374754.4	109.524780	37.798439	0.720000	0.001	SLS		7.258	2.7815	G	2014ApJS..211...21E
GALEXASC J071805.92+373856.2	109.524956	37.649220	0.137200	3.0E-4	SLS		9.326	3.5740	G	2014ApJS..211...21E
WISEA J071806.03+373509.2	109.525009	37.586010	0.555400	5.0E-4	SLS		12.241	4.6909	G	2014ApJS..211...21E
MACS gJ071806.02+373546.2	109.525078	37.596180	0.543600	3.0E-4	SLS		11.740	4.4991	G	2014ApJS..211...21E
MACS gJ071806.06+373559.9	109.525238	37.599960	0.553800	3.0E-4	SLS		11.560	4.4303	G	2014ApJS..211...21E
WISEA J071806.06+374338.3	109.525253	37.727421	0.691200	3.0E-4	SLS		7.019	2.6897	G	2014ApJS..211...21E
MACS gJ071806.07+373602.2	109.525291	37.600609	0.555700	0.001	SLS		11.530	4.4188	G	2014ApJS..211...21E
WISEA J071806.17+374839.1	109.525711	37.810970	0.524200	3.0E-4	SLS		7.597	2.9112	G	2014ApJS..211...21E
MACS gJ071806.22+374042.5	109.525902	37.678478	0.069600	3.0E-4	SLS		8.262	3.1660	G	2014ApJS..211...21E
MACS gJ071806.36+373555.1	109.526497	37.598640	0.553400	0.001	SLS		11.660	4.4683	G	2014ApJS..211...21E
WISEA J071806.44+374736.5	109.526833	37.793640	0.641400	3.0E-4	SLS		7.254	2.7798	G	2014ApJS..211...21E
WISEA J071806.77+373609.6	109.528336	37.602718	0.387500	3.0E-4	SLS		11.515	4.4130	G	2014ApJS..211...21E
WISEA J071806.61+374405.3	109.528336	37.734749	0.514100	3.0E-4	SLS		7.070	2.7093	G	2014ApJS..211...21E
MACS gJ071806.84+373531.1	109.528503	37.591969	0.716100	0.001	SLS		12.040	4.6142	G	2014ApJS..211...21E
MACS gJ071806.86+373533.0	109.528580	37.592499	0.551900	3.0E-4	SLS		12.016	4.6050	G	2014ApJS..211...21E
MACS gJ071806.89+373924.6	109.528717	37.656830	0.544000	0.001	SLS		9.155	3.5085	G	2014ApJS..211...21E
MACS gJ071806.96+374224.1	109.528999	37.706699	0.665100	5.0E-4	SLS		7.581	2.9053	G	2014ApJS..211...21E
MACS gJ071807.03+374802.9	109.529289	37.800800	0.663700	3.0E-4	SLS		7.508	2.8774	G	2014ApJS..211...21E
MACS gJ071807.04+373806.6	109.529335	37.635170	0.496900	3.0E-4	SLS		10.066	3.8576	G	2014ApJS..211...21E
WISEA J071807.31+374157.2	109.530334	37.699249	0.553600	3.0E-4	SLS		7.822	2.9977	G	2014ApJS..211...21E
MACS gJ071807.33+374149.1	109.530540	37.696972	0.549800	5.0E-4	SLS		7.891	3.0241	G	2014ApJS..211...21E
MACS gJ071807.33+375028.1	109.530540	37.841141	0.387400	0.001	SLS		8.728	3.3449	G	2014ApJS..211...21E
MACS gJ071807.51+373442.9	109.531288	37.578579	0.718600	5.0E-4	SLS		12.777	4.8966	G	2014ApJS..211...21E
MACS gJ071807.55+373759.0	109.531456	37.633060	0.542100	5.0E-4	SLS		10.227	3.9193	G	2014ApJS..211...21E
WISEA J071807.78+373940.9	109.532082	37.661190	0.540800	5.0E-4	SLS		9.112	3.4921	G	2014ApJS..211...21E
MACS gJ071807.71+373513.3	109.532127	37.587029	0.544700	3.0E-4	SLS		12.382	4.7450	G	2014ApJS..211...21E
MACS gJ071807.92+373738.3	109.532997	37.627300	0.659400	3.0E-4	SLS		10.528	4.0347	G	2014ApJS..211...21E
MACS gJ071807.99+374113.5	109.533287	37.687080	0.284400	3.0E-4	SLS		8.286	3.1755	G	2014ApJS..211...21E
MACS gJ071808.02+373835.8	109.533417	37.643280	0.547800	3.0E-4	SLS		9.863	3.7798	G	2014ApJS..211...21E
MACS gJ071808.27+373333.6	109.534462	37.559330	0.549100	3.0E-4	SLS		13.831	5.3004	G	2014ApJS..211...21E
WISEA J071808.41+374726.6	109.534836	37.790920	0.314800	3.0E-4	SLS		7.568	2.9001	G	2014ApJS..211...21E
MACS gJ071808.47+373425.2	109.535294	37.573669	0.553000	5.0E-4	SLS		13.128	5.0310	G	2014ApJS..211...21E
MACS gJ071808.68+373650.1	109.536163	37.613911	0.155000	3.0E-4	SLS		11.227	4.3025	G	2014ApJS..211...21E
MACS gJ071808.73+373401.7	109.536369	37.567150	0.832700	0.001	SLS		13.483	5.1670	G	2014ApJS..211...21E
MACS gJ071808.93+374931.4	109.537209	37.825390	0.765100	0.001	SLS		8.482	3.2505	G	2014ApJS..211...21E
WISEA J071808.95+373429.8	109.537247	37.574810	0.551300	3.0E-4	SLS		13.123	5.0291	G	2014ApJS..211...21E
WISEA J071808.93+374009.9	109.537292	37.669300	0.548500	3.0E-4	SLS		9.019	3.4565	G	2014ApJS..211...21E
MACS gJ071808.96+373405.6	109.537331	37.568218	0.550700	3.0E-4	SLS		13.454	5.1560	G	2014ApJS..211...21E
WISEA J071809.07+374107.6	109.538086	37.685612	0.542200	3.0E-4	SLS		8.528	3.2681	G	2014ApJS..211...21E
MACS gJ071809.27+373851.3	109.538612	37.647579	0.540100	3.0E-4	SLS		9.873	3.7838	G	2014ApJS..211...21E
WISEA J071809.27+373829.5	109.539169	37.641609	0.549800	5.0E-4	SLS		10.132	3.8828	G	2014ApJS..211...21E
WISEA J071809.44+373227.5	109.539253	37.541050	0.547900	3.0E-4	SLS		14.889	5.7061	G	2014ApJS..211...21E
WISEA J071809.82+373552.5	109.540878	37.597950	0.549700	3.0E-4	SLS		12.107	4.6399	G	2014ApJS..211...21E
MACS gJ071810.11+374713.5	109.542122	37.787079	1.029400	0.001	SLS		7.841	3.0050	G	2014ApJS..211...21E
MACS gJ071810.15+373931.2	109.542282	37.658680	0.286300	3.0E-4	SLS		9.587	3.6741	G	2014ApJS..211...21E
WISEA J071810.20+374051.0	109.542709	37.680672	0.541500	3.0E-4	SLS		8.866	3.3977	G	2014ApJS..211...21E
MACS gJ071810.35+374514.0	109.543121	37.753891	0.240800	3.0E-4	SLS		7.660	2.9354	G	2014ApJS..211...21E
WISEA J071810.48+374716.8	109.543915	37.787998	0.491300	3.0E-4	SLS		7.937	3.0417	G	2014ApJS..211...21E
MACS gJ071810.56+374927.1	109.543999	37.824200	0.493000	3.0E-4	SLS		8.730	3.3454	G	2014ApJS..211...21E
MACS gJ071810.63+374443.7	109.544289	37.745468	0.641000	3.0E-4	SLS		7.739	2.9656	G	2014ApJS..211...21E
MACS gJ071810.82+373856.0	109.545074	37.648899	0.281700	3.0E-4	SLS		10.056	3.8538	G	2014ApJS..211...21E
MACS gJ071810.92+374136.6	109.545502	37.693501	0.545200	3.0E-4	SLS		8.621	3.3037	G	2014ApJS..211...21E
MACS gJ071811.05+374932.8	109.546043	37.825779	0.491000	0.001	SLS		8.860	3.3953	G	2014ApJS..211...21E
MACS gJ071811.11+374643.5	109.546295	37.778751	0.235400	3.0E-4	SLS		7.931	3.0395	G	2014ApJS..211...21E
MACS gJ071811.13+374643.5	109.546371	37.778751	0.498900	3.0E-4	SLS		7.935	3.0408	G	2014ApJS..211...21E
WISEA J071811.31+374416.6	109.547249	37.737968	0.688600	3.0E-4	SLS		7.926	3.0376	G	2014ApJS..211...21E
MACS gJ071811.48+373132.4	109.547836	37.525669	0.349600	3.0E-4	SLS		15.893	6.0906	G	2014ApJS..211...21E
MACS gJ071811.51+374332.7	109.547958	37.725750	0.687400	0.001	SLS		8.090	3.1004	G	2014ApJS..211...21E
MACS gJ071811.61+373402.4	109.548378	37.567329	0.469500	5.0E-4	SLS		13.793	5.2859	G	2014ApJS..211...21E
MACS gJ071811.67+373548.2	109.548622	37.596722	0.552200	3.0E-4	SLS		12.397	4.7509	G	2014ApJS..211...21E
MACS gJ071811.67+374736.9	109.548622	37.793579	0.380200	3.0E-4	SLS		8.240	3.1577	G	2014ApJS..211...21E
MACS gJ071811.71+373741.7	109.548790	37.628250	0.549300	3.0E-4	SLS		11.014	4.2208	G	2014ApJS..211...21E
MACS gJ071811.92+373528.7	109.549667	37.591301	0.552400	3.0E-4	SLS		12.680	4.8594	G	2014ApJS..211...21E
MACS gJ071811.93+374025.5	109.549706	37.673752	0.540400	3.0E-4	SLS		9.365	3.5890	G	2014ApJS..211...21E
MACS gJ071811.96+373637.9	109.549835	37.610531	0.550400	3.0E-4	SLS		11.810	4.5260	G	2014ApJS..211...21E
MACS gJ071812.09+374331.2	109.550377	37.725330	0.690300	3.0E-4	SLS		8.208	3.1454	G	2014ApJS..211...21E
MACS gJ071812.13+374649.0	109.550545	37.780281	0.363800	0.001	SLS		8.146	3.1217	G	2014ApJS..211...21E
WISEA J071812.23+373702.4	109.550873	37.617249	0.544900	3.0E-4	SLS		11.551	4.4265	G	2014ApJS..211...21E
MACS gJ071812.23+373742.0	109.550957	37.628330	0.545000	3.0E-4	SLS		11.085	4.2481	G	2014ApJS..211...21E
MACS gJ071812.47+373305.7	109.551956	37.551579	0.556300	3.0E-4	SLS		14.670	5.6221	G	2014ApJS..211...21E
GALEXASC J071812.64+373640.0	109.552292	37.610828	0.454500	3.0E-4	SLS		11.876	4.5514	G	2014ApJS..211...21E
WISEA J071812.62+373600.3	109.552467	37.599998	0.388000	3.0E-4	SLS		12.365	4.7388	G	2014ApJS..211...21E
MACS gJ071812.64+373243.3	109.552666	37.545361	0.634900	5.0E-4	SLS		15.002	5.7490	G	2014ApJS..211...21E
WISEA J071812.78+375005.8	109.553040	37.834999	0.347300	3.0E-4	SLS		9.420	3.6100	G	2014ApJS..211...21E
MACS gJ071812.96+373645.6	109.554001	37.612671	0.548800	3.0E-4	SLS		11.852	4.5419	G	2014ApJS..211...21E
MACS gJ071812.99+373648.2	109.554138	37.613400	0.552800	3.0E-4	SLS		11.825	4.5315	G	2014ApJS..211...21E
MACS gJ071813.31+374954.4	109.555458	37.831779	0.491700	3.0E-4	SLS		9.424	3.6115	G	2014ApJS..211...21E
MACS gJ071813.38+374148.4	109.555748	37.696781	0.540200	3.0E-4	SLS		8.982	3.4423	G	2014ApJS..211...21E
WISEA J071813.37+373437.0	109.555794	37.576832	0.550000	3.0E-4	SLS		13.542	5.1897	G	2014ApJS..211...21E
MACS gJ071813.43+374716.7	109.555962	37.787971	0.763700	3.0E-4	SLS		8.492	3.2543	G	2014ApJS..211...21E
MACS gJ071813.56+374059.5	109.556503	37.683189	0.551800	5.0E-4	SLS		9.365	3.5890	G	2014ApJS..211...21E
WISEA J071813.59+373527.2	109.556580	37.590561	0.461300	3.0E-4	SLS		12.923	4.9525	G	2014ApJS..211...21E
MACS gJ071813.75+373513.0	109.557289	37.586941	0.548800	5.0E-4	SLS		13.112	5.0248	G	2014ApJS..211...21E
MACS gJ071813.75+373752.0	109.557289	37.631111	0.541700	3.0E-4	SLS		11.193	4.2894	G	2014ApJS..211...21E
WISEA J071813.79+373756.8	109.557373	37.632832	0.544500	3.0E-4	SLS		11.127	4.2642	G	2014ApJS..211...21E
MACS gJ071813.86+374118.2	109.557747	37.688389	0.541900	3.0E-4	SLS		9.278	3.5554	G	2014ApJS..211...21E
MACS gJ071813.90+374116.2	109.557915	37.687832	0.542500	3.0E-4	SLS		9.299	3.5638	G	2014ApJS..211...21E
MACS gJ071813.92+373828.5	109.557999	37.641251	0.545500	3.0E-4	SLS		10.822	4.1473	G	2014ApJS..211...21E
MACS gJ071814.02+373412.5	109.558418	37.570141	0.554200	5.0E-4	SLS		13.937	5.3411	G	2014ApJS..211...21E
MACS gJ071814.03+373658.8	109.558464	37.616329	0.340300	3.0E-4	SLS		11.843	4.5386	G	2014ApJS..211...21E
WISEA J071814.07+373609.1	109.558746	37.602581	0.548700	3.0E-4	SLS		12.448	4.7705	G	2014ApJS..211...21E
MACS gJ071814.26+374718.8	109.559418	37.788559	0.593900	5.0E-4	SLS		8.659	3.3186	G	2014ApJS..211...21E
WISEA J071814.35+373151.5	109.559708	37.530972	0.551100	5.0E-4	SLS		15.910	6.0972	G	2014ApJS..211...21E
MACS gJ071814.36+373424.9	109.559830	37.573582	0.556100	3.0E-4	SLS		13.814	5.2938	G	2014ApJS..211...21E
MACS gJ071814.39+373455.3	109.559959	37.582031	0.689900	3.0E-4	SLS		13.420	5.1430	G	2014ApJS..211...21E
WISEA J071814.48+373636.1	109.560501	37.610111	0.548600	3.0E-4	SLS		12.177	4.6664	G	2014ApJS..211...21E
MACS gJ071814.55+373749.0	109.560623	37.630280	0.543000	3.0E-4	SLS		11.344	4.3474	G	2014ApJS..211...21E
WISEA J071814.71+374352.2	109.560997	37.731411	0.544200	3.0E-4	SLS		8.631	3.3076	G	2014ApJS..211...21E
MACS gJ071814.66+373412.5	109.561081	37.570141	0.547900	3.0E-4	SLS		14.014	5.3705	G	2014ApJS..211...21E
WISEA J071814.86+373714.6	109.561874	37.620892	0.549700	3.0E-4	SLS		11.768	4.5100	G	2014ApJS..211...21E
MACS gJ071814.88+374530.3	109.561996	37.758419	0.639200	3.0E-4	SLS		8.556	3.2788	G	2014ApJS..211...21E
WISEA J071814.86+374630.0	109.562080	37.774921	0.409500	3.0E-4	SLS		8.636	3.3094	G	2014ApJS..211...21E
WISEA J071815.07+374201.1	109.562706	37.700249	0.539500	3.0E-4	SLS		9.210	3.5295	G	2014ApJS..211...21E
MACS gJ071815.18+374556.7	109.563248	37.765751	0.924700	3.0E-4	SLS		8.635	3.3091	G	2014ApJS..211...21E
MACS gJ071815.21+373158.1	109.563377	37.532810	0.673300	5.0E-4	SLS		15.911	6.0974	G	2014ApJS..211...21E
MACS gJ071815.33+374607.1	109.563873	37.768639	0.541100	3.0E-4	SLS		8.678	3.3257	G	2014ApJS..211...21E
MACS gJ071815.41+373205.1	109.564209	37.534752	0.457400	5.0E-4	SLS		15.834	6.0682	G	2014ApJS..211...21E
MACS gJ071815.47+373751.6	109.564461	37.631001	0.544200	3.0E-4	SLS		11.453	4.3891	G	2014ApJS..211...21E
MACS gJ071815.59+373446.4	109.564957	37.579559	0.548800	3.0E-4	SLS		13.686	5.2447	G	2014ApJS..211...21E
WISEA J071815.59+373458.1	109.565086	37.583309	0.712900	3.0E-4	SLS		13.516	5.1799	G	2014ApJS..211...21E
WISEA J071815.71+374647.9	109.565247	37.780060	0.409400	5.0E-4	SLS		8.830	3.3840	G	2014ApJS..211...21E
WISEA J071815.62+374215.7	109.565414	37.704300	0.429900	3.0E-4	SLS		9.246	3.5433	G	2014ApJS..211...21E
WISEA J071815.81+374539.0	109.565750	37.760941	0.550500	3.0E-4	SLS		8.738	3.3486	G	2014ApJS..211...21E
MACS gJ071815.98+374822.8	109.566582	37.806332	0.578600	3.0E-4	SLS		9.283	3.5575	G	2014ApJS..211...21E
MACS gJ071815.99+374109.6	109.566628	37.686001	0.542200	3.0E-4	SLS		9.720	3.7249	G	2014ApJS..211...21E
MACS gJ071816.08+374107.8	109.567001	37.685501	0.541100	3.0E-4	SLS		9.749	3.7360	G	2014ApJS..211...21E
MACS gJ071816.16+374108.1	109.567337	37.685589	0.540700	0.001	SLS		9.761	3.7406	G	2014ApJS..211...21E
MACS gJ071816.35+373905.5	109.568123	37.651531	0.543000	3.0E-4	SLS		10.831	4.1506	G	2014ApJS..211...21E
MACS gJ071816.40+374006.6	109.568336	37.668499	0.421900	3.0E-4	SLS		10.285	3.9417	G	2014ApJS..211...21E
MACS gJ071816.42+374505.7	109.568428	37.751579	0.923600	0.001	SLS		8.863	3.3965	G	2014ApJS..211...21E
MACS gJ071816.47+374842.9	109.568626	37.811920	0.512700	5.0E-4	SLS		9.488	3.6362	G	2014ApJS..211...21E
WISEA J071816.59+374432.7	109.569084	37.742809	0.364500	3.0E-4	SLS		8.924	3.4200	G	2014ApJS..211...21E
MACS gJ071816.74+374105.4	109.569748	37.684830	0.497300	3.0E-4	SLS		9.884	3.7877	G	2014ApJS..211...21E
WISEA J071816.78+374359.4	109.569962	37.733200	0.542800	3.0E-4	SLS		9.034	3.4620	G	2014ApJS..211...21E
MACS gJ071816.89+374639.5	109.570374	37.777641	0.637300	3.0E-4	SLS		9.048	3.4674	G	2014ApJS..211...21E
GALEXASC J071816.52+373437.1	109.570709	37.577301	0.540500	3.0E-4	SLS		13.964	5.3516	G	2014ApJS..211...21E
MACS gJ071817.04+374203.6	109.570999	37.701000	0.538000	3.0E-4	SLS		9.562	3.6646	G	2014ApJS..211...21E
WISEA J071817.16+374212.1	109.571419	37.703300	0.546500	0.001	SLS		9.535	3.6540	G	2014ApJS..211...21E
MACS gJ071817.28+373827.8	109.571999	37.641060	0.541100	0.001	SLS		11.351	4.3500	G	2014ApJS..211...21E
MACS gJ071817.52+374725.8	109.572998	37.790501	0.552600	3.0E-4	SLS		9.313	3.5690	G	2014ApJS..211...21E
MACS gJ071817.65+373955.4	109.573540	37.665390	0.430900	3.0E-4	SLS		10.593	4.0596	G	2014ApJS..211...21E
GALEXASC J071817.55+373755.9	109.573669	37.631390	0.390500	3.0E-4	SLS		11.773	4.5117	G	2014ApJS..211...21E
MACS gJ071817.79+374011.1	109.574127	37.669750	1.346500	3.0E-4	SLS		10.486	4.0185	G	2014ApJS..211...21E
MACS gJ071818.08+373406.5	109.575333	37.568470	0.543700	5.0E-4	SLS		14.513	5.5617	G	2014ApJS..211...21E
MACS gJ071818.12+373952.3	109.575493	37.664520	0.422500	3.0E-4	SLS		10.700	4.1004	G	2014ApJS..211...21E
MACS gJ071818.45+374245.8	109.576874	37.712719	0.765100	3.0E-4	SLS		9.613	3.6839	G	2014ApJS..211...21E
MACS gJ071818.49+374016.5	109.577042	37.671249	0.523600	0.001	SLS		10.563	4.0482	G	2014ApJS..211...21E
WISEA J071818.45+374910.0	109.577164	37.819809	0.388300	3.0E-4	SLS		10.039	3.8474	G	2014ApJS..211...21E
WISEA J071818.74+374856.1	109.577919	37.815578	0.677500	3.0E-4	SLS		9.978	3.8240	G	2014ApJS..211...21E
WISEA J071818.64+373828.1	109.578003	37.641251	0.498200	3.0E-4	SLS		11.572	4.4348	G	2014ApJS..211...21E
MACS gJ071819.00+374112.5	109.579170	37.686810	0.538600	3.0E-4	SLS		10.241	3.9246	G	2014ApJS..211...21E
MACS gJ071819.06+374043.6	109.579414	37.678780	0.542300	5.0E-4	SLS		10.455	4.0067	G	2014ApJS..211...21E
MACS gJ071819.10+374118.0	109.579582	37.688332	0.502000	5.0E-4	SLS		10.222	3.9175	G	2014ApJS..211...21E
MACS gJ071819.13+374119.9	109.579712	37.688862	0.544200	3.0E-4	SLS		10.215	3.9148	G	2014ApJS..211...21E
MACS gJ071819.22+373747.8	109.580086	37.629940	0.541400	0.001	SLS		12.065	4.6235	G	2014ApJS..211...21E
MACS gJ071819.42+374915.8	109.580917	37.821060	0.299600	3.0E-4	SLS		10.232	3.9214	G	2014ApJS..211...21E
MACS gJ071819.56+373610.7	109.581497	37.602970	0.548900	3.0E-4	SLS		13.186	5.0532	G	2014ApJS..211...21E
WISEA J071819.74+373720.3	109.582291	37.622311	0.562500	3.0E-4	SLS		12.436	4.7658	G	2014ApJS..211...21E
MACS gJ071819.78+373603.2	109.582420	37.600891	0.544900	3.0E-4	SLS		13.304	5.0985	G	2014ApJS..211...21E
WISEA J071820.26+374238.2	109.584206	37.710751	0.343100	5.0E-4	SLS		9.980	3.8245	G	2014ApJS..211...21E
WISEA J071820.31+374219.3	109.584290	37.705311	0.502500	3.0E-4	SLS		10.077	3.8617	G	2014ApJS..211...21E
MACS gJ071820.29+374108.6	109.584541	37.685719	0.548200	3.0E-4	SLS		10.501	4.0241	G	2014ApJS..211...21E
MACS gJ071820.35+373826.4	109.584793	37.640671	0.541900	3.0E-4	SLS		11.854	4.5427	G	2014ApJS..211...21E
MACS gJ071820.36+373340.8	109.584831	37.561329	0.632800	3.0E-4	SLS		15.131	5.7985	G	2014ApJS..211...21E
MACS gJ071820.38+373635.5	109.584915	37.609859	0.548900	3.0E-4	SLS		13.022	4.9903	G	2014ApJS..211...21E
MACS gJ071820.39+374631.4	109.584976	37.775398	0.067900	3.0E-4	SLS		9.716	3.7235	G	2014ApJS..211...21E
WISEA J071820.45+373827.2	109.585205	37.641060	0.578700	3.0E-4	SLS		11.856	4.5436	G	2014ApJS..211...21E
MACS gJ071820.50+374736.5	109.585419	37.793468	0.388000	3.0E-4	SLS		9.927	3.8043	G	2014ApJS..211...21E
WISEA J071820.54+373628.5	109.585503	37.607922	0.548600	3.0E-4	SLS		13.121	5.0282	G	2014ApJS..211...21E
WISEA J071820.67+373806.3	109.585876	37.635189	0.764200	3.0E-4	SLS		12.089	4.6330	G	2014ApJS..211...21E
WISEA J071820.67+374543.9	109.586273	37.762341	0.243100	5.0E-4	SLS		9.714	3.7227	G	2014ApJS..211...21E
MACS gJ071820.78+373710.7	109.586586	37.619640	0.562800	3.0E-4	SLS		12.695	4.8652	G	2014ApJS..211...21E
WISEA J071820.77+373838.6	109.586670	37.643940	0.497300	3.0E-4	SLS		11.814	4.5274	G	2014ApJS..211...21E
WISEA J071820.95+373617.9	109.587158	37.604778	2.025000	0.001	SLS		13.306	5.0994	G	2014ApJS..211...21E
MACS gJ071820.98+373602.3	109.587418	37.600639	0.548100	3.0E-4	SLS		13.486	5.1681	G	2014ApJS..211...21E
MACS gJ071820.99+374628.9	109.587456	37.774700	0.458700	3.0E-4	SLS		9.828	3.7664	G	2014ApJS..211...21E
MACS gJ071821.02+373611.9	109.587563	37.603310	0.659000	0.001	SLS		13.381	5.1278	G	2014ApJS..211...21E
WISEA J071821.21+373219.2	109.587959	37.538700	0.458600	5.0E-4	SLS		16.289	6.2426	G	2014ApJS..211...21E
MACS gJ071821.14+373557.8	109.588081	37.599388	0.552500	3.0E-4	SLS		13.560	5.1967	G	2014ApJS..211...21E
MACS gJ071821.18+374621.8	109.588249	37.772720	0.458600	5.0E-4	SLS		9.852	3.7757	G	2014ApJS..211...21E
MACS gJ071821.47+374809.4	109.589478	37.802608	0.306800	3.0E-4	SLS		10.251	3.9285	G	2014ApJS..211...21E
MACS gJ071821.53+373341.4	109.589706	37.561501	0.552700	5.0E-4	SLS		15.272	5.8525	G	2014ApJS..211...21E
MACS gJ071821.58+373337.0	109.589920	37.560280	0.552100	3.0E-4	SLS		15.334	5.8764	G	2014ApJS..211...21E
MACS gJ071821.69+374302.8	109.590370	37.717449	0.731300	3.0E-4	SLS		10.163	3.8949	G	2014ApJS..211...21E
WISEA J071821.92+373734.5	109.591331	37.626221	0.595100	3.0E-4	SLS		12.622	4.8371	G	2014ApJS..211...21E
WISEA J071821.89+374214.1	109.591461	37.704079	0.547100	3.0E-4	SLS		10.424	3.9946	G	2014ApJS..211...21E
MACS gJ071822.06+374901.7	109.591919	37.817139	0.240500	3.0E-4	SLS		10.632	4.0746	G	2014ApJS..211...21E
WISEA J071822.22+374350.8	109.592545	37.730721	0.548100	3.0E-4	SLS		10.116	3.8765	G	2014ApJS..211...21E
MACS gJ071822.25+374709.6	109.592705	37.785999	0.387000	3.0E-4	SLS		10.174	3.8991	G	2014ApJS..211...21E
WISEA J071822.25+373909.4	109.592751	37.652580	0.537800	3.0E-4	SLS		11.772	4.5114	G	2014ApJS..211...21E
WISEA J071822.50+375036.0	109.593460	37.843361	0.459500	5.0E-4	SLS		11.339	4.3454	G	2014ApJS..211...21E
WISEA J071822.44+373337.4	109.593666	37.560249	0.628700	3.0E-4	SLS		15.451	5.9212	G	2014ApJS..211...21E
MACS gJ071822.64+374311.6	109.594330	37.719891	0.685800	5.0E-4	SLS		10.315	3.9530	G	2014ApJS..211...21E
MACS gJ071822.86+374748.4	109.595253	37.796780	0.237500	3.0E-4	SLS		10.427	3.9958	G	2014ApJS..211...21E
MACS gJ071822.98+374251.3	109.595749	37.714249	0.496300	5.0E-4	SLS		10.456	4.0072	G	2014ApJS..211...21E
MACS gJ071823.00+374741.0	109.595833	37.794720	0.489900	3.0E-4	SLS		10.425	3.9951	G	2014ApJS..211...21E
MACS gJ071823.03+374412.5	109.595955	37.736801	0.409000	3.0E-4	SLS		10.229	3.9199	G	2014ApJS..211...21E
